monopterus_albus ENSMALG00000011746
labrus_bergylta ENSLBEG00000024853
mastacembelus_armatus ENSMAMG00000017737
hippocampus_comes ENSHCOG00000016112
oryzias_latipes ENSORLG00000030310
oryzias_latipes_asm223469v1 ENSORLG00015008008
neolamprologus_brichardi ENSNBRG00000021259
xiphophorus_couchianus ENSXCOG00000014569
stegastes_partitus ENSSPAG00000012187
amphiprion_ocellaris ENSAOCG00000017320
cyprinodon_variegatus ENSCVAG00000004834
pundamilia_nyererei ENSPNYG00000023309
cynoglossus_semilaevis ENSCSEG00000015738
mola_mola ENSMMOG00000016720
scleropages_formosus ENSSFOG00015011672
parus_major ENSPMJG00000018384
lepidothrix_coronata ENSLCOG00000016252
anser_brachyrhynchus ENSABRG00000004203
pogona_vitticeps ENSPVIG00000011910
pundamilia_nyererei ENSPNYG00000014362
haplochromis_burtoni ENSHBUG00000007870
xiphophorus_maculatus ENSXMAG00000026124
cynoglossus_semilaevis ENSCSEG00000000751
astyanax_mexicanus ENSAMXG00000036236
ciona_intestinalis ENSCING00000014335
caenorhabditis_elegans_strain_n2 WBGene00006820
