pan_troglodytes ENSPTRG00000028202
pan_paniscus ENSPPAG00000005589
homo_sapiens ENSG00000134588
gorilla_gorilla ENSGGOG00000026929
pongo_abelii ENSPPYG00000020728
chlorocebus_sabaeus ENSCSAG00000000300
theropithecus_gelada ENSTGEG00000024029
colobus_angolensis_palliatus ENSCANG00000041132
piliocolobus_tephrosceles ENSPTEG00000032452
aotus_nancymaae ENSANAG00000023425
callithrix_jacchus ENSCJAG00000004139
prolemur_simus ENSPSMG00000020622
panthera_tigris_altaica ENSPTIG00000009126
neovison_vison ENSNVIG00000002821
