oryctolagus_cuniculus ENSOCUG00000027424
octodon_degus ENSODEG00000007646
rhinopithecus_roxellana ENSRROG00000029232
rhinopithecus_bieti ENSRBIG00000043351
piliocolobus_tephrosceles ENSPTEG00000009141
macaca_fascicularis ENSMFAG00000007154
macaca_mulatta ENSMMUG00000010155
macaca_nemestrina ENSMNEG00000032003
mandrillus_leucophaeus ENSMLEG00000017206
theropithecus_gelada ENSTGEG00000000397
cercocebus_atys ENSCATG00000021195
chlorocebus_sabaeus ENSCSAG00000001531
pongo_abelii ENSPPYG00000001092
cebus_capucinus ENSCCAG00000033941
callithrix_jacchus ENSCJAG00000002510
propithecus_coquereli ENSPCOG00000016051
microcebus_murinus ENSMICG00000032109
prolemur_simus ENSPSMG00000012303
myotis_lucifugus ENSMLUG00000010415
myotis_lucifugus ENSMLUG00000023095
equus_asinus_asinus ENSEASG00005000210
ursus_americanus ENSUAMG00000023817
loxodonta_africana ENSLAFG00000017112
