phascolarctos_cinereus ENSPCIG00000010293
monodelphis_domestica ENSMODG00000029220
neovison_vison ENSNVIG00000023856
ailuropoda_melanoleuca ENSAMEG00000002431
canis_lupus_dingo ENSCAFG00020010022
canis_lupus_familiaris ENSCAFG00000000625
vulpes_vulpes ENSVVUG00000030130
panthera_tigris_altaica ENSPTIG00000007812
panthera_pardus ENSPPRG00000008269
felis_catus ENSFCAG00000026174
bos_mutus ENSBMUG00000016688
bos_taurus ENSBTAG00000052380
bison_bison_bison ENSBBBG00000013114
ovis_aries ENSOARG00000017760
capra_hircus ENSCHIG00000016359
sus_scrofa ENSSSCG00000034496
equus_asinus_asinus ENSEASG00005012537
equus_caballus ENSECAG00000034646
microcebus_murinus ENSMICG00000043066
prolemur_simus ENSPSMG00000022735
oryctolagus_cuniculus ENSOCUG00000023531
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0023207
mus_spicilegus ENSMSIG00000012012
mus_pahari MGP_PahariEiJ_G0019027
mus_musculus ENSMUSG00000058925
meriones_unguiculatus ENSMUGG00000024278
peromyscus_maniculatus_bairdii ENSPEMG00000017831
microtus_ochrogaster ENSMOCG00000001024
cricetulus_griseus_crigri ENSCGRG00000004157
cricetulus_griseus_chok1gshd ENSCGRG00001017920
cricetulus_griseus_crigri-picr ENSCGRG00015007989
mesocricetus_auratus ENSMAUG00000011938
dipodomys_ordii ENSDORG00000025240
cavia_porcellus ENSCPOG00000034590
marmota_marmota_marmota ENSMMMG00000019959
spermophilus_dauricus ENSSDAG00000015379
ictidomys_tridecemlineatus ENSSTOG00000031225
cercocebus_atys ENSCATG00000042132
mandrillus_leucophaeus ENSMLEG00000037947
macaca_fascicularis ENSMFAG00000041916
macaca_mulatta ENSMMUG00000038541
macaca_nemestrina ENSMNEG00000043370
papio_anubis ENSPANG00000029832
theropithecus_gelada ENSTGEG00000015404
rhinopithecus_roxellana ENSRROG00000043715
rhinopithecus_bieti ENSRBIG00000029179
piliocolobus_tephrosceles ENSPTEG00000008826
colobus_angolensis_palliatus ENSCANG00000035895
pan_paniscus ENSPPAG00000038687
pan_troglodytes ENSPTRG00000048235
gorilla_gorilla ENSGGOG00000025799
homo_sapiens ENSG00000230561
callithrix_jacchus ENSCJAG00000047577
saimiri_boliviensis_boliviensis ENSSBOG00000003863
cebus_capucinus ENSCCAG00000035351
aotus_nancymaae ENSANAG00000022419
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0022294
latimeria_chalumnae ENSLACG00000022365
