equus_caballus ENSECAG00000039887
equus_asinus_asinus ENSEASG00005003692
myotis_lucifugus ENSMLUG00000025753
bos_mutus ENSBMUG00000011878
bos_taurus ENSBTAG00000049369
bison_bison_bison ENSBBBG00000019201
ursus_americanus ENSUAMG00000016654
ursus_maritimus ENSUMAG00000005365
ailuropoda_melanoleuca ENSAMEG00000019314
neovison_vison ENSNVIG00000009592
canis_lupus_familiaris ENSCAFG00000029485
canis_lupus_dingo ENSCAFG00020012114
vulpes_vulpes ENSVVUG00000029121
panthera_tigris_altaica ENSPTIG00000006118
panthera_pardus ENSPPRG00000014823
felis_catus ENSFCAG00000042737
ictidomys_tridecemlineatus ENSSTOG00000030271
urocitellus_parryii ENSUPAG00010003794
marmota_marmota_marmota ENSMMMG00000024570
spermophilus_dauricus ENSSDAG00000001132
castor_canadensis ENSCCNG00000015814
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0022562
mus_spicilegus ENSMSIG00000023403
mus_musculus ENSMUSG00000079471
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0021650
mus_pahari MGP_PahariEiJ_G0020642
rattus_norvegicus ENSRNOG00000042497
meriones_unguiculatus ENSMUGG00000000773
cricetulus_griseus_crigri-picr ENSCGRG00015004725
cricetulus_griseus_crigri ENSCGRG00000011158
cricetulus_griseus_chok1gshd ENSCGRG00001021384
cricetulus_griseus_chok1gshd ENSCGRG00001009250
cricetulus_griseus_crigri-picr ENSCGRG00015015594
peromyscus_maniculatus_bairdii ENSPEMG00000031136
microtus_ochrogaster ENSMOCG00000015430
jaculus_jaculus ENSJJAG00000013992
heterocephalus_glaber_female ENSHGLG00000014348
fukomys_damarensis ENSFDAG00000012274
homo_sapiens ENSG00000262179
gorilla_gorilla ENSGGOG00000022349
pan_troglodytes ENSPTRG00000043831
pan_paniscus ENSPPAG00000026302
pongo_abelii ENSPPYG00000016653
nomascus_leucogenys ENSNLEG00000019018
macaca_fascicularis ENSMFAG00000012437
macaca_nemestrina ENSMNEG00000010782
theropithecus_gelada ENSTGEG00000029669
papio_anubis ENSPANG00000034855
cercocebus_atys ENSCATG00000020334
mandrillus_leucophaeus ENSMLEG00000024197
piliocolobus_tephrosceles ENSPTEG00000013542
saimiri_boliviensis_boliviensis ENSSBOG00000019228
callithrix_jacchus ENSCJAG00000022396
aotus_nancymaae ENSANAG00000019285
prolemur_simus ENSPSMG00000018800
loxodonta_africana ENSLAFG00000027922
