lonchura_striata_domestica ENSLSDG00000003351
junco_hyemalis ENSJHYG00000007165
parus_major ENSPMJG00000002065
cyanistes_caeruleus ENSCCEG00000017635
coturnix_japonica ENSCJPG00005001155
numida_meleagris ENSNMEG00000002582
lepidothrix_coronata ENSLCOG00000015901
manacus_vitellinus ENSMVIG00005000749
chelonoidis_abingdonii ENSCABG00000012865
gopherus_agassizii ENSGAGG00000008395
chrysemys_picta_bellii ENSCPBG00000025612
pelodiscus_sinensis ENSPSIG00000014614
serinus_canaria ENSSCAG00000002282
melopsittacus_undulatus ENSMUNG00000011171
anser_brachyrhynchus ENSABRG00000020871
anas_platyrhynchos_platyrhynchos ENSAPLG00000003924
calidris_pygmaea ENSCPGG00000014602
calidris_pugnax ENSCPUG00000010905
apteryx_owenii ENSAOWG00000001731
apteryx_haastii ENSAHAG00000018888
apteryx_rowi ENSARWG00000000679
nothoprocta_perdicaria ENSNPEG00000003120
dromaius_novaehollandiae ENSDNVG00000004719
pogona_vitticeps ENSPVIG00000024694
anolis_carolinensis ENSACAG00000010186
notechis_scutatus ENSNSUG00000013101
salvator_merianae ENSSMRG00000016533
sphenodon_punctatus ENSSPUG00000017513
phascolarctos_cinereus ENSPCIG00000014951
notamacropus_eugenii ENSMEUG00000001823
sarcophilus_harrisii ENSSHAG00000010344
monodelphis_domestica ENSMODG00000010995
pteropus_vampyrus ENSPVAG00000004261
myotis_lucifugus ENSMLUG00000013944
sus_scrofa ENSSSCG00000004524
tursiops_truncatus ENSTTRG00000011767
bos_mutus ENSBMUG00000024068
bos_taurus ENSBTAG00000006919
bison_bison_bison ENSBBBG00000006334
capra_hircus ENSCHIG00000019181
ovis_aries ENSOARG00000004662
vicugna_pacos ENSVPAG00000006757
ursus_americanus ENSUAMG00000014206
ursus_maritimus ENSUMAG00000003120
ailuropoda_melanoleuca ENSAMEG00000002899
canis_lupus_familiaris ENSCAFG00000000164
canis_lupus_dingo ENSCAFG00020021674
vulpes_vulpes ENSVVUG00000014609
mustela_putorius_furo ENSMPUG00000008776
neovison_vison ENSNVIG00000002745
