pteropus_vampyrus ENSPVAG00000002384
echinops_telfairi ENSETEG00000000468
oryctolagus_cuniculus ENSOCUG00000025701
ochotona_princeps ENSOPRG00000015624
tupaia_belangeri ENSTBEG00000009269
castor_canadensis ENSCCNG00000031732
dipodomys_ordii ENSDORG00000005375
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0018132
mus_musculus ENSMUSG00000018634
mus_spicilegus ENSMSIG00000027321
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0017289
mus_pahari MGP_PahariEiJ_G0018419
rattus_norvegicus ENSRNOG00000004900
meriones_unguiculatus ENSMUGG00000002898
cricetulus_griseus_crigri-picr ENSCGRG00015024259
cricetulus_griseus_chok1gshd ENSCGRG00001010727
mesocricetus_auratus ENSMAUG00000016666
peromyscus_maniculatus_bairdii ENSPEMG00000002077
microtus_ochrogaster ENSMOCG00000011532
nannospalax_galili ENSNGAG00000013662
jaculus_jaculus ENSJJAG00000015347
chinchilla_lanigera ENSCLAG00000006883
octodon_degus ENSODEG00000008670
cavia_porcellus ENSCPOG00000005535
cavia_aperea ENSCAPG00000010950
heterocephalus_glaber_male ENSHGLG00100004795
heterocephalus_glaber_female ENSHGLG00000003827
fukomys_damarensis ENSFDAG00000011914
urocitellus_parryii ENSUPAG00010000558
ictidomys_tridecemlineatus ENSSTOG00000001925
spermophilus_dauricus ENSSDAG00000002298
marmota_marmota_marmota ENSMMMG00000020705
pan_troglodytes ENSPTRG00000047862
pan_troglodytes ENSPTRG00000009311
pan_paniscus ENSPPAG00000044112
homo_sapiens ENSG00000263715
homo_sapiens ENSG00000120088
gorilla_gorilla ENSGGOG00000011468
pongo_abelii ENSPPYG00000008296
papio_anubis ENSPANG00000021209
mandrillus_leucophaeus ENSMLEG00000013709
theropithecus_gelada ENSTGEG00000019255
macaca_mulatta ENSMMUG00000004108
macaca_fascicularis ENSMFAG00000038802
macaca_nemestrina ENSMNEG00000022261
cercocebus_atys ENSCATG00000035327
chlorocebus_sabaeus ENSCSAG00000003770
colobus_angolensis_palliatus ENSCANG00000032735
piliocolobus_tephrosceles ENSPTEG00000024338
rhinopithecus_bieti ENSRBIG00000041188
rhinopithecus_roxellana ENSRROG00000031482
saimiri_boliviensis_boliviensis ENSSBOG00000021196
cebus_capucinus ENSCCAG00000023118
aotus_nancymaae ENSANAG00000037393
nomascus_leucogenys ENSNLEG00000004810
callithrix_jacchus ENSCJAG00000041054
propithecus_coquereli ENSPCOG00000019469
microcebus_murinus ENSMICG00000004845
prolemur_simus ENSPSMG00000008174
otolemur_garnettii ENSOGAG00000002505
erinaceus_europaeus ENSEEUG00000003104
procavia_capensis ENSPCAG00000013690
bison_bison_bison ENSBBBG00000007384
bos_mutus ENSBMUG00000025119
ovis_aries ENSOARG00000011170
capra_hircus ENSCHIG00000019825
sus_scrofa ENSSSCG00000017313
vicugna_pacos ENSVPAG00000007386
tursiops_truncatus ENSTTRG00000009053
myotis_lucifugus ENSMLUG00000011249
equus_asinus_asinus ENSEASG00005010573
equus_caballus ENSECAG00000019389
neovison_vison ENSNVIG00000022986
mustela_putorius_furo ENSMPUG00000008214
ursus_maritimus ENSUMAG00000015508
ursus_americanus ENSUAMG00000017932
ailuropoda_melanoleuca ENSAMEG00000014556
canis_lupus_familiaris ENSCAFG00000013585
canis_lupus_dingo ENSCAFG00020026858
vulpes_vulpes ENSVVUG00000005211
panthera_pardus ENSPPRG00000016915
panthera_tigris_altaica ENSPTIG00000007610
felis_catus ENSFCAG00000025381
dasypus_novemcinctus ENSDNOG00000039246
loxodonta_africana ENSLAFG00000021701
carlito_syrichta ENSTSYG00000034554
notamacropus_eugenii ENSMEUG00000008904
phascolarctos_cinereus ENSPCIG00000000481
sarcophilus_harrisii ENSSHAG00000016551
monodelphis_domestica ENSMODG00000010982
ornithorhynchus_anatinus ENSOANG00000000266
serinus_canaria ENSSCAG00000010545
lonchura_striata_domestica ENSLSDG00000013831
ficedula_albicollis ENSFALG00000008060
melopsittacus_undulatus ENSMUNG00000011642
numida_meleagris ENSNMEG00000004481
nothoprocta_perdicaria ENSNPEG00000009729
anser_brachyrhynchus ENSABRG00000008926
anas_platyrhynchos_platyrhynchos ENSAPLG00000013119
gallus_gallus ENSGALG00000000371
coturnix_japonica ENSCJPG00005019139
meleagris_gallopavo ENSMGAG00000001050
lepidothrix_coronata ENSLCOG00000014037
manacus_vitellinus ENSMVIG00005014641
taeniopygia_guttata ENSTGUG00000003182
parus_major ENSPMJG00000004287
cyanistes_caeruleus ENSCCEG00000022030
zonotrichia_albicollis ENSZALG00000010582
junco_hyemalis ENSJHYG00000002113
calidris_pygmaea ENSCPGG00000015918
calidris_pugnax ENSCPUG00000014277
apteryx_haastii ENSAHAG00000014409
apteryx_rowi ENSARWG00000012122
apteryx_owenii ENSAOWG00000016218
dromaius_novaehollandiae ENSDNVG00000018212
chrysemys_picta_bellii ENSCPBG00000012322
chrysemys_picta_bellii ENSCPBG00000012325
chelonoidis_abingdonii ENSCABG00000002972
pelodiscus_sinensis ENSPSIG00000008789
crocodylus_porosus ENSCPRG00005009222
sphenodon_punctatus ENSSPUG00000010422
pogona_vitticeps ENSPVIG00000016630
anolis_carolinensis ENSACAG00000017912
notechis_scutatus ENSNSUG00000012743
salvator_merianae ENSSMRG00000002663
xenopus_tropicalis ENSXETG00000005305
latimeria_chalumnae ENSLACG00000016080
pygocentrus_nattereri ENSPNAG00000014160
astyanax_mexicanus ENSAMXG00000038656
ictalurus_punctatus ENSIPUG00000000305
periophthalmus_magnuspinnatus ENSPMGG00000006646
periophthalmus_magnuspinnatus ENSPMGG00000003959
monopterus_albus ENSMALG00000016256
mastacembelus_armatus ENSMAMG00000023249
anabas_testudineus ENSATEG00000015836
seriola_lalandi_dorsalis ENSSLDG00000011570
seriola_dumerili ENSSDUG00000023707
labrus_bergylta ENSLBEG00000026489
labrus_bergylta ENSLBEG00000022142
amphiprion_ocellaris ENSAOCG00000002266
amphiprion_percula ENSAPEG00000009118
stegastes_partitus ENSSPAG00000011932
acanthochromis_polyacanthus ENSAPOG00000021995
maylandia_zebra ENSMZEG00005003384
astatotilapia_calliptera ENSACLG00000014328
pundamilia_nyererei ENSPNYG00000016032
haplochromis_burtoni ENSHBUG00000015265
neolamprologus_brichardi ENSNBRG00000018429
oreochromis_niloticus ENSONIG00000009202
amphilophus_citrinellus ENSACIG00000017668
fundulus_heteroclitus ENSFHEG00000011176
cyprinodon_variegatus ENSCVAG00000007105
poecilia_formosa ENSPFOG00000018062
poecilia_mexicana ENSPMEG00000024167
poecilia_latipinna ENSPLAG00000003034
poecilia_reticulata ENSPREG00000012372
xiphophorus_maculatus ENSXMAG00000012744
xiphophorus_couchianus ENSXCOG00000018189
gambusia_affinis ENSGAFG00000000601
kryptolebias_marmoratus ENSKMAG00000005176
tetraodon_nigroviridis ENSTNIG00000011852
takifugu_rubripes ENSTRUG00000008096
mola_mola ENSMMOG00000002692
scophthalmus_maximus ENSSMAG00000010506
acanthochromis_polyacanthus ENSAPOG00000021142
amphiprion_ocellaris ENSAOCG00000012618
stegastes_partitus ENSSPAG00000002184
oryzias_latipes ENSORLG00020020672
oryzias_latipes_asm223469v1 ENSORLG00015019526
oryzias_latipes ENSORLG00000012904
oryzias_melastigma ENSOMEG00000002806
haplochromis_burtoni ENSHBUG00000003724
pundamilia_nyererei ENSPNYG00000020616
astatotilapia_calliptera ENSACLG00000022257
maylandia_zebra ENSMZEG00005008950
neolamprologus_brichardi ENSNBRG00000023786
oreochromis_niloticus ENSONIG00000018127
amphilophus_citrinellus ENSACIG00000013100
cyprinodon_variegatus ENSCVAG00000006507
fundulus_heteroclitus ENSFHEG00000010071
poecilia_latipinna ENSPLAG00000020586
poecilia_mexicana ENSPMEG00000022883
poecilia_formosa ENSPFOG00000013545
poecilia_reticulata ENSPREG00000008701
xiphophorus_maculatus ENSXMAG00000016969
xiphophorus_couchianus ENSXCOG00000004136
gambusia_affinis ENSGAFG00000010914
amphiprion_percula ENSAPEG00000003526
monopterus_albus ENSMALG00000016448
mastacembelus_armatus ENSMAMG00000007978
anabas_testudineus ENSATEG00000009552
seriola_lalandi_dorsalis ENSSLDG00000021709
seriola_dumerili ENSSDUG00000008083
cynoglossus_semilaevis ENSCSEG00000009657
labrus_bergylta ENSLBEG00000009498
