pygocentrus_nattereri ENSPNAG00000004549
astyanax_mexicanus ENSAMXG00000008471
ictalurus_punctatus ENSIPUG00000019523
danio_rerio ENSDARG00000093799
mastacembelus_armatus ENSMAMG00000013171
monopterus_albus ENSMALG00000011004
anabas_testudineus ENSATEG00000005515
cynoglossus_semilaevis ENSCSEG00000013808
cynoglossus_semilaevis ENSCSEG00000016442
scophthalmus_maximus ENSSMAG00000010450
seriola_dumerili ENSSDUG00000015139
seriola_lalandi_dorsalis ENSSLDG00000002628
acanthochromis_polyacanthus ENSAPOG00000021230
amphiprion_percula ENSAPEG00000020617
stegastes_partitus ENSSPAG00000021880
maylandia_zebra ENSMZEG00005017151
astatotilapia_calliptera ENSACLG00000003556
pundamilia_nyererei ENSPNYG00000019032
haplochromis_burtoni ENSHBUG00000012390
neolamprologus_brichardi ENSNBRG00000003881
amphilophus_citrinellus ENSACIG00000020987
fundulus_heteroclitus ENSFHEG00000005763
cyprinodon_variegatus ENSCVAG00000013210
poecilia_mexicana ENSPMEG00000020424
poecilia_latipinna ENSPLAG00000002865
poecilia_reticulata ENSPREG00000002632
xiphophorus_maculatus ENSXMAG00000028665
xiphophorus_couchianus ENSXCOG00000016852
gambusia_affinis ENSGAFG00000011963
poecilia_formosa ENSPFOG00000017398
kryptolebias_marmoratus ENSKMAG00000013049
oryzias_latipes ENSORLG00000023091
oryzias_latipes_asm223469v1 ENSORLG00015022931
oryzias_latipes ENSORLG00020011285
oryzias_melastigma ENSOMEG00000004784
takifugu_rubripes ENSTRUG00000010328
tetraodon_nigroviridis ENSTNIG00000015406
labrus_bergylta ENSLBEG00000014686
mola_mola ENSMMOG00000018194
gasterosteus_aculeatus ENSGACG00000009839
amphiprion_ocellaris ENSAOCG00000012533
hippocampus_comes ENSHCOG00000015464
periophthalmus_magnuspinnatus ENSPMGG00000021924
gadus_morhua ENSGMOG00000010588
esox_lucius ENSELUG00000011075
scleropages_formosus ENSSFOG00015005729
paramormyrops_kingsleyae ENSPKIG00000015973
lepisosteus_oculatus ENSLOCG00000006153
paramormyrops_kingsleyae ENSPKIG00000017335
scleropages_formosus ENSSFOG00015017063
apteryx_owenii ENSAOWG00000002801
apteryx_haastii ENSAHAG00000001879
apteryx_rowi ENSARWG00000009272
dromaius_novaehollandiae ENSDNVG00000005630
nothoprocta_perdicaria ENSNPEG00000004391
calidris_pugnax ENSCPUG00000017694
calidris_pygmaea ENSCPGG00000010212
calidris_pygmaea ENSCPGG00000010234
lonchura_striata_domestica ENSLSDG00000017676
taeniopygia_guttata ENSTGUG00000001615
serinus_canaria ENSSCAG00000016346
zonotrichia_albicollis ENSZALG00000003225
ficedula_albicollis ENSFALG00000008857
cyanistes_caeruleus ENSCCEG00000018588
parus_major ENSPMJG00000004924
lepidothrix_coronata ENSLCOG00000000863
manacus_vitellinus ENSMVIG00005001783
melopsittacus_undulatus ENSMUNG00000011736
anser_brachyrhynchus ENSABRG00000002697
anas_platyrhynchos_platyrhynchos ENSAPLG00000017129
gallus_gallus ENSGALG00000036775
coturnix_japonica ENSCJPG00005005325
meleagris_gallopavo ENSMGAG00000009445
numida_meleagris ENSNMEG00000015204
crocodylus_porosus ENSCPRG00005014980
gopherus_agassizii ENSGAGG00000005584
chelonoidis_abingdonii ENSCABG00000009156
chrysemys_picta_bellii ENSCPBG00000025743
pelodiscus_sinensis ENSPSIG00000012250
anolis_carolinensis ENSACAG00000013045
pogona_vitticeps ENSPVIG00000018872
notechis_scutatus ENSNSUG00000018942
salvator_merianae ENSSMRG00000000927
sphenodon_punctatus ENSSPUG00000003121
castor_canadensis ENSCCNG00000023546
dipodomys_ordii ENSDORG00000006424
mus_musculus ENSMUSG00000024548
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0023342
mus_spicilegus ENSMSIG00000018902
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0022429
mus_pahari MGP_PahariEiJ_G0019158
rattus_norvegicus ENSRNOG00000016208
meriones_unguiculatus ENSMUGG00000008405
cricetulus_griseus_chok1gshd ENSCGRG00001003049
cricetulus_griseus_crigri-picr ENSCGRG00015025491
cricetulus_griseus_crigri ENSCGRG00000004311
microtus_ochrogaster ENSMOCG00000021557
peromyscus_maniculatus_bairdii ENSPEMG00000021869
nannospalax_galili ENSNGAG00000016368
jaculus_jaculus ENSJJAG00000004320
heterocephalus_glaber_female ENSHGLG00000014671
heterocephalus_glaber_male ENSHGLG00100015358
fukomys_damarensis ENSFDAG00000005607
cavia_porcellus ENSCPOG00000011164
cavia_aperea ENSCAPG00000017701
octodon_degus ENSODEG00000018419
chinchilla_lanigera ENSCLAG00000010509
ictidomys_tridecemlineatus ENSSTOG00000002563
urocitellus_parryii ENSUPAG00010020276
marmota_marmota_marmota ENSMMMG00000006996
oryctolagus_cuniculus ENSOCUG00000009706
ochotona_princeps ENSOPRG00000015775
homo_sapiens ENSG00000152217
gorilla_gorilla ENSGGOG00000014151
pan_troglodytes ENSPTRG00000009986
pan_paniscus ENSPPAG00000037611
pongo_abelii ENSPPYG00000009123
nomascus_leucogenys ENSNLEG00000010776
chlorocebus_sabaeus ENSCSAG00000017947
chlorocebus_sabaeus ENSCSAG00000017949
macaca_fascicularis ENSMFAG00000035622
macaca_mulatta ENSMMUG00000004997
macaca_nemestrina ENSMNEG00000021021
mandrillus_leucophaeus ENSMLEG00000004384
cercocebus_atys ENSCATG00000033792
theropithecus_gelada ENSTGEG00000023421
papio_anubis ENSPANG00000014223
colobus_angolensis_palliatus ENSCANG00000036513
piliocolobus_tephrosceles ENSPTEG00000022440
rhinopithecus_roxellana ENSRROG00000001023
rhinopithecus_bieti ENSRBIG00000031542
cebus_capucinus ENSCCAG00000024635
saimiri_boliviensis_boliviensis ENSSBOG00000025213
callithrix_jacchus ENSCJAG00000004035
aotus_nancymaae ENSANAG00000026892
carlito_syrichta ENSTSYG00000000207
propithecus_coquereli ENSPCOG00000022384
microcebus_murinus ENSMICG00000017494
otolemur_garnettii ENSOGAG00000010412
tupaia_belangeri ENSTBEG00000015562
ovis_aries ENSOARG00000002282
capra_hircus ENSCHIG00000014366
bos_mutus ENSBMUG00000009574
bos_taurus ENSBTAG00000018088
bison_bison_bison ENSBBBG00000019836
tursiops_truncatus ENSTTRG00000014481
sus_scrofa ENSSSCG00000004490
vicugna_pacos ENSVPAG00000004744
ursus_americanus ENSUAMG00000020288
ursus_maritimus ENSUMAG00000002294
mustela_putorius_furo ENSMPUG00000001006
neovison_vison ENSNVIG00000000055
canis_lupus_dingo ENSCAFG00020010948
canis_lupus_familiaris ENSCAFG00000017676
vulpes_vulpes ENSVVUG00000027793
panthera_pardus ENSPPRG00000024951
panthera_tigris_altaica ENSPTIG00000007128
felis_catus ENSFCAG00000007346
equus_caballus ENSECAG00000019793
equus_asinus_asinus ENSEASG00005016505
myotis_lucifugus ENSMLUG00000013354
myotis_lucifugus ENSMLUG00000022722
pteropus_vampyrus ENSPVAG00000005872
sorex_araneus ENSSARG00000007025
erinaceus_europaeus ENSEEUG00000007663
loxodonta_africana ENSLAFG00000003458
procavia_capensis ENSPCAG00000004918
echinops_telfairi ENSETEG00000010300
dasypus_novemcinctus ENSDNOG00000001211
choloepus_hoffmanni ENSCHOG00000011751
phascolarctos_cinereus ENSPCIG00000011757
notamacropus_eugenii ENSMEUG00000001805
sarcophilus_harrisii ENSSHAG00000011290
monodelphis_domestica ENSMODG00000003078
prolemur_simus ENSPSMG00000023335
macaca_mulatta ENSMMUG00000046263
castor_canadensis ENSCCNG00000023550
dasypus_novemcinctus ENSDNOG00000044008
ornithorhynchus_anatinus ENSOANG00000006334
xenopus_tropicalis ENSXETG00000008160
latimeria_chalumnae ENSLACG00000004115
