clupea_harengus ENSCHAG00000017959
denticeps_clupeoides ENSDCDG00000022142
astyanax_mexicanus ENSAMXG00005007779
astyanax_mexicanus ENSAMXG00000034598
pygocentrus_nattereri ENSPNAG00000020055
electrophorus_electricus ENSEEEG00000002712
ictalurus_punctatus ENSIPUG00000018466
danio_rerio ENSDARG00000092889
hucho_hucho ENSHHUG00000052149
esox_lucius ENSELUG00000000219
parambassis_ranga ENSPRNG00000025227
gouania_willdenowi ENSGWIG00000003345
oryzias_latipes ENSORLG00020005667
oryzias_latipes ENSORLG00015007163
oryzias_melastigma ENSOMEG00000012202
betta_splendens ENSBSLG00000023224
takifugu_rubripes ENSTRUG00000021681
amphiprion_ocellaris ENSAOCG00000015137
amphiprion_percula ENSAPEG00000011258
acanthochromis_polyacanthus ENSAPOG00000023254
stegastes_partitus ENSSPAG00000009088
maylandia_zebra ENSMZEG00005008197
astatotilapia_calliptera ENSACLG00000000952
haplochromis_burtoni ENSHBUG00000003671
pundamilia_nyererei ENSPNYG00000000158
neolamprologus_brichardi ENSNBRG00000018261
amphilophus_citrinellus ENSACIG00000015615
monopterus_albus ENSMALG00000005444
mastacembelus_armatus ENSMAMG00000012699
anabas_testudineus ENSATEG00000001060
seriola_dumerili ENSSDUG00000010376
seriola_lalandi ENSSLDG00000002612
lates_calcarifer ENSLCAG00010006007
cottoperca_gobio ENSCGOG00000016304
larimichthys_crocea ENSLCRG00005001234
labrus_bergylta ENSLBEG00000013404
scophthalmus_maximus ENSSMAG00000009518
cynoglossus_semilaevis ENSCSEG00000020052
kryptolebias_marmoratus ENSKMAG00000009718
periophthalmus_magnuspinnatus ENSPMGG00000018230
hippocampus_comes ENSHCOG00000002802
mola_mola ENSMMOG00000009412
scleropages_formosus ENSSFOG00015017021
paramormyrops_kingsleyae ENSPKIG00000006394
