hippocampus_comes ENSHCOG00000006147
periophthalmus_magnuspinnatus ENSPMGG00000016204
pundamilia_nyererei ENSPNYG00000015433
amphilophus_citrinellus ENSACIG00000001938
xiphophorus_couchianus ENSXCOG00000004471
cyprinodon_variegatus ENSCVAG00000019844
mola_mola ENSMMOG00000003081
cynoglossus_semilaevis ENSCSEG00000000692
mastacembelus_armatus ENSMAMG00000018651
labrus_bergylta ENSLBEG00000018439
gasterosteus_aculeatus ENSGACG00000017752
scophthalmus_maximus ENSSMAG00000017832
astatotilapia_calliptera ENSACLG00000002841
haplochromis_burtoni ENSHBUG00000017051
maylandia_zebra ENSMZEG00005008928
oreochromis_niloticus ENSONIG00000001511
poecilia_latipinna ENSPLAG00000002338
poecilia_mexicana ENSPMEG00000018045
poecilia_formosa ENSPFOG00000003198
poecilia_reticulata ENSPREG00000018485
xiphophorus_maculatus ENSXMAG00000020843
gambusia_affinis ENSGAFG00000021643
kryptolebias_marmoratus ENSKMAG00000016465
oryzias_latipes ENSORLG00020017126
oryzias_latipes_asm223469v1 ENSORLG00015002278
oryzias_latipes ENSORLG00000021931
oryzias_melastigma ENSOMEG00000021895
amphiprion_ocellaris ENSAOCG00000018546
amphiprion_percula ENSAPEG00000003258
amphiprion_ocellaris ENSAOCG00000010592
acanthochromis_polyacanthus ENSAPOG00000005925
stegastes_partitus ENSSPAG00000006418
seriola_lalandi_dorsalis ENSSLDG00000002391
seriola_dumerili ENSSDUG00000014930
monopterus_albus ENSMALG00000005616
anabas_testudineus ENSATEG00000020123
gadus_morhua ENSGMOG00000017990
esox_lucius ENSELUG00000009710
pygocentrus_nattereri ENSPNAG00000022675
astyanax_mexicanus ENSAMXG00000039888
ictalurus_punctatus ENSIPUG00000020957
scleropages_formosus ENSSFOG00015011755
paramormyrops_kingsleyae ENSPKIG00000012735
lepisosteus_oculatus ENSLOCG00000008299
phascolarctos_cinereus ENSPCIG00000033255
notamacropus_eugenii ENSMEUG00000010092
monodelphis_domestica ENSMODG00000006984
monodelphis_domestica ENSMODG00000009944
sarcophilus_harrisii ENSSHAG00000003636
ursus_maritimus ENSUMAG00000016650
ursus_americanus ENSUAMG00000027027
ailuropoda_melanoleuca ENSAMEG00000005571
neovison_vison ENSNVIG00000001723
mustela_putorius_furo ENSMPUG00000008788
canis_lupus_dingo ENSCAFG00020009721
canis_lupus_familiaris ENSCAFG00000009423
panthera_tigris_altaica ENSPTIG00000013048
panthera_pardus ENSPPRG00000015973
felis_catus ENSFCAG00000036596
equus_caballus ENSECAG00000021198
equus_asinus_asinus ENSEASG00005003320
pteropus_vampyrus ENSPVAG00000003394
ovis_aries ENSOARG00000005669
capra_hircus ENSCHIG00000025987
bos_mutus ENSBMUG00000002388
bos_taurus ENSBTAG00000043970
bison_bison_bison ENSBBBG00000015959
tursiops_truncatus ENSTTRG00000011691
sus_scrofa ENSSSCG00000034398
vicugna_pacos ENSVPAG00000004128
myotis_lucifugus ENSMLUG00000001853
erinaceus_europaeus ENSEEUG00000012775
castor_canadensis ENSCCNG00000027942
dipodomys_ordii ENSDORG00000003246
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0026749
mus_spicilegus ENSMSIG00000015081
mus_musculus ENSMUSG00000059482
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0025801
mus_pahari MGP_PahariEiJ_G0023924
rattus_norvegicus ENSRNOG00000049287
rattus_norvegicus ENSRNOG00000026672
meriones_unguiculatus ENSMUGG00000002133
microtus_ochrogaster ENSMOCG00000019280
peromyscus_maniculatus_bairdii ENSPEMG00000028977
cricetulus_griseus_crigri-picr ENSCGRG00015010989
cricetulus_griseus_chok1gshd ENSCGRG00001004508
cricetulus_griseus_crigri ENSCGRG00000006813
mesocricetus_auratus ENSMAUG00000012621
nannospalax_galili ENSNGAG00000001273
ictidomys_tridecemlineatus ENSSTOG00000030899
urocitellus_parryii ENSUPAG00010013512
marmota_marmota_marmota ENSMMMG00000008466
spermophilus_dauricus ENSSDAG00000004864
heterocephalus_glaber_male ENSHGLG00100016508
heterocephalus_glaber_female ENSHGLG00000007832
fukomys_damarensis ENSFDAG00000015259
cavia_porcellus ENSCPOG00000038754
cavia_aperea ENSCAPG00000017548
octodon_degus ENSODEG00000002430
chinchilla_lanigera ENSCLAG00000007631
oryctolagus_cuniculus ENSOCUG00000001062
ochotona_princeps ENSOPRG00000000772
tupaia_belangeri ENSTBEG00000002819
pan_paniscus ENSPPAG00000038170
pan_troglodytes ENSPTRG00000020437
homo_sapiens ENSG00000156172
gorilla_gorilla ENSGGOG00000007824
pongo_abelii ENSPPYG00000018761
nomascus_leucogenys ENSNLEG00000031356
rhinopithecus_bieti ENSRBIG00000029265
rhinopithecus_roxellana ENSRROG00000033017
piliocolobus_tephrosceles ENSPTEG00000036903
colobus_angolensis_palliatus ENSCANG00000029193
papio_anubis ENSPANG00000004422
theropithecus_gelada ENSTGEG00000000661
macaca_fascicularis ENSMFAG00000044442
macaca_mulatta ENSMMUG00000016496
macaca_nemestrina ENSMNEG00000038864
cercocebus_atys ENSCATG00000042382
mandrillus_leucophaeus ENSMLEG00000043433
chlorocebus_sabaeus ENSCSAG00000012476
cebus_capucinus ENSCCAG00000029098
saimiri_boliviensis_boliviensis ENSSBOG00000010195
callithrix_jacchus ENSCJAG00000047965
aotus_nancymaae ENSANAG00000020634
carlito_syrichta ENSTSYG00000036319
propithecus_coquereli ENSPCOG00000015919
microcebus_murinus ENSMICG00000004581
prolemur_simus ENSPSMG00000018962
otolemur_garnettii ENSOGAG00000007222
loxodonta_africana ENSLAFG00000003348
echinops_telfairi ENSETEG00000011091
procavia_capensis ENSPCAG00000006083
dasypus_novemcinctus ENSDNOG00000012475
chrysemys_picta_bellii ENSCPBG00000006281
gopherus_agassizii ENSGAGG00000023589
pelodiscus_sinensis ENSPSIG00000005437
chelonoidis_abingdonii ENSCABG00000019371
anas_platyrhynchos_platyrhynchos ENSAPLG00000012602
anser_brachyrhynchus ENSABRG00000017052
gallus_gallus ENSGALG00000038971
meleagris_gallopavo ENSMGAG00000012111
coturnix_japonica ENSCJPG00005000637
numida_meleagris ENSNMEG00000004450
calidris_pugnax ENSCPUG00000002373
calidris_pygmaea ENSCPGG00000013791
melopsittacus_undulatus ENSMUNG00000006700
serinus_canaria ENSSCAG00000003766
lonchura_striata_domestica ENSLSDG00000002296
parus_major ENSPMJG00000006891
cyanistes_caeruleus ENSCCEG00000008701
ficedula_albicollis ENSFALG00000005619
junco_hyemalis ENSJHYG00000004490
zonotrichia_albicollis ENSZALG00000013073
manacus_vitellinus ENSMVIG00005015353
lepidothrix_coronata ENSLCOG00000014040
apteryx_owenii ENSAOWG00000000312
dromaius_novaehollandiae ENSDNVG00000006455
crocodylus_porosus ENSCPRG00005002588
anolis_carolinensis ENSACAG00000004115
pogona_vitticeps ENSPVIG00000014389
salvator_merianae ENSSMRG00000007531
sphenodon_punctatus ENSSPUG00000016221
latimeria_chalumnae ENSLACG00000022662
