gasterosteus_aculeatus ENSGACG00000011686
labrus_bergylta ENSLBEG00000026037
mola_mola ENSMMOG00000016158
mastacembelus_armatus ENSMAMG00000015157
monopterus_albus ENSMALG00000007605
anabas_testudineus ENSATEG00000023530
seriola_lalandi_dorsalis ENSSLDG00000015250
seriola_dumerili ENSSDUG00000007319
scophthalmus_maximus ENSSMAG00000015418
cynoglossus_semilaevis ENSCSEG00000002962
maylandia_zebra ENSMZEG00005016081
haplochromis_burtoni ENSHBUG00000004591
astatotilapia_calliptera ENSACLG00000020427
pundamilia_nyererei ENSPNYG00000004092
neolamprologus_brichardi ENSNBRG00000003317
oreochromis_niloticus ENSONIG00000006431
amphilophus_citrinellus ENSACIG00000007549
fundulus_heteroclitus ENSFHEG00000022149
cyprinodon_variegatus ENSCVAG00000008992
xiphophorus_maculatus ENSXMAG00000016545
xiphophorus_couchianus ENSXCOG00000019501
gambusia_affinis ENSGAFG00000012775
poecilia_mexicana ENSPMEG00000006499
poecilia_formosa ENSPFOG00000005237
poecilia_latipinna ENSPLAG00000017159
poecilia_reticulata ENSPREG00000017435
kryptolebias_marmoratus ENSKMAG00000001221
oryzias_latipes ENSORLG00000010551
oryzias_latipes ENSORLG00020008732
oryzias_latipes_asm223469v1 ENSORLG00015014702
oryzias_melastigma ENSOMEG00000009257
amphiprion_ocellaris ENSAOCG00000022040
amphiprion_percula ENSAPEG00000007716
acanthochromis_polyacanthus ENSAPOG00000016211
stegastes_partitus ENSSPAG00000019126
takifugu_rubripes ENSTRUG00000014504
tetraodon_nigroviridis ENSTNIG00000008064
hippocampus_comes ENSHCOG00000014536
periophthalmus_magnuspinnatus ENSPMGG00000007810
gadus_morhua ENSGMOG00000006058
esox_lucius ENSELUG00000013390
pygocentrus_nattereri ENSPNAG00000017912
astyanax_mexicanus ENSAMXG00000042984
ictalurus_punctatus ENSIPUG00000000148
danio_rerio ENSDARG00000021855
paramormyrops_kingsleyae ENSPKIG00000010903
scleropages_formosus ENSSFOG00015022161
anas_platyrhynchos_platyrhynchos ENSAPLG00000013397
anser_brachyrhynchus ENSABRG00000006945
calidris_pygmaea ENSCPGG00000013850
calidris_pugnax ENSCPUG00000008410
meleagris_gallopavo ENSMGAG00000000943
coturnix_japonica ENSCJPG00005015188
gallus_gallus ENSGALG00000000751
numida_meleagris ENSNMEG00000007137
lonchura_striata_domestica ENSLSDG00000011973
taeniopygia_guttata ENSTGUG00000004647
serinus_canaria ENSSCAG00000011985
junco_hyemalis ENSJHYG00000008880
zonotrichia_albicollis ENSZALG00000008201
parus_major ENSPMJG00000002875
cyanistes_caeruleus ENSCCEG00000012328
manacus_vitellinus ENSMVIG00005009941
lepidothrix_coronata ENSLCOG00000013461
melopsittacus_undulatus ENSMUNG00000007401
apteryx_haastii ENSAHAG00000002305
apteryx_owenii ENSAOWG00000002851
apteryx_rowi ENSARWG00000012823
dromaius_novaehollandiae ENSDNVG00000009353
nothoprocta_perdicaria ENSNPEG00000002344
crocodylus_porosus ENSCPRG00005005374
gopherus_agassizii ENSGAGG00000011404
chelonoidis_abingdonii ENSCABG00000007049
chrysemys_picta_bellii ENSCPBG00000008682
pelodiscus_sinensis ENSPSIG00000008480
pogona_vitticeps ENSPVIG00000020630
anolis_carolinensis ENSACAG00000011254
salvator_merianae ENSSMRG00000021235
sphenodon_punctatus ENSSPUG00000002948
ursus_americanus ENSUAMG00000026728
ursus_americanus ENSUAMG00000026727
ovis_aries ENSOARG00000020870
capra_hircus ENSCHIG00000012451
bos_mutus ENSBMUG00000023892
bos_taurus ENSBTAG00000021037
bison_bison_bison ENSBBBG00000024242
tursiops_truncatus ENSTTRG00000007388
vicugna_pacos ENSVPAG00000005439
sus_scrofa ENSSSCG00000006646
myotis_lucifugus ENSMLUG00000003502
equus_caballus ENSECAG00000009602
equus_asinus_asinus ENSEASG00005002052
pteropus_vampyrus ENSPVAG00000004354
ailuropoda_melanoleuca ENSAMEG00000001200
ursus_maritimus ENSUMAG00000003392
mustela_putorius_furo ENSMPUG00000004365
neovison_vison ENSNVIG00000016210
canis_lupus_dingo ENSCAFG00020014304
canis_lupus_familiaris ENSCAFG00000012149
vulpes_vulpes ENSVVUG00000011582
panthera_pardus ENSPPRG00000007894
panthera_tigris_altaica ENSPTIG00000006152
felis_catus ENSFCAG00000003644
erinaceus_europaeus ENSEEUG00000007500
sorex_araneus ENSSARG00000005490
dasypus_novemcinctus ENSDNOG00000005093
pan_troglodytes ENSPTRG00000001266
pan_paniscus ENSPPAG00000040647
homo_sapiens ENSG00000143437
gorilla_gorilla ENSGGOG00000015383
pongo_abelii ENSPPYG00000000888
nomascus_leucogenys ENSNLEG00000009971
piliocolobus_tephrosceles ENSPTEG00000030519
colobus_angolensis_palliatus ENSCANG00000014686
rhinopithecus_bieti ENSRBIG00000043770
rhinopithecus_roxellana ENSRROG00000032414
macaca_mulatta ENSMMUG00000000541
macaca_fascicularis ENSMFAG00000038379
macaca_nemestrina ENSMNEG00000044100
papio_anubis ENSPANG00000016773
cercocebus_atys ENSCATG00000041677
theropithecus_gelada ENSTGEG00000014444
chlorocebus_sabaeus ENSCSAG00000018038
mandrillus_leucophaeus ENSMLEG00000043783
callithrix_jacchus ENSCJAG00000006839
cebus_capucinus ENSCCAG00000029182
saimiri_boliviensis_boliviensis ENSSBOG00000025839
aotus_nancymaae ENSANAG00000021110
carlito_syrichta ENSTSYG00000006074
propithecus_coquereli ENSPCOG00000028373
microcebus_murinus ENSMICG00000005872
prolemur_simus ENSPSMG00000021753
otolemur_garnettii ENSOGAG00000004523
tupaia_belangeri ENSTBEG00000004928
castor_canadensis ENSCCNG00000012464
dipodomys_ordii ENSDORG00000023883
cricetulus_griseus_chok1gshd ENSCGRG00001020065
cricetulus_griseus_crigri ENSCGRG00000007870
cricetulus_griseus_crigri-picr ENSCGRG00015022600
mesocricetus_auratus ENSMAUG00000009522
peromyscus_maniculatus_bairdii ENSPEMG00000029682
microtus_ochrogaster ENSMOCG00000001627
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0026287
mus_spicilegus ENSMSIG00000005683
mus_musculus ENSMUSG00000015522
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0025343
mus_pahari MGP_PahariEiJ_G0026787
rattus_norvegicus ENSRNOG00000031174
meriones_unguiculatus ENSMUGG00000005214
nannospalax_galili ENSNGAG00000016557
jaculus_jaculus ENSJJAG00000015592
ictidomys_tridecemlineatus ENSSTOG00000013876
spermophilus_dauricus ENSSDAG00000022538
urocitellus_parryii ENSUPAG00010002789
marmota_marmota_marmota ENSMMMG00000019205
cavia_porcellus ENSCPOG00000014578
cavia_aperea ENSCAPG00000008672
chinchilla_lanigera ENSCLAG00000000889
heterocephalus_glaber_female ENSHGLG00000005864
heterocephalus_glaber_male ENSHGLG00100008263
fukomys_damarensis ENSFDAG00000021480
octodon_degus ENSODEG00000011559
ochotona_princeps ENSOPRG00000010374
ursus_americanus ENSUAMG00000010372
oryctolagus_cuniculus ENSOCUG00000013582
choloepus_hoffmanni ENSCHOG00000010045
echinops_telfairi ENSETEG00000001280
procavia_capensis ENSPCAG00000008485
loxodonta_africana ENSLAFG00000011282
phascolarctos_cinereus ENSPCIG00000008925
notamacropus_eugenii ENSMEUG00000003050
sarcophilus_harrisii ENSSHAG00000012227
monodelphis_domestica ENSMODG00000018814
ornithorhynchus_anatinus ENSOANG00000004580
notechis_scutatus ENSNSUG00000002376
xenopus_tropicalis ENSXETG00000008942
latimeria_chalumnae ENSLACG00000013911
eptatretus_burgeri ENSEBUG00000006087
eptatretus_burgeri ENSEBUG00000014190
petromyzon_marinus ENSPMAG00000005395
lepisosteus_oculatus ENSLOCG00000006585
eptatretus_burgeri ENSEBUG00000012206
