coturnix_japonica ENSCJPG00005015587
gallus_gallus ENSGALG00000008525
numida_meleagris ENSNMEG00000013752
anser_brachyrhynchus ENSABRG00000002156
anas_platyrhynchos ENSAPLG00000012148
calidris_pygmaea ENSCPGG00000015012
lonchura_striata ENSLSDG00000015903
taeniopygia_guttata ENSTGUG00000004985
parus_major ENSPMJG00000003511
ficedula_albicollis ENSFALG00000000792
junco_hyemalis ENSJHYG00000010823
lepidothrix_coronata ENSLCOG00000011864
meleagris_gallopavo ENSMGAG00000003608
apteryx_owenii ENSAOWG00000012036
apteryx_haastii ENSAHAG00000009120
dromaius_novaehollandiae ENSDNVG00000014590
manacus_vitellinus ENSMVIG00005013699
cyanistes_caeruleus ENSCCEG00000008147
serinus_canaria ENSSCAG00000014468
zonotrichia_albicollis ENSZALG00000017432
calidris_pugnax ENSCPUG00000003948
apteryx_rowi ENSARWG00000009701
nothoprocta_perdicaria ENSNPEG00000003643
crocodylus_porosus ENSCPRG00005011125
gopherus_agassizii ENSGAGG00000001188
chelonoidis_abingdonii ENSCABG00000021565
chrysemys_picta ENSCPBG00000017703
pelodiscus_sinensis ENSPSIG00000003644
anolis_carolinensis ENSACAG00000014187
pogona_vitticeps ENSPVIG00000009636
notechis_scutatus ENSNSUG00000016210
salvator_merianae ENSSMRG00000014914
sphenodon_punctatus ENSSPUG00000013903
phascolarctos_cinereus ENSPCIG00000025187
vombatus_ursinus ENSVURG00010016096
notamacropus_eugenii ENSMEUG00000003640
sarcophilus_harrisii ENSSHAG00000017466
monodelphis_domestica ENSMODG00000006439
castor_canadensis ENSCCNG00000026128
dipodomys_ordii ENSDORG00000007179
mus_spretus MGP_SPRETEiJ_G0025349
mus_spicilegus ENSMSIG00000001029
mus_musculus ENSMUSG00000032046
mus_caroli MGP_CAROLIEiJ_G0024429
mus_pahari MGP_PahariEiJ_G0025872
rattus_norvegicus ENSRNOG00000036934
meriones_unguiculatus ENSMUGG00000016794
meriones_unguiculatus ENSMUGG00000016829
cricetulus_griseus ENSCGRG00001013771
cricetulus_griseus ENSCGRG00000002358
cricetulus_griseus ENSCGRG00015004920
mesocricetus_auratus ENSMAUG00000008947
microtus_ochrogaster ENSMOCG00000003134
peromyscus_maniculatus ENSPEMG00000023436
nannospalax_galili ENSNGAG00000004034
jaculus_jaculus ENSJJAG00000021468
spermophilus_dauricus ENSSDAG00000003940
ictidomys_tridecemlineatus ENSSTOG00000014396
marmota_marmota ENSMMMG00000021545
urocitellus_parryii ENSUPAG00010010127
octodon_degus ENSODEG00000013149
chinchilla_lanigera ENSCLAG00000010950
heterocephalus_glaber ENSHGLG00000000163
heterocephalus_glaber ENSHGLG00100013502
fukomys_damarensis ENSFDAG00000004693
cavia_porcellus ENSCPOG00000004078
cavia_aperea ENSCAPG00000016208
propithecus_coquereli ENSPCOG00000022073
microcebus_murinus ENSMICG00000005779
prolemur_simus ENSPSMG00000009630
otolemur_garnettii ENSOGAG00000008501
theropithecus_gelada ENSTGEG00000020801
papio_anubis ENSPANG00000001312
cercocebus_atys ENSCATG00000033998
macaca_mulatta ENSMMUG00000009201
macaca_nemestrina ENSMNEG00000038825
piliocolobus_tephrosceles ENSPTEG00000030108
pongo_abelii ENSPPYG00000010786
aotus_nancymaae ENSANAG00000034290
callithrix_jacchus ENSCJAG00000011654
pan_troglodytes ENSPTRG00000013340
pan_paniscus ENSPPAG00000038923
homo_sapiens ENSG00000100997
gorilla_gorilla ENSGGOG00000014299
nomascus_leucogenys ENSNLEG00000015658
macaca_fascicularis ENSMFAG00000002681
mandrillus_leucophaeus ENSMLEG00000032125
rhinopithecus_bieti ENSRBIG00000033301
rhinopithecus_roxellana ENSRROG00000045624
colobus_angolensis ENSCANG00000034877
cebus_capucinus ENSCCAG00000019845
saimiri_boliviensis ENSSBOG00000022490
bos_taurus ENSBTAG00000001420
bos_indicus ENSBIXG00000018872
bos_mutus ENSBMUG00000006947
bison_bison ENSBBBG00000022329
bos_indicus ENSBIXG00005011264
ovis_aries ENSOARG00000007550
capra_hircus ENSCHIG00000021501
tursiops_truncatus ENSTTRG00000001636
sus_scrofa ENSSSCG00000040449
equus_caballus ENSECAG00000005769
equus_asinus ENSEASG00005003318
mustela_putorius ENSMPUG00000015759
neovison_vison ENSNVIG00000007953
ailuropoda_melanoleuca ENSAMEG00000003400
canis_lupus ENSCAFG00020005810
vulpes_vulpes ENSVVUG00000022271
canis_lupus ENSCAFG00000004389
panthera_pardus ENSPPRG00000002701
panthera_tigris ENSPTIG00000016315
felis_catus ENSFCAG00000008419
myotis_lucifugus ENSMLUG00000009465
pteropus_vampyrus ENSPVAG00000014394
oryctolagus_cuniculus ENSOCUG00000002798
tupaia_belangeri ENSTBEG00000011947
ochotona_princeps ENSOPRG00000008411
sorex_araneus ENSSARG00000011266
carlito_syrichta ENSTSYG00000010157
loxodonta_africana ENSLAFG00000002307
procavia_capensis ENSPCAG00000014818
echinops_telfairi ENSETEG00000013415
choloepus_hoffmanni ENSCHOG00000007981
erinaceus_europaeus ENSEEUG00000004158
canis_lupus ENSCAFG00020001731
dasypus_novemcinctus ENSDNOG00000006066
ornithorhynchus_anatinus ENSOANG00000000429
xenopus_tropicalis ENSXETG00000011630
callorhinchus_milii ENSCMIG00000005541
petromyzon_marinus ENSPMAG00000005151
callorhinchus_milii ENSCMIG00000012034
taeniopygia_guttata ENSTGUG00000003417
petromyzon_marinus ENSPMAG00000005303
eptatretus_burgeri ENSEBUG00000007017
