lepidothrix_coronata ENSLCOG00000001928
manacus_vitellinus ENSMVIG00005000081
parus_major ENSPMJG00000009724
cyanistes_caeruleus ENSCCEG00000011796
ficedula_albicollis ENSFALG00000008104
lonchura_striata ENSLSDG00000008068
taeniopygia_guttata ENSTGUG00000003585
serinus_canaria ENSSCAG00000013973
junco_hyemalis ENSJHYG00000003461
zonotrichia_albicollis ENSZALG00000005611
calidris_pygmaea ENSCPGG00000003542
calidris_pugnax ENSCPUG00000017065
melopsittacus_undulatus ENSMUNG00000002281
anser_brachyrhynchus ENSABRG00000010410
anas_platyrhynchos ENSAPLG00000013616
gallus_gallus ENSGALG00000012298
coturnix_japonica ENSCJPG00005006989
meleagris_gallopavo ENSMGAG00000011287
apteryx_owenii ENSAOWG00000005858
apteryx_haastii ENSAHAG00000014192
apteryx_rowi ENSARWG00000017596
dromaius_novaehollandiae ENSDNVG00000007702
nothoprocta_perdicaria ENSNPEG00000003527
crocodylus_porosus ENSCPRG00005012045
chelonoidis_abingdonii ENSCABG00000019812
gopherus_agassizii ENSGAGG00000022191
chrysemys_picta ENSCPBG00000016425
pelodiscus_sinensis ENSPSIG00000010430
pogona_vitticeps ENSPVIG00000006474
anolis_carolinensis ENSACAG00000012798
notechis_scutatus ENSNSUG00000012628
salvator_merianae ENSSMRG00000013033
sphenodon_punctatus ENSSPUG00000010965
ornithorhynchus_anatinus ENSOANG00000001857
ornithorhynchus_anatinus ENSOANG00000031420
vombatus_ursinus ENSVURG00010021108
phascolarctos_cinereus ENSPCIG00000015790
notamacropus_eugenii ENSMEUG00000002211
sarcophilus_harrisii ENSSHAG00000002551
monodelphis_domestica ENSMODG00000020674
castor_canadensis ENSCCNG00000007060
dipodomys_ordii ENSDORG00000003665
mus_musculus ENSMUSG00000053897
mus_spretus MGP_SPRETEiJ_G0026616
mus_spicilegus ENSMSIG00000025141
mus_caroli MGP_CAROLIEiJ_G0025662
mus_pahari MGP_PahariEiJ_G0027111
rattus_norvegicus ENSRNOG00000012508
meriones_unguiculatus ENSMUGG00000010623
cricetulus_griseus ENSCGRG00001002146
cricetulus_griseus ENSCGRG00015008078
mesocricetus_auratus ENSMAUG00000015194
microtus_ochrogaster ENSMOCG00000021217
peromyscus_maniculatus ENSPEMG00000009754
nannospalax_galili ENSNGAG00000013699
jaculus_jaculus ENSJJAG00000009177
ictidomys_tridecemlineatus ENSSTOG00000024568
marmota_marmota ENSMMMG00000008612
urocitellus_parryii ENSUPAG00010012485
spermophilus_dauricus ENSSDAG00000018043
carlito_syrichta ENSTSYG00000001348
propithecus_coquereli ENSPCOG00000026065
prolemur_simus ENSPSMG00000015155
microcebus_murinus ENSMICG00000006095
otolemur_garnettii ENSOGAG00000008343
pan_troglodytes ENSPTRG00000016318
gorilla_gorilla ENSGGOG00000002889
homo_sapiens ENSG00000138821
papio_anubis ENSPANG00000011207
mandrillus_leucophaeus ENSMLEG00000022871
cercocebus_atys ENSCATG00000039737
theropithecus_gelada ENSTGEG00000026501
macaca_mulatta ENSMMUG00000016880
macaca_nemestrina ENSMNEG00000025853
macaca_fascicularis ENSMFAG00000031938
chlorocebus_sabaeus ENSCSAG00000004052
rhinopithecus_roxellana ENSRROG00000031333
rhinopithecus_bieti ENSRBIG00000034345
colobus_angolensis ENSCANG00000034305
piliocolobus_tephrosceles ENSPTEG00000036335
nomascus_leucogenys ENSNLEG00000013429
pan_paniscus ENSPPAG00000036056
saimiri_boliviensis ENSSBOG00000016854
pongo_abelii ENSPPYG00000014964
callithrix_jacchus ENSCJAG00000015331
cebus_capucinus ENSCCAG00000031885
aotus_nancymaae ENSANAG00000011453
ochotona_princeps ENSOPRG00000003137
oryctolagus_cuniculus ENSOCUG00000004184
capra_hircus ENSCHIG00000007205
ovis_aries ENSOARG00000013238
bos_indicus ENSBIXG00000027186
bos_indicus ENSBIXG00005021930
bos_taurus ENSBTAG00000005668
bos_mutus ENSBMUG00000019695
bison_bison ENSBBBG00000022983
tursiops_truncatus ENSTTRG00000016537
sus_scrofa ENSSSCG00000009169
vicugna_pacos ENSVPAG00000000278
ursus_americanus ENSUAMG00000015581
ursus_maritimus ENSUMAG00000005191
ailuropoda_melanoleuca ENSAMEG00000008820
mustela_putorius ENSMPUG00000009434
neovison_vison ENSNVIG00000004770
canis_lupus ENSCAFG00000010689
canis_lupus ENSCAFG00020003122
vulpes_vulpes ENSVVUG00000009144
panthera_tigris ENSPTIG00000016943
panthera_pardus ENSPPRG00000007552
felis_catus ENSFCAG00000011828
pteropus_vampyrus ENSPVAG00000002719
myotis_lucifugus ENSMLUG00000011736
equus_asinus ENSEASG00005018524
equus_caballus ENSECAG00000025010
tupaia_belangeri ENSTBEG00000010194
dasypus_novemcinctus ENSDNOG00000047899
choloepus_hoffmanni ENSCHOG00000008452
loxodonta_africana ENSLAFG00000002028
echinops_telfairi ENSETEG00000018525
chinchilla_lanigera ENSCLAG00000009861
octodon_degus ENSODEG00000004017
cavia_aperea ENSCAPG00000016863
cavia_porcellus ENSCPOG00000003883
heterocephalus_glaber ENSHGLG00000001703
fukomys_damarensis ENSFDAG00000010020
xenopus_tropicalis ENSXETG00000006587
latimeria_chalumnae ENSLACG00000000898
gambusia_affinis ENSGAFG00000017619
xiphophorus_couchianus ENSXCOG00000004338
cynoglossus_semilaevis ENSCSEG00000010711
cottoperca_gobio ENSCGOG00000005306
gasterosteus_aculeatus ENSGACG00000004978
mola_mola ENSMMOG00000021383
fundulus_heteroclitus ENSFHEG00000011298
cyprinodon_variegatus ENSCVAG00000006458
poecilia_formosa ENSPFOG00000008619
poecilia_latipinna ENSPLAG00000018651
poecilia_mexicana ENSPMEG00000015669
poecilia_reticulata ENSPREG00000007376
xiphophorus_maculatus ENSXMAG00000014536
oryzias_latipes ENSORLG00000018167
oryzias_latipes ENSORLG00020009017
oryzias_latipes ENSORLG00015006351
oryzias_melastigma ENSOMEG00000008299
stegastes_partitus ENSSPAG00000022546
haplochromis_burtoni ENSHBUG00000014186
maylandia_zebra ENSMZEG00005010352
pundamilia_nyererei ENSPNYG00000021028
astatotilapia_calliptera ENSACLG00000027086
neolamprologus_brichardi ENSNBRG00000000610
oreochromis_niloticus ENSONIG00000019574
amphilophus_citrinellus ENSACIG00000011781
seriola_dumerili ENSSDUG00000003482
scophthalmus_maximus ENSSMAG00000008412
mastacembelus_armatus ENSMAMG00000000115
betta_splendens ENSBSLG00000012212
anabas_testudineus ENSATEG00000018981
monopterus_albus ENSMALG00000002126
amphiprion_ocellaris ENSAOCG00000011936
amphiprion_percula ENSAPEG00000005921
acanthochromis_polyacanthus ENSAPOG00000004883
lates_calcarifer ENSLCAG00010012240
seriola_lalandi ENSSLDG00000009554
parambassis_ranga ENSPRNG00000024727
gouania_willdenowi ENSGWIG00000021058
hippocampus_comes ENSHCOG00000011927
tetraodon_nigroviridis ENSTNIG00000010540
takifugu_rubripes ENSTRUG00000017668
labrus_bergylta ENSLBEG00000013279
periophthalmus_magnuspinnatus ENSPMGG00000020134
gadus_morhua ENSGMOG00000013008
esox_lucius ENSELUG00000002030
ictalurus_punctatus ENSIPUG00000008585
electrophorus_electricus ENSEEEG00000017385
astyanax_mexicanus ENSAMXG00000017115
astyanax_mexicanus ENSAMXG00005005333
pygocentrus_nattereri ENSPNAG00000014498
danio_rerio ENSDARG00000056757
clupea_harengus ENSCHAG00000011331
scleropages_formosus ENSSFOG00015003151
