chelonoidis_abingdonii ENSCABG00000022860
gopherus_agassizii ENSGAGG00000005342
chrysemys_picta_bellii ENSCPBG00000020516
pelodiscus_sinensis ENSPSIG00000012269
crocodylus_porosus ENSCPRG00005019084
anolis_carolinensis ENSACAG00000003974
pogona_vitticeps ENSPVIG00000024840
notechis_scutatus ENSNSUG00000003603
salvator_merianae ENSSMRG00000014767
sphenodon_punctatus ENSSPUG00000005948
apteryx_haastii ENSAHAG00000010307
apteryx_owenii ENSAOWG00000012271
apteryx_rowi ENSARWG00000016010
nothoprocta_perdicaria ENSNPEG00000010187
dromaius_novaehollandiae ENSDNVG00000003752
lonchura_striata_domestica ENSLSDG00000002390
taeniopygia_guttata ENSTGUG00000009729
serinus_canaria ENSSCAG00000005867
zonotrichia_albicollis ENSZALG00000006924
junco_hyemalis ENSJHYG00000000222
ficedula_albicollis ENSFALG00000011773
cyanistes_caeruleus ENSCCEG00000000408
parus_major ENSPMJG00000003150
lepidothrix_coronata ENSLCOG00000006573
manacus_vitellinus ENSMVIG00005000198
melopsittacus_undulatus ENSMUNG00000014559
calidris_pugnax ENSCPUG00000000749
calidris_pygmaea ENSCPGG00000005269
gallus_gallus ENSGALG00000011913
meleagris_gallopavo ENSMGAG00000012105
coturnix_japonica ENSCJPG00005009089
numida_meleagris ENSNMEG00000011275
anser_brachyrhynchus ENSABRG00000004946
anas_platyrhynchos_platyrhynchos ENSAPLG00000002801
choloepus_hoffmanni ENSCHOG00000011268
dasypus_novemcinctus ENSDNOG00000032372
loxodonta_africana ENSLAFG00000015724
procavia_capensis ENSPCAG00000000094
echinops_telfairi ENSETEG00000004487
sus_scrofa ENSSSCG00000000040
erinaceus_europaeus ENSEEUG00000011889
pteropus_vampyrus ENSPVAG00000001191
ovis_aries ENSOARG00000018800
capra_hircus ENSCHIG00000016257
bos_mutus ENSBMUG00000016130
bos_taurus ENSBTAG00000013173
bison_bison_bison ENSBBBG00000020899
tursiops_truncatus ENSTTRG00000017358
ursus_maritimus ENSUMAG00000020618
ailuropoda_melanoleuca ENSAMEG00000009380
neovison_vison ENSNVIG00000022271
mustela_putorius_furo ENSMPUG00000016339
canis_lupus_familiaris ENSCAFG00000000995
vulpes_vulpes ENSVVUG00000002589
panthera_tigris_altaica ENSPTIG00000011548
panthera_pardus ENSPPRG00000002117
felis_catus ENSFCAG00000000889
myotis_lucifugus ENSMLUG00000002571
equus_asinus_asinus ENSEASG00005001015
equus_caballus ENSECAG00000023601
tupaia_belangeri ENSTBEG00000000385
pan_paniscus ENSPPAG00000013116
pan_troglodytes ENSPTRG00000014444
homo_sapiens ENSG00000100167
gorilla_gorilla ENSGGOG00000008961
pongo_abelii ENSPPYG00000011886
nomascus_leucogenys ENSNLEG00000015691
macaca_mulatta ENSMMUG00000015139
macaca_nemestrina ENSMNEG00000038786
macaca_fascicularis ENSMFAG00000039306
papio_anubis ENSPANG00000009994
papio_anubis ENSPANG00000009007
theropithecus_gelada ENSTGEG00000006877
mandrillus_leucophaeus ENSMLEG00000037222
cercocebus_atys ENSCATG00000045173
chlorocebus_sabaeus ENSCSAG00000005722
