ursus_maritimus ENSUMAG00000007184
sus_scrofa ENSSSCG00000016868
pan_troglodytes ENSPTRG00000016838
pan_paniscus ENSPPAG00000026282
homo_sapiens ENSG00000177721
gorilla_gorilla ENSGGOG00000040072
pongo_abelii ENSPPYG00000015434
macaca_mulatta ENSMMUG00000019477
macaca_mulatta ENSMMUG00000043112
papio_anubis ENSPANG00000029251
theropithecus_gelada ENSTGEG00000029265
piliocolobus_tephrosceles ENSPTEG00000020519
macaca_mulatta ENSMMUG00000044766
macaca_fascicularis ENSMFAG00000024923
papio_anubis ENSPANG00000016885
chlorocebus_sabaeus ENSCSAG00000018998
callithrix_jacchus ENSCJAG00000001269
tupaia_belangeri ENSTBEG00000014758
tupaia_belangeri ENSTBEG00000015508
tupaia_belangeri ENSTBEG00000013820
tupaia_belangeri ENSTBEG00000004912
tupaia_belangeri ENSTBEG00000003270
tupaia_belangeri ENSTBEG00000004345
loxodonta_africana ENSLAFG00000000549
