vombatus_ursinus ENSVURG00010012124
phascolarctos_cinereus ENSPCIG00000023323
sarcophilus_harrisii ENSSHAG00000001665
monodelphis_domestica ENSMODG00000018680
notamacropus_eugenii ENSMEUG00000014323
pteropus_vampyrus ENSPVAG00000011861
myotis_lucifugus ENSMLUG00000016970
ursus_maritimus ENSUMAG00000008344
ursus_americanus ENSUAMG00000003913
ailuropoda_melanoleuca ENSAMEG00000011927
neovison_vison ENSNVIG00000023689
mustela_putorius ENSMPUG00000016696
canis_lupus ENSCAFG00020003538
canis_lupus ENSCAFG00000004475
vulpes_vulpes ENSVVUG00000010361
panthera_pardus ENSPPRG00000022934
panthera_tigris ENSPTIG00000017357
felis_catus ENSFCAG00000009026
bos_mutus ENSBMUG00000023014
bos_taurus ENSBTAG00000021172
bos_indicus ENSBIXG00005011195
bos_indicus ENSBIXG00000028028
bison_bison ENSBBBG00000022260
capra_hircus ENSCHIG00000008783
ovis_aries ENSOARG00000016097
tursiops_truncatus ENSTTRG00000011578
sus_scrofa ENSSSCG00000035410
vicugna_pacos ENSVPAG00000005855
equus_caballus ENSECAG00000009694
sorex_araneus ENSSARG00000014563
carlito_syrichta ENSTSYG00000004051
erinaceus_europaeus ENSEEUG00000013432
loxodonta_africana ENSLAFG00000013300
echinops_telfairi ENSETEG00000017432
procavia_capensis ENSPCAG00000012760
choloepus_hoffmanni ENSCHOG00000010650
dasypus_novemcinctus ENSDNOG00000008948
prolemur_simus ENSPSMG00000001725
microcebus_murinus ENSMICG00000009948
propithecus_coquereli ENSPCOG00000026661
otolemur_garnettii ENSOGAG00000028228
cebus_capucinus ENSCCAG00000033787
saimiri_boliviensis ENSSBOG00000021948
callithrix_jacchus ENSCJAG00000010560
aotus_nancymaae ENSANAG00000034571
pan_troglodytes ENSPTRG00000012429
pan_paniscus ENSPPAG00000041331
homo_sapiens ENSG00000163166
gorilla_gorilla ENSGGOG00000010404
pongo_abelii ENSPPYG00000012766
nomascus_leucogenys ENSNLEG00000015759
rhinopithecus_bieti ENSRBIG00000031394
colobus_angolensis ENSCANG00000042922
chlorocebus_sabaeus ENSCSAG00000016842
macaca_mulatta ENSMMUG00000002799
rhinopithecus_roxellana ENSRROG00000028692
piliocolobus_tephrosceles ENSPTEG00000022454
theropithecus_gelada ENSTGEG00000028988
mandrillus_leucophaeus ENSMLEG00000029866
papio_anubis ENSPANG00000022871
cercocebus_atys ENSCATG00000033363
macaca_nemestrina ENSMNEG00000030610
macaca_fascicularis ENSMFAG00000016975
tupaia_belangeri ENSTBEG00000004628
chinchilla_lanigera ENSCLAG00000008232
octodon_degus ENSODEG00000006476
cavia_porcellus ENSCPOG00000009405
cavia_aperea ENSCAPG00000011281
fukomys_damarensis ENSFDAG00000009801
urocitellus_parryii ENSUPAG00010006070
marmota_marmota ENSMMMG00000020542
ictidomys_tridecemlineatus ENSSTOG00000028209
spermophilus_dauricus ENSSDAG00000016910
mus_spretus MGP_SPRETEiJ_G0022984
mus_musculus ENSMUSG00000024384
mus_spicilegus ENSMSIG00000031883
mus_caroli MGP_CAROLIEiJ_G0022072
mus_pahari MGP_PahariEiJ_G0018806
rattus_norvegicus ENSRNOG00000014630
meriones_unguiculatus ENSMUGG00000011353
cricetulus_griseus ENSCGRG00001009366
cricetulus_griseus ENSCGRG00015023941
cricetulus_griseus ENSCGRG00000010668
mesocricetus_auratus ENSMAUG00000022095
peromyscus_maniculatus ENSPEMG00000008952
microtus_ochrogaster ENSMOCG00000020733
castor_canadensis ENSCCNG00000008524
oryctolagus_cuniculus ENSOCUG00000004854
ochotona_princeps ENSOPRG00000015112
dipodomys_ordii ENSDORG00000007385
jaculus_jaculus ENSJJAG00000008474
heterocephalus_glaber ENSHGLG00100014832
heterocephalus_glaber ENSHGLG00000004975
equus_asinus ENSEASG00005007152
nannospalax_galili ENSNGAG00000014415
ornithorhynchus_anatinus ENSOANG00000006498
pogona_vitticeps ENSPVIG00000023957
anolis_carolinensis ENSACAG00000005666
salvator_merianae ENSSMRG00000021988
notechis_scutatus ENSNSUG00000012013
sphenodon_punctatus ENSSPUG00000014729
chelonoidis_abingdonii ENSCABG00000019132
gopherus_agassizii ENSGAGG00000001253
chrysemys_picta ENSCPBG00000018237
pelodiscus_sinensis ENSPSIG00000003117
crocodylus_porosus ENSCPRG00005008651
calidris_pygmaea ENSCPGG00000010598
calidris_pugnax ENSCPUG00000018848
junco_hyemalis ENSJHYG00000016440
zonotrichia_albicollis ENSZALG00000011416
serinus_canaria ENSSCAG00000003130
lonchura_striata ENSLSDG00000006137
taeniopygia_guttata ENSTGUG00000007520
parus_major ENSPMJG00000017115
lepidothrix_coronata ENSLCOG00000007620
cyanistes_caeruleus ENSCCEG00000019420
manacus_vitellinus ENSMVIG00005015209
melopsittacus_undulatus ENSMUNG00000014204
coturnix_japonica ENSCJPG00005016256
numida_meleagris ENSNMEG00000016214
gallus_gallus ENSGALG00000001803
anser_brachyrhynchus ENSABRG00000002925
apteryx_haastii ENSAHAG00000016241
dromaius_novaehollandiae ENSDNVG00000018551
nothoprocta_perdicaria ENSNPEG00000013064
meleagris_gallopavo ENSMGAG00000001476
ficedula_albicollis ENSFALG00000013574
apteryx_owenii ENSAOWG00000011620
apteryx_rowi ENSARWG00000002472
ornithorhynchus_anatinus ENSOANG00000030708
xenopus_tropicalis ENSXETG00000002396
latimeria_chalumnae ENSLACG00000015209
gasterosteus_aculeatus ENSGACG00000004866
tetraodon_nigroviridis ENSTNIG00000011223
hippocampus_comes ENSHCOG00000001339
gouania_willdenowi ENSGWIG00000001933
monopterus_albus ENSMALG00000017540
amphiprion_ocellaris ENSAOCG00000020355
amphiprion_percula ENSAPEG00000020316
stegastes_partitus ENSSPAG00000009424
acanthochromis_polyacanthus ENSAPOG00000017153
parambassis_ranga ENSPRNG00000008200
parambassis_ranga ENSPRNG00000008220
haplochromis_burtoni ENSHBUG00000017677
pundamilia_nyererei ENSPNYG00000008367
maylandia_zebra ENSMZEG00005024715
astatotilapia_calliptera ENSACLG00000011845
neolamprologus_brichardi ENSNBRG00000005520
oreochromis_niloticus ENSONIG00000001171
amphilophus_citrinellus ENSACIG00000001130
fundulus_heteroclitus ENSFHEG00000021220
cyprinodon_variegatus ENSCVAG00000012658
cyprinodon_variegatus ENSCVAG00000022725
kryptolebias_marmoratus ENSKMAG00000006071
xiphophorus_maculatus ENSXMAG00000014786
xiphophorus_couchianus ENSXCOG00000013108
gambusia_affinis ENSGAFG00000018630
poecilia_formosa ENSPFOG00000009680
poecilia_mexicana ENSPMEG00000000542
poecilia_latipinna ENSPLAG00000007460
poecilia_reticulata ENSPREG00000007446
seriola_lalandi ENSSLDG00000001129
seriola_dumerili ENSSDUG00000007027
cynoglossus_semilaevis ENSCSEG00000015437
anabas_testudineus ENSATEG00000001632
betta_splendens ENSBSLG00000010570
oryzias_latipes ENSORLG00015011218
oryzias_latipes ENSORLG00000020380
oryzias_melastigma ENSOMEG00000019102
gouania_willdenowi ENSGWIG00000007857
larimichthys_crocea ENSLCRG00005002464
mola_mola ENSMMOG00000009396
mastacembelus_armatus ENSMAMG00000019510
gadus_morhua ENSGMOG00000016841
hucho_hucho ENSHHUG00000042411
hucho_hucho ENSHHUG00000032491
esox_lucius ENSELUG00000007529
clupea_harengus ENSCHAG00000024200
danio_rerio ENSDARG00000087950
pygocentrus_nattereri ENSPNAG00000006726
astyanax_mexicanus ENSAMXG00000008615
electrophorus_electricus ENSEEEG00000023885
scleropages_formosus ENSSFOG00015016831
paramormyrops_kingsleyae ENSPKIG00000020922
lepisosteus_oculatus ENSLOCG00000009046
ictalurus_punctatus ENSIPUG00000001268
erpetoichthys_calabaricus ENSECRG00000008035
callorhinchus_milii ENSCMIG00000010599
petromyzon_marinus ENSPMAG00000008232
eptatretus_burgeri ENSEBUG00000011706
