anas_platyrhynchos_platyrhynchos ENSAPLG00000002073
anser_brachyrhynchus ENSABRG00000008791
gallus_gallus ENSGALG00000040270
meleagris_gallopavo ENSMGAG00000001108
coturnix_japonica ENSCJPG00005015276
numida_meleagris ENSNMEG00000007237
calidris_pygmaea ENSCPGG00000001152
calidris_pugnax ENSCPUG00000011451
melopsittacus_undulatus ENSMUNG00000003681
apteryx_haastii ENSAHAG00000007129
apteryx_owenii ENSAOWG00000010809
apteryx_rowi ENSARWG00000004736
dromaius_novaehollandiae ENSDNVG00000001915
nothoprocta_perdicaria ENSNPEG00000001697
crocodylus_porosus ENSCPRG00005008064
chelonoidis_abingdonii ENSCABG00000010481
gopherus_agassizii ENSGAGG00000005643
chrysemys_picta_bellii ENSCPBG00000008978
pelodiscus_sinensis ENSPSIG00000018021
sphenodon_punctatus ENSSPUG00000000413
pogona_vitticeps ENSPVIG00000020589
anolis_carolinensis ENSACAG00000015028
notechis_scutatus ENSNSUG00000004816
salvator_merianae ENSSMRG00000010095
junco_hyemalis ENSJHYG00000002822
parus_major ENSPMJG00000003097
ficedula_albicollis ENSFALG00000010963
lepidothrix_coronata ENSLCOG00000002859
serinus_canaria ENSSCAG00000006335
lonchura_striata_domestica ENSLSDG00000012410
meleagris_gallopavo ENSMGAG00000008301
dasypus_novemcinctus ENSDNOG00000046703
choloepus_hoffmanni ENSCHOG00000002042
loxodonta_africana ENSLAFG00000030899
procavia_capensis ENSPCAG00000010893
pan_troglodytes ENSPTRG00000001284
pan_paniscus ENSPPAG00000027876
homo_sapiens ENSG00000143373
gorilla_gorilla ENSGGOG00000015144
pongo_abelii ENSPPYG00000000869
nomascus_leucogenys ENSNLEG00000010154
piliocolobus_tephrosceles ENSPTEG00000029104
colobus_angolensis_palliatus ENSCANG00000037537
rhinopithecus_roxellana ENSRROG00000037226
rhinopithecus_bieti ENSRBIG00000028192
cercocebus_atys ENSCATG00000000360
mandrillus_leucophaeus ENSMLEG00000024831
theropithecus_gelada ENSTGEG00000015912
papio_anubis ENSPANG00000003115
macaca_mulatta ENSMMUG00000013166
macaca_fascicularis ENSMFAG00000034438
macaca_nemestrina ENSMNEG00000034210
chlorocebus_sabaeus ENSCSAG00000001797
cebus_capucinus ENSCCAG00000036501
saimiri_boliviensis_boliviensis ENSSBOG00000036275
callithrix_jacchus ENSCJAG00000033395
aotus_nancymaae ENSANAG00000025948
carlito_syrichta ENSTSYG00000033410
microcebus_murinus ENSMICG00000016128
propithecus_coquereli ENSPCOG00000024950
prolemur_simus ENSPSMG00000013818
otolemur_garnettii ENSOGAG00000032200
chinchilla_lanigera ENSCLAG00000000787
octodon_degus ENSODEG00000010274
cavia_aperea ENSCAPG00000017697
cavia_porcellus ENSCPOG00000010631
