ursus_americanus ENSUAMG00000017896
ursus_maritimus ENSUMAG00000003059
neovison_vison ENSNVIG00000009273
neovison_vison ENSNVIG00000010762
canis_lupus_dingo ENSCAFG00020009255
vulpes_vulpes ENSVVUG00000000260
felis_catus ENSFCAG00000033689
felis_catus ENSFCAG00000043056
equus_caballus ENSECAG00000033183
spermophilus_dauricus ENSSDAG00000017253
spermophilus_dauricus ENSSDAG00000017256
urocitellus_parryii ENSUPAG00010011822
castor_canadensis ENSCCNG00000002930
meriones_unguiculatus ENSMUGG00000005742
meriones_unguiculatus ENSMUGG00000001953
mus_spicilegus ENSMSIG00000008800
peromyscus_maniculatus_bairdii ENSPEMG00000026488
peromyscus_maniculatus_bairdii ENSPEMG00000009868
peromyscus_maniculatus_bairdii ENSPEMG00000026582
cricetulus_griseus_crigri-picr ENSCGRG00015021286
bison_bison_bison ENSBBBG00000011871
ursus_maritimus ENSUMAG00000024103
cebus_capucinus ENSCCAG00000026495
cebus_capucinus ENSCCAG00000024445
theropithecus_gelada ENSTGEG00000023643
nomascus_leucogenys ENSNLEG00000031718
rhinopithecus_bieti ENSRBIG00000040974
saimiri_boliviensis_boliviensis ENSSBOG00000026004
marmota_marmota_marmota ENSMMMG00000011040
urocitellus_parryii ENSUPAG00010001260
spermophilus_dauricus ENSSDAG00000020954
salvator_merianae ENSSMRG00000016710
