anas_platyrhynchos_platyrhynchos ENSAPLG00000017460
gallus_gallus ENSGALG00000034918
calidris_pygmaea ENSCPGG00000000105
calidris_pugnax ENSCPUG00000015633
lonchura_striata_domestica ENSLSDG00000011149
apteryx_rowi ENSARWG00000009836
coturnix_japonica ENSCJPG00005011611
numida_meleagris ENSNMEG00000003917
parus_major ENSPMJG00000011719
serinus_canaria ENSSCAG00000011890
apteryx_owenii ENSAOWG00000019183
crocodylus_porosus ENSCPRG00005015753
chelonoidis_abingdonii ENSCABG00000016271
gopherus_agassizii ENSGAGG00000001509
chrysemys_picta_bellii ENSCPBG00000012912
sphenodon_punctatus ENSSPUG00000010329
sarcophilus_harrisii ENSSHAG00000007133
phascolarctos_cinereus ENSPCIG00000016153
xenopus_tropicalis ENSXETG00000023201
latimeria_chalumnae ENSLACG00000007836
scleropages_formosus ENSSFOG00015003250
paramormyrops_kingsleyae ENSPKIG00000017606
fundulus_heteroclitus ENSFHEG00000001855
cyprinodon_variegatus ENSCVAG00000016866
xiphophorus_maculatus ENSXMAG00000024002
xiphophorus_couchianus ENSXCOG00000009762
poecilia_mexicana ENSPMEG00000000638
poecilia_formosa ENSPFOG00000002562
poecilia_latipinna ENSPLAG00000023133
poecilia_reticulata ENSPREG00000009294
gambusia_affinis ENSGAFG00000001794
kryptolebias_marmoratus ENSKMAG00000002873
periophthalmus_magnuspinnatus ENSPMGG00000014819
gasterosteus_aculeatus ENSGACG00000012492
stegastes_partitus ENSSPAG00000016596
acanthochromis_polyacanthus ENSAPOG00000000881
acanthochromis_polyacanthus ENSAPOG00000000369
amphiprion_ocellaris ENSAOCG00000009582
amphiprion_percula ENSAPEG00000006413
astatotilapia_calliptera ENSACLG00000022688
maylandia_zebra ENSMZEG00005006052
pundamilia_nyererei ENSPNYG00000016277
haplochromis_burtoni ENSHBUG00000005149
neolamprologus_brichardi ENSNBRG00000010464
oreochromis_niloticus ENSONIG00000004751
amphilophus_citrinellus ENSACIG00000014043
monopterus_albus ENSMALG00000011138
mastacembelus_armatus ENSMAMG00000000302
anabas_testudineus ENSATEG00000001880
seriola_lalandi_dorsalis ENSSLDG00000018228
seriola_dumerili ENSSDUG00000005861
scophthalmus_maximus ENSSMAG00000010440
mola_mola ENSMMOG00000000322
takifugu_rubripes ENSTRUG00000024133
labrus_bergylta ENSLBEG00000018861
cynoglossus_semilaevis ENSCSEG00000005583
oryzias_latipes ENSORLG00000024616
oryzias_latipes ENSORLG00020004060
oryzias_latipes_asm223469v1 ENSORLG00015022355
oryzias_melastigma ENSOMEG00000004895
hippocampus_comes ENSHCOG00000013090
esox_lucius ENSELUG00000017613
pygocentrus_nattereri ENSPNAG00000010035
pygocentrus_nattereri ENSPNAG00000009845
astyanax_mexicanus ENSAMXG00000041343
ictalurus_punctatus ENSIPUG00000015863
danio_rerio ENSDARG00000073867
lepisosteus_oculatus ENSLOCG00000005666
eptatretus_burgeri ENSEBUG00000012093
