tursiops_truncatus ENSTTRG00000000728
pteropus_vampyrus ENSPVAG00000004623
ochotona_princeps ENSOPRG00000013246
echinops_telfairi ENSETEG00000000176
piliocolobus_tephrosceles ENSPTEG00000037992
colobus_angolensis ENSCANG00000035933
rhinopithecus_roxellana ENSRROG00000045570
rhinopithecus_bieti ENSRBIG00000027223
macaca_fascicularis ENSMFAG00000035347
macaca_nemestrina ENSMNEG00000030770
macaca_mulatta ENSMMUG00000018058
mandrillus_leucophaeus ENSMLEG00000034812
chlorocebus_sabaeus ENSCSAG00000008143
cercocebus_atys ENSCATG00000015933
papio_anubis ENSPANG00000018700
theropithecus_gelada ENSTGEG00000022544
pan_troglodytes ENSPTRG00000013937
pan_paniscus ENSPPAG00000027172
gorilla_gorilla ENSGGOG00000014667
homo_sapiens ENSG00000160179
pongo_abelii ENSPPYG00000011448
nomascus_leucogenys ENSNLEG00000028849
cebus_capucinus ENSCCAG00000022414
saimiri_boliviensis ENSSBOG00000021366
callithrix_jacchus ENSCJAG00000033076
aotus_nancymaae ENSANAG00000025567
carlito_syrichta ENSTSYG00000004724
prolemur_simus ENSPSMG00000020310
propithecus_coquereli ENSPCOG00000015593
microcebus_murinus ENSMICG00000015133
otolemur_garnettii ENSOGAG00000012289
dipodomys_ordii ENSDORG00000025745
castor_canadensis ENSCCNG00000027731
mus_spretus MGP_SPRETEiJ_G0022273
mus_spicilegus ENSMSIG00000011546
mus_musculus ENSMUSG00000024030
mus_caroli MGP_CAROLIEiJ_G0021359
mus_pahari MGP_PahariEiJ_G0023678
rattus_norvegicus ENSRNOG00000001158
meriones_unguiculatus ENSMUGG00000018860
cricetulus_griseus ENSCGRG00015023256
cricetulus_griseus ENSCGRG00001020031
cricetulus_griseus ENSCGRG00000006270
mesocricetus_auratus ENSMAUG00000010749
microtus_ochrogaster ENSMOCG00000001093
peromyscus_maniculatus ENSPEMG00000017927
nannospalax_galili ENSNGAG00000023186
jaculus_jaculus ENSJJAG00000011288
heterocephalus_glaber ENSHGLG00000009783
heterocephalus_glaber ENSHGLG00100002376
fukomys_damarensis ENSFDAG00000002408
chinchilla_lanigera ENSCLAG00000013116
octodon_degus ENSODEG00000012323
cavia_porcellus ENSCPOG00000015194
cavia_aperea ENSCAPG00000006435
urocitellus_parryii ENSUPAG00010022948
ictidomys_tridecemlineatus ENSSTOG00000027580
spermophilus_dauricus ENSSDAG00000012958
marmota_marmota ENSMMMG00000010456
tupaia_belangeri ENSTBEG00000009629
ursus_americanus ENSUAMG00000025507
ursus_maritimus ENSUMAG00000025548
ailuropoda_melanoleuca ENSAMEG00000002038
neovison_vison ENSNVIG00000005652
mustela_putorius ENSMPUG00000009157
canis_lupus ENSCAFG00020016625
canis_lupus ENSCAFG00000010285
vulpes_vulpes ENSVVUG00000016638
panthera_pardus ENSPPRG00000007893
panthera_tigris ENSPTIG00000010944
felis_catus ENSFCAG00000012701
capra_hircus ENSCHIG00000007254
ovis_aries ENSOARG00000010625
bos_taurus ENSBTAG00000021272
bos_indicus ENSBIXG00000005727
bos_indicus ENSBIXG00005021948
bos_mutus ENSBMUG00000019411
bison_bison ENSBBBG00000003152
sus_scrofa ENSSSCG00000027745
equus_asinus ENSEASG00005003849
