ursus_americanus ENSUAMG00000020813
ailuropoda_melanoleuca ENSAMEG00000009061
neovison_vison ENSNVIG00000000466
mustela_putorius_furo ENSMPUG00000011709
canis_lupus_familiaris ENSCAFG00000023201
canis_lupus_dingo ENSCAFG00020022384
vulpes_vulpes ENSVVUG00000026842
panthera_pardus ENSPPRG00000002798
panthera_tigris_altaica ENSPTIG00000000134
felis_catus ENSFCAG00000035015
capra_hircus ENSCHIG00000024325
ovis_aries ENSOARG00000006162
bos_taurus ENSBTAG00000018198
bos_mutus ENSBMUG00000007976
bison_bison_bison ENSBBBG00000003495
sus_scrofa ENSSSCG00000011436
equus_asinus_asinus ENSEASG00005012911
equus_caballus ENSECAG00000014294
erinaceus_europaeus ENSEEUG00000014479
sorex_araneus ENSSARG00000002691
pteropus_vampyrus ENSPVAG00000012482
myotis_lucifugus ENSMLUG00000015097
homo_sapiens ENSG00000239732
homo_sapiens ENSG00000173366
pan_paniscus ENSPPAG00000018063
pan_troglodytes ENSPTRG00000014992
gorilla_gorilla ENSGGOG00000015810
nomascus_leucogenys ENSNLEG00000007091
piliocolobus_tephrosceles ENSPTEG00000038810
colobus_angolensis_palliatus ENSCANG00000038948
rhinopithecus_bieti ENSRBIG00000038584
rhinopithecus_roxellana ENSRROG00000042143
theropithecus_gelada ENSTGEG00000002410
papio_anubis ENSPANG00000015420
cercocebus_atys ENSCATG00000042563
mandrillus_leucophaeus ENSMLEG00000006731
macaca_fascicularis ENSMFAG00000036170
macaca_mulatta ENSMMUG00000012263
macaca_nemestrina ENSMNEG00000045276
chlorocebus_sabaeus ENSCSAG00000013839
cebus_capucinus ENSCCAG00000026080
saimiri_boliviensis_boliviensis ENSSBOG00000030530
callithrix_jacchus ENSCJAG00000006069
aotus_nancymaae ENSANAG00000028901
carlito_syrichta ENSTSYG00000032081
propithecus_coquereli ENSPCOG00000014709
prolemur_simus ENSPSMG00000006301
microcebus_murinus ENSMICG00000002716
otolemur_garnettii ENSOGAG00000016022
mus_spicilegus ENSMSIG00000011095
mus_musculus ENSMUSG00000045322
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0033761
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0032615
mus_pahari MGP_PahariEiJ_G0015483
rattus_norvegicus ENSRNOG00000048161
meriones_unguiculatus ENSMUGG00000017697
cricetulus_griseus_chok1gshd ENSCGRG00001006017
cricetulus_griseus_crigri ENSCGRG00000015755
cricetulus_griseus_crigri-picr ENSCGRG00015009272
mesocricetus_auratus ENSMAUG00000017446
microtus_ochrogaster ENSMOCG00000016071
peromyscus_maniculatus_bairdii ENSPEMG00000016808
nannospalax_galili ENSNGAG00000001964
jaculus_jaculus ENSJJAG00000016253
ictidomys_tridecemlineatus ENSSTOG00000021472
urocitellus_parryii ENSUPAG00010022416
marmota_marmota_marmota ENSMMMG00000001186
castor_canadensis ENSCCNG00000002851
dipodomys_ordii ENSDORG00000012819
cavia_porcellus ENSCPOG00000034913
cavia_aperea ENSCAPG00000012394
octodon_degus ENSODEG00000018236
chinchilla_lanigera ENSCLAG00000010935
fukomys_damarensis ENSFDAG00000004701
loxodonta_africana ENSLAFG00000002993
dasypus_novemcinctus ENSDNOG00000040422
sarcophilus_harrisii ENSSHAG00000004018
ornithorhynchus_anatinus ENSOANG00000014852
