ursus_americanus ENSUAMG00000025079
ursus_maritimus ENSUMAG00000013381
neovison_vison ENSNVIG00000002272
vulpes_vulpes ENSVVUG00000018706
panthera_tigris_altaica ENSPTIG00000020983
equus_asinus_asinus ENSEASG00005005535
spermophilus_dauricus ENSSDAG00000005874
urocitellus_parryii ENSUPAG00010020702
spermophilus_dauricus ENSSDAG00000007845
equus_caballus ENSECAG00000037195
equus_asinus_asinus ENSEASG00005012443
neovison_vison ENSNVIG00000013749
prolemur_simus ENSPSMG00000019101
nothoprocta_perdicaria ENSNPEG00000014479
