ursus_americanus ENSUAMG00000020429
ursus_maritimus ENSUMAG00000020693
ailuropoda_melanoleuca ENSAMEG00000018441
neovison_vison ENSNVIG00000023854
mustela_putorius ENSMPUG00000009214
canis_lupus ENSCAFG00020022053
canis_lupus ENSCAFG00000019451
vulpes_vulpes ENSVVUG00000029580
panthera_pardus ENSPPRG00000005619
panthera_tigris ENSPTIG00000019193
felis_catus ENSFCAG00000011392
equus_caballus ENSECAG00000021992
equus_asinus ENSEASG00005019179
capra_hircus ENSCHIG00000006118
ovis_aries ENSOARG00000005493
bos_taurus ENSBTAG00000020127
bos_mutus ENSBMUG00000014713
bos_indicus ENSBIXG00005013244
sus_scrofa ENSSSCG00000029443
tursiops_truncatus ENSTTRG00000013914
vicugna_pacos ENSVPAG00000009701
pteropus_vampyrus ENSPVAG00000017087
myotis_lucifugus ENSMLUG00000014306
sorex_araneus ENSSARG00000012234
microcebus_murinus ENSMICG00000035660
propithecus_coquereli ENSPCOG00000023105
prolemur_simus ENSPSMG00000022591
otolemur_garnettii ENSOGAG00000000901
mus_spicilegus ENSMSIG00000014148
mus_spretus MGP_SPRETEiJ_G0034328
mus_musculus ENSMUSG00000031397
mus_caroli MGP_CAROLIEiJ_G0033173
rattus_norvegicus ENSRNOG00000055557
meriones_unguiculatus ENSMUGG00000008211
mus_pahari MGP_PahariEiJ_G0031716
peromyscus_maniculatus ENSPEMG00000012644
jaculus_jaculus ENSJJAG00000010328
chinchilla_lanigera ENSCLAG00000001825
octodon_degus ENSODEG00000004431
cavia_aperea ENSCAPG00000011183
cavia_porcellus ENSCPOG00000011767
fukomys_damarensis ENSFDAG00000004361
ictidomys_tridecemlineatus ENSSTOG00000005014
marmota_marmota ENSMMMG00000010036
urocitellus_parryii ENSUPAG00010010904
spermophilus_dauricus ENSSDAG00000007292
dipodomys_ordii ENSDORG00000013785
spermophilus_dauricus ENSSDAG00000018370
cebus_capucinus ENSCCAG00000027630
saimiri_boliviensis ENSSBOG00000020176
callithrix_jacchus ENSCJAG00000014368
aotus_nancymaae ENSANAG00000030105
gorilla_gorilla ENSGGOG00000004191
homo_sapiens ENSG00000007350
pan_paniscus ENSPPAG00000027923
pan_troglodytes ENSPTRG00000022429
pongo_abelii ENSPPYG00000020870
nomascus_leucogenys ENSNLEG00000013813
macaca_fascicularis ENSMFAG00000031072
macaca_nemestrina ENSMNEG00000045070
macaca_mulatta ENSMMUG00000013667
cercocebus_atys ENSCATG00000033495
mandrillus_leucophaeus ENSMLEG00000031544
theropithecus_gelada ENSTGEG00000012013
papio_anubis ENSPANG00000011938
chlorocebus_sabaeus ENSCSAG00000006779
rhinopithecus_roxellana ENSRROG00000040219
rhinopithecus_bieti ENSRBIG00000034298
colobus_angolensis ENSCANG00000028287
cebus_capucinus ENSCCAG00000034334
piliocolobus_tephrosceles ENSPTEG00000020549
carlito_syrichta ENSTSYG00000014420
tupaia_belangeri ENSTBEG00000004068
oryctolagus_cuniculus ENSOCUG00000000883
tupaia_belangeri ENSTBEG00000011020
erinaceus_europaeus ENSEEUG00000000046
sorex_araneus ENSSARG00000007852
procavia_capensis ENSPCAG00000005426
echinops_telfairi ENSETEG00000009828
dasypus_novemcinctus ENSDNOG00000024515
