pan_troglodytes ENSPTRG00000039042
pan_paniscus ENSPPAG00000033641
homo_sapiens ENSG00000254827
gorilla_gorilla ENSGGOG00000043109
pongo_abelii ENSPPYG00000002935
nomascus_leucogenys ENSNLEG00000010948
rhinopithecus_bieti ENSRBIG00000043210
rhinopithecus_roxellana ENSRROG00000043104
colobus_angolensis_palliatus ENSCANG00000032731
macaca_mulatta ENSMMUG00000039484
macaca_fascicularis ENSMFAG00000044137
papio_anubis ENSPANG00000030337
cercocebus_atys ENSCATG00000041796
macaca_nemestrina ENSMNEG00000016035
aotus_nancymaae ENSANAG00000032199
