acanthochromis_polyacanthus ENSAPOG00000023378
amphiprion_percula ENSAPEG00000022145
stegastes_partitus ENSSPAG00000022162
amphilophus_citrinellus ENSACIG00000009711
amphilophus_citrinellus ENSACIG00000007454
xiphophorus_maculatus ENSXMAG00000026114
xiphophorus_maculatus ENSXMAG00000021792
xiphophorus_maculatus ENSXMAG00000029755
xiphophorus_maculatus ENSXMAG00000022668
xiphophorus_maculatus ENSXMAG00000023593
xiphophorus_maculatus ENSXMAG00000024488
xiphophorus_maculatus ENSXMAG00000023260
xiphophorus_maculatus ENSXMAG00000024880
xiphophorus_maculatus ENSXMAG00000027368
xiphophorus_maculatus ENSXMAG00000029394
xiphophorus_maculatus ENSXMAG00000022383
xiphophorus_maculatus ENSXMAG00000024987
xiphophorus_maculatus ENSXMAG00000027748
xiphophorus_maculatus ENSXMAG00000029702
xiphophorus_maculatus ENSXMAG00000022344
xiphophorus_maculatus ENSXMAG00000021499
xiphophorus_maculatus ENSXMAG00000025367
xiphophorus_maculatus ENSXMAG00000023963
xiphophorus_couchianus ENSXCOG00000001942
xiphophorus_couchianus ENSXCOG00000000265
xiphophorus_couchianus ENSXCOG00000008303
scophthalmus_maximus ENSSMAG00000001572
