latimeria_chalumnae ENSLACG00000009814
gopherus_agassizii ENSGAGG00000008644
astyanax_mexicanus ENSAMXG00000030723
pygocentrus_nattereri ENSPNAG00000024681
ictalurus_punctatus ENSIPUG00000013003
esox_lucius ENSELUG00000019047
paramormyrops_kingsleyae ENSPKIG00000023954
scleropages_formosus ENSSFOG00015001848
monopterus_albus ENSMALG00000014228
mastacembelus_armatus ENSMAMG00000011807
anabas_testudineus ENSATEG00000019532
scophthalmus_maximus ENSSMAG00000012446
cynoglossus_semilaevis ENSCSEG00000017332
seriola_dumerili ENSSDUG00000019824
seriola_lalandi_dorsalis ENSSLDG00000006346
fundulus_heteroclitus ENSFHEG00000017774
cyprinodon_variegatus ENSCVAG00000001919
poecilia_latipinna ENSPLAG00000013935
poecilia_mexicana ENSPMEG00000006115
poecilia_reticulata ENSPREG00000012549
xiphophorus_maculatus ENSXMAG00000025932
xiphophorus_couchianus ENSXCOG00000016473
oryzias_latipes ENSORLG00020008259
oryzias_latipes_asm223469v1 ENSORLG00015014085
oryzias_latipes ENSORLG00000015051
oryzias_melastigma ENSOMEG00000008223
maylandia_zebra ENSMZEG00005026762
astatotilapia_calliptera ENSACLG00000013662
pundamilia_nyererei ENSPNYG00000020399
haplochromis_burtoni ENSHBUG00000020689
neolamprologus_brichardi ENSNBRG00000008488
amphilophus_citrinellus ENSACIG00000004515
amphiprion_ocellaris ENSAOCG00000011613
amphiprion_percula ENSAPEG00000024051
acanthochromis_polyacanthus ENSAPOG00000002601
stegastes_partitus ENSSPAG00000005299
mola_mola ENSMMOG00000009878
takifugu_rubripes ENSTRUG00000025307
ciona_intestinalis ENSCING00000004006
ciona_savignyi ENSCSAVG00000011064
