ovis_aries ENSOARG00000019290
capra_hircus ENSCHIG00000016429
bison_bison_bison ENSBBBG00000015381
bos_mutus ENSBMUG00000018721
sus_scrofa ENSSSCG00000036347
sus_scrofa ENSSSCG00000037454
vicugna_pacos ENSVPAG00000009164
equus_caballus ENSECAG00000033463
equus_asinus_asinus ENSEASG00005021040
equus_caballus ENSECAG00000029218
equus_caballus ENSECAG00000032659
equus_caballus ENSECAG00000039951
equus_asinus_asinus ENSEASG00005021062
equus_caballus ENSECAG00000028759
equus_caballus ENSECAG00000031535
equus_asinus_asinus ENSEASG00005021069
ursus_americanus ENSUAMG00000011966
ursus_maritimus ENSUMAG00000003375
ailuropoda_melanoleuca ENSAMEG00000012168
mustela_putorius_furo ENSMPUG00000019418
neovison_vison ENSNVIG00000010730
panthera_tigris_altaica ENSPTIG00000005906
panthera_pardus ENSPPRG00000020642
felis_catus ENSFCAG00000044996
erinaceus_europaeus ENSEEUG00000005706
sorex_araneus ENSSARG00000006680
pteropus_vampyrus ENSPVAG00000006838
myotis_lucifugus ENSMLUG00000012833
peromyscus_maniculatus_bairdii ENSPEMG00000002274
microtus_ochrogaster ENSMOCG00000010522
mus_spicilegus ENSMSIG00000001425
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0024418
mus_musculus ENSMUSG00000075384
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0023498
mus_pahari MGP_PahariEiJ_G0024953
rattus_norvegicus ENSRNOG00000007911
meriones_unguiculatus ENSMUGG00000001799
nannospalax_galili ENSNGAG00000014710
jaculus_jaculus ENSJJAG00000004843
ictidomys_tridecemlineatus ENSSTOG00000020501
urocitellus_parryii ENSUPAG00010012576
marmota_marmota_marmota ENSMMMG00000018574
chinchilla_lanigera ENSCLAG00000017743
octodon_degus ENSODEG00000018798
cavia_porcellus ENSCPOG00000032070
heterocephalus_glaber_male ENSHGLG00100020734
heterocephalus_glaber_female ENSHGLG00000020758
ochotona_princeps ENSOPRG00000015735
oryctolagus_cuniculus ENSOCUG00000011561
prolemur_simus ENSPSMG00000000121
otolemur_garnettii ENSOGAG00000011615
gorilla_gorilla ENSGGOG00000025401
homo_sapiens ENSG00000136834
pongo_abelii ENSPPYG00000019573
nomascus_leucogenys ENSNLEG00000018990
macaca_nemestrina ENSMNEG00000027039
macaca_fascicularis ENSMFAG00000043292
piliocolobus_tephrosceles ENSPTEG00000018925
tupaia_belangeri ENSTBEG00000013507
loxodonta_africana ENSLAFG00000022139
loxodonta_africana ENSLAFG00000022062
procavia_capensis ENSPCAG00000002110
echinops_telfairi ENSETEG00000007411
dasypus_novemcinctus ENSDNOG00000049632
