gallus_gallus ENSGALG00000049256
meleagris_gallopavo ENSMGAG00000009012
taeniopygia_guttata ENSTGUG00000009776
nothoprocta_perdicaria ENSNPEG00000002130
apteryx_haastii ENSAHAG00000013071
manacus_vitellinus ENSMVIG00005008030
pelodiscus_sinensis ENSPSIG00000012698
astyanax_mexicanus ENSAMXG00000014161
pygocentrus_nattereri ENSPNAG00000027573
danio_rerio ENSDARG00000076727
takifugu_rubripes ENSTRUG00000004955
tetraodon_nigroviridis ENSTNIG00000001043
mola_mola ENSMMOG00000001141
gasterosteus_aculeatus ENSGACG00000005397
xiphophorus_maculatus ENSXMAG00000003735
xiphophorus_couchianus ENSXCOG00000003794
poecilia_reticulata ENSPREG00000011372
fundulus_heteroclitus ENSFHEG00000021119
cyprinodon_variegatus ENSCVAG00000004521
kryptolebias_marmoratus ENSKMAG00000020429
oryzias_melastigma ENSOMEG00000019083
pundamilia_nyererei ENSPNYG00000015078
maylandia_zebra ENSMZEG00005000810
haplochromis_burtoni ENSHBUG00000018426
neolamprologus_brichardi ENSNBRG00000014771
amphilophus_citrinellus ENSACIG00000004872
stegastes_partitus ENSSPAG00000011353
hippocampus_comes ENSHCOG00000020877
gadus_morhua ENSGMOG00000017644
eptatretus_burgeri ENSEBUG00000001416
ciona_intestinalis ENSCING00000004160
caenorhabditis_elegans_strain_n2 WBGene00007067
