apteryx_owenii ENSAOWG00000001722
apteryx_haastii ENSAHAG00000009057
apteryx_rowi ENSARWG00000008654
dromaius_novaehollandiae ENSDNVG00000018271
nothoprocta_perdicaria ENSNPEG00000000395
taeniopygia_guttata ENSTGUG00000008060
taeniopygia_guttata ENSTGUG00000013818
lonchura_striata_domestica ENSLSDG00000013839
serinus_canaria ENSSCAG00000015854
junco_hyemalis ENSJHYG00000000876
zonotrichia_albicollis ENSZALG00000017623
ficedula_albicollis ENSFALG00000001968
parus_major ENSPMJG00000018678
cyanistes_caeruleus ENSCCEG00000023994
manacus_vitellinus ENSMVIG00005018273
lepidothrix_coronata ENSLCOG00000016356
melopsittacus_undulatus ENSMUNG00000008148
calidris_pygmaea ENSCPGG00000017888
calidris_pugnax ENSCPUG00000004418
anser_brachyrhynchus ENSABRG00000023185
anas_platyrhynchos_platyrhynchos ENSAPLG00000005082
meleagris_gallopavo ENSMGAG00000010185
coturnix_japonica ENSCJPG00005018089
gallus_gallus ENSGALG00000034070
numida_meleagris ENSNMEG00000022468
crocodylus_porosus ENSCPRG00005015297
chelonoidis_abingdonii ENSCABG00000003736
gopherus_agassizii ENSGAGG00000018861
chrysemys_picta_bellii ENSCPBG00000005874
pelodiscus_sinensis ENSPSIG00000002335
pogona_vitticeps ENSPVIG00000025208
anolis_carolinensis ENSACAG00000016649
notechis_scutatus ENSNSUG00000014417
salvator_merianae ENSSMRG00000011427
sphenodon_punctatus ENSSPUG00000011916
notamacropus_eugenii ENSMEUG00000015539
phascolarctos_cinereus ENSPCIG00000002689
monodelphis_domestica ENSMODG00000008529
sarcophilus_harrisii ENSSHAG00000011468
erinaceus_europaeus ENSEEUG00000008738
sorex_araneus ENSSARG00000011423
ursus_maritimus ENSUMAG00000014287
ursus_americanus ENSUAMG00000004932
ailuropoda_melanoleuca ENSAMEG00000008765
mustela_putorius_furo ENSMPUG00000000808
neovison_vison ENSNVIG00000006282
canis_lupus_dingo ENSCAFG00020003052
canis_lupus_familiaris ENSCAFG00000012560
vulpes_vulpes ENSVVUG00000015784
panthera_pardus ENSPPRG00000000925
panthera_tigris_altaica ENSPTIG00000009632
felis_catus ENSFCAG00000007099
equus_asinus_asinus ENSEASG00005022699
equus_caballus ENSECAG00000012405
ovis_aries ENSOARG00000002329
capra_hircus ENSCHIG00000017798
bos_mutus ENSBMUG00000002581
bos_taurus ENSBTAG00000007258
bison_bison_bison ENSBBBG00000019658
tursiops_truncatus ENSTTRG00000004553
sus_scrofa ENSSSCG00000022233
vicugna_pacos ENSVPAG00000007192
myotis_lucifugus ENSMLUG00000025228
tupaia_belangeri ENSTBEG00000015998
dipodomys_ordii ENSDORG00000000061
castor_canadensis ENSCCNG00000027239
ictidomys_tridecemlineatus ENSSTOG00000003340
urocitellus_parryii ENSUPAG00010009937
spermophilus_dauricus ENSSDAG00000018940
marmota_marmota_marmota ENSMMMG00000023576
heterocephalus_glaber_female ENSHGLG00000006981
heterocephalus_glaber_male ENSHGLG00100018493
fukomys_damarensis ENSFDAG00000011120
chinchilla_lanigera ENSCLAG00000006454
octodon_degus ENSODEG00000010116
cavia_porcellus ENSCPOG00000004156
cavia_aperea ENSCAPG00000014184
mus_spicilegus ENSMSIG00000006193
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0024557
mus_musculus ENSMUSG00000070880
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0023635
mus_pahari MGP_PahariEiJ_G0025087
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0015766
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0016587
mus_spicilegus ENSMSIG00000015162
mus_pahari MGP_PahariEiJ_G0031321
rattus_norvegicus ENSRNOG00000000007
meriones_unguiculatus ENSMUGG00000018444
cricetulus_griseus_crigri ENSCGRG00000014865
cricetulus_griseus_chok1gshd ENSCGRG00001011954
cricetulus_griseus_crigri-picr ENSCGRG00015003110
mesocricetus_auratus ENSMAUG00000021628
peromyscus_maniculatus_bairdii ENSPEMG00000021813
microtus_ochrogaster ENSMOCG00000007788
nannospalax_galili ENSNGAG00000001182
jaculus_jaculus ENSJJAG00000019724
oryctolagus_cuniculus ENSOCUG00000012644
ochotona_princeps ENSOPRG00000012452
gorilla_gorilla ENSGGOG00000016598
homo_sapiens ENSG00000128683
pan_troglodytes ENSPTRG00000012626
pan_paniscus ENSPPAG00000035077
pongo_abelii ENSPPYG00000013367
pongo_abelii ENSPPYG00000013372
nomascus_leucogenys ENSNLEG00000005195
macaca_mulatta ENSMMUG00000015198
macaca_fascicularis ENSMFAG00000045590
macaca_nemestrina ENSMNEG00000028855
mandrillus_leucophaeus ENSMLEG00000039766
cercocebus_atys ENSCATG00000021159
papio_anubis ENSPANG00000024165
theropithecus_gelada ENSTGEG00000017408
chlorocebus_sabaeus ENSCSAG00000014998
