sarcophilus_harrisii ENSSHAG00000016490
monodelphis_domestica ENSMODG00000010439
phascolarctos_cinereus ENSPCIG00000007285
castor_canadensis ENSCCNG00000029292
dipodomys_ordii ENSDORG00000023956
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0032023
mus_musculus ENSMUSG00000063672
mus_spicilegus ENSMSIG00000021160
mus_pahari MGP_PahariEiJ_G0021375
rattus_norvegicus ENSRNOG00000018147
meriones_unguiculatus ENSMUGG00000026370
cricetulus_griseus_crigri ENSCGRG00000009069
cricetulus_griseus_chok1gshd ENSCGRG00001018532
cricetulus_griseus_crigri-picr ENSCGRG00015023388
mesocricetus_auratus ENSMAUG00000015260
peromyscus_maniculatus_bairdii ENSPEMG00000018691
microtus_ochrogaster ENSMOCG00000005779
nannospalax_galili ENSNGAG00000018592
pan_paniscus ENSPPAG00000027559
pan_troglodytes ENSPTRG00000020197
gorilla_gorilla ENSGGOG00000016047
nomascus_leucogenys ENSNLEG00000034620
colobus_angolensis_palliatus ENSCANG00000041506
piliocolobus_tephrosceles ENSPTEG00000036696
rhinopithecus_bieti ENSRBIG00000031967
rhinopithecus_roxellana ENSRROG00000027304
mandrillus_leucophaeus ENSMLEG00000030581
chlorocebus_sabaeus ENSCSAG00000015081
cercocebus_atys ENSCATG00000001300
macaca_mulatta ENSMMUG00000014725
macaca_nemestrina ENSMNEG00000029491
macaca_fascicularis ENSMFAG00000039180
theropithecus_gelada ENSTGEG00000011035
papio_anubis ENSPANG00000014739
cebus_capucinus ENSCCAG00000028798
saimiri_boliviensis_boliviensis ENSSBOG00000025983
callithrix_jacchus ENSCJAG00000004205
aotus_nancymaae ENSANAG00000027678
carlito_syrichta ENSTSYG00000037174
heterocephalus_glaber_female ENSHGLG00000009779
heterocephalus_glaber_male ENSHGLG00100014306
fukomys_damarensis ENSFDAG00000009435
chinchilla_lanigera ENSCLAG00000002327
octodon_degus ENSODEG00000005528
cavia_porcellus ENSCPOG00000027500
cavia_aperea ENSCAPG00000016445
urocitellus_parryii ENSUPAG00010022752
ictidomys_tridecemlineatus ENSSTOG00000012730
marmota_marmota_marmota ENSMMMG00000004289
microcebus_murinus ENSMICG00000042313
prolemur_simus ENSPSMG00000019673
otolemur_garnettii ENSOGAG00000003715
ursus_americanus ENSUAMG00000008850
ursus_maritimus ENSUMAG00000025573
ailuropoda_melanoleuca ENSAMEG00000002693
neovison_vison ENSNVIG00000009629
felis_catus ENSFCAG00000012949
panthera_pardus ENSPPRG00000009199
panthera_tigris_altaica ENSPTIG00000017313
equus_caballus ENSECAG00000018325
propithecus_coquereli ENSPCOG00000017604
tupaia_belangeri ENSTBEG00000014194
sus_scrofa ENSSSCG00000033505
jaculus_jaculus ENSJJAG00000012233
vulpes_vulpes ENSVVUG00000000095
canis_lupus_dingo ENSCAFG00020002748
equus_asinus_asinus ENSEASG00005010458
sorex_araneus ENSSARG00000001201
erinaceus_europaeus ENSEEUG00000011495
capra_hircus ENSCHIG00000003467
ovis_aries ENSOARG00000002483
bos_mutus ENSBMUG00000002063
bos_taurus ENSBTAG00000018495
bison_bison_bison ENSBBBG00000012724
oryctolagus_cuniculus ENSOCUG00000025759
dasypus_novemcinctus ENSDNOG00000025828
loxodonta_africana ENSLAFG00000012183
mustela_putorius_furo ENSMPUG00000005796
myotis_lucifugus ENSMLUG00000005260
ochotona_princeps ENSOPRG00000002669
canis_lupus_familiaris ENSCAFG00000005710
tursiops_truncatus ENSTTRG00000003567
homo_sapiens ENSG00000165066
pongo_abelii ENSPPYG00000018545
procavia_capensis ENSPCAG00000005898
ornithorhynchus_anatinus ENSOANG00000000717
pogona_vitticeps ENSPVIG00000020160
anolis_carolinensis ENSACAG00000000961
notechis_scutatus ENSNSUG00000007725
salvator_merianae ENSSMRG00000019152
sphenodon_punctatus ENSSPUG00000008322
apteryx_haastii ENSAHAG00000009410
apteryx_owenii ENSAOWG00000003795
apteryx_rowi ENSARWG00000016984
nothoprocta_perdicaria ENSNPEG00000007145
junco_hyemalis ENSJHYG00000002303
zonotrichia_albicollis ENSZALG00000004761
ficedula_albicollis ENSFALG00000006429
serinus_canaria ENSSCAG00000016971
parus_major ENSPMJG00000017970
taeniopygia_guttata ENSTGUG00000005258
lonchura_striata_domestica ENSLSDG00000006508
lepidothrix_coronata ENSLCOG00000007478
calidris_pugnax ENSCPUG00000008092
calidris_pygmaea ENSCPGG00000001004
anser_brachyrhynchus ENSABRG00000002031
anas_platyrhynchos_platyrhynchos ENSAPLG00000026367
meleagris_gallopavo ENSMGAG00000003436
coturnix_japonica ENSCJPG00005015226
gallus_gallus ENSGALG00000018503
numida_meleagris ENSNMEG00000019824
melopsittacus_undulatus ENSMUNG00000010215
crocodylus_porosus ENSCPRG00005000634
gopherus_agassizii ENSGAGG00000025526
chelonoidis_abingdonii ENSCABG00000013937
chrysemys_picta_bellii ENSCPBG00000002892
notamacropus_eugenii ENSMEUG00000015794
xenopus_tropicalis ENSXETG00000016802
latimeria_chalumnae ENSLACG00000007531
takifugu_rubripes ENSTRUG00000020984
tetraodon_nigroviridis ENSTNIG00000006285
cynoglossus_semilaevis ENSCSEG00000008009
seriola_lalandi_dorsalis ENSSLDG00000009506
seriola_dumerili ENSSDUG00000020641
scophthalmus_maximus ENSSMAG00000006415
poecilia_formosa ENSPFOG00000012552
poecilia_mexicana ENSPMEG00000000749
poecilia_latipinna ENSPLAG00000008240
poecilia_reticulata ENSPREG00000007498
xiphophorus_maculatus ENSXMAG00000017278
xiphophorus_couchianus ENSXCOG00000015890
gambusia_affinis ENSGAFG00000010226
cyprinodon_variegatus ENSCVAG00000020631
fundulus_heteroclitus ENSFHEG00000020104
kryptolebias_marmoratus ENSKMAG00000005246
oryzias_latipes ENSORLG00020005741
oryzias_latipes ENSORLG00000026239
oryzias_latipes_asm223469v1 ENSORLG00015020427
oryzias_melastigma ENSOMEG00000009984
astatotilapia_calliptera ENSACLG00000010091
maylandia_zebra ENSMZEG00005011544
haplochromis_burtoni ENSHBUG00000012336
pundamilia_nyererei ENSPNYG00000016191
neolamprologus_brichardi ENSNBRG00000019347
oreochromis_niloticus ENSONIG00000011650
amphilophus_citrinellus ENSACIG00000017937
amphiprion_ocellaris ENSAOCG00000019142
amphiprion_percula ENSAPEG00000013913
acanthochromis_polyacanthus ENSAPOG00000012105
stegastes_partitus ENSSPAG00000023335
mastacembelus_armatus ENSMAMG00000009087
monopterus_albus ENSMALG00000003030
anabas_testudineus ENSATEG00000023173
gasterosteus_aculeatus ENSGACG00000011078
labrus_bergylta ENSLBEG00000003576
hippocampus_comes ENSHCOG00000002306
periophthalmus_magnuspinnatus ENSPMGG00000011847
gadus_morhua ENSGMOG00000006238
esox_lucius ENSELUG00000017076
pygocentrus_nattereri ENSPNAG00000017980
astyanax_mexicanus ENSAMXG00000042698
ictalurus_punctatus ENSIPUG00000009736
danio_rerio ENSDARG00000060529
scleropages_formosus ENSSFOG00015010705
paramormyrops_kingsleyae ENSPKIG00000006868
lepisosteus_oculatus ENSLOCG00000015030
paramormyrops_kingsleyae ENSPKIG00000020501
