cynoglossus_semilaevis ENSCSEG00000002409
oryzias_melastigma ENSOMEG00000020356
xiphophorus_maculatus ENSXMAG00000015563
xiphophorus_couchianus ENSXCOG00000005535
gambusia_affinis ENSGAFG00000013289
poecilia_formosa ENSPFOG00000004862
poecilia_mexicana ENSPMEG00000020464
poecilia_latipinna ENSPLAG00000010979
poecilia_reticulata ENSPREG00000000065
fundulus_heteroclitus ENSFHEG00000012393
cyprinodon_variegatus ENSCVAG00000012809
kryptolebias_marmoratus ENSKMAG00000008858
oryzias_latipes ENSORLG00000009385
oryzias_latipes ENSORLG00020011080
oryzias_latipes_asm223469v1 ENSORLG00015010433
gasterosteus_aculeatus ENSGACG00000016580
mola_mola ENSMMOG00000011392
labrus_bergylta ENSLBEG00000008306
mastacembelus_armatus ENSMAMG00000007429
monopterus_albus ENSMALG00000018693
anabas_testudineus ENSATEG00000006284
seriola_lalandi_dorsalis ENSSLDG00000015815
seriola_dumerili ENSSDUG00000015274
scophthalmus_maximus ENSSMAG00000000269
amphiprion_percula ENSAPEG00000011348
amphiprion_ocellaris ENSAOCG00000022698
acanthochromis_polyacanthus ENSAPOG00000007170
stegastes_partitus ENSSPAG00000011208
maylandia_zebra ENSMZEG00005013190
haplochromis_burtoni ENSHBUG00000015992
astatotilapia_calliptera ENSACLG00000003292
neolamprologus_brichardi ENSNBRG00000005871
pundamilia_nyererei ENSPNYG00000006175
oreochromis_niloticus ENSONIG00000000226
amphilophus_citrinellus ENSACIG00000023603
takifugu_rubripes ENSTRUG00000013652
tetraodon_nigroviridis ENSTNIG00000008266
periophthalmus_magnuspinnatus ENSPMGG00000016014
hippocampus_comes ENSHCOG00000011487
gadus_morhua ENSGMOG00000007593
pygocentrus_nattereri ENSPNAG00000016844
astyanax_mexicanus ENSAMXG00000035839
ictalurus_punctatus ENSIPUG00000011261
scleropages_formosus ENSSFOG00015023752
scleropages_formosus ENSSFOG00015023754
paramormyrops_kingsleyae ENSPKIG00000015343
scleropages_formosus ENSSFOG00015000475
paramormyrops_kingsleyae ENSPKIG00000022735
lepisosteus_oculatus ENSLOCG00000007259
chelonoidis_abingdonii ENSCABG00000016856
chelonoidis_abingdonii ENSCABG00000016857
ornithorhynchus_anatinus ENSOANG00000006092
ursus_americanus ENSUAMG00000024136
monodelphis_domestica ENSMODG00000027843
latimeria_chalumnae ENSLACG00000010757
latimeria_chalumnae ENSLACG00000009165
notamacropus_eugenii ENSMEUG00000013321
phascolarctos_cinereus ENSPCIG00000016668
sarcophilus_harrisii ENSSHAG00000004661
monodelphis_domestica ENSMODG00000002314
mus_spicilegus ENSMSIG00000021244
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0022724
mus_musculus ENSMUSG00000034116
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0021813
mus_pahari MGP_PahariEiJ_G0020802
rattus_norvegicus ENSRNOG00000050430
meriones_unguiculatus ENSMUGG00000001599
peromyscus_maniculatus_bairdii ENSPEMG00000015943
microtus_ochrogaster ENSMOCG00000021139
cricetulus_griseus_crigri ENSCGRG00000005902
cricetulus_griseus_chok1gshd ENSCGRG00001017169
cricetulus_griseus_crigri-picr ENSCGRG00015000534
mesocricetus_auratus ENSMAUG00000021145
nannospalax_galili ENSNGAG00000018348
jaculus_jaculus ENSJJAG00000023634
castor_canadensis ENSCCNG00000022589
chinchilla_lanigera ENSCLAG00000008423
octodon_degus ENSODEG00000015478
heterocephalus_glaber_female ENSHGLG00000009100
heterocephalus_glaber_male ENSHGLG00100005978
fukomys_damarensis ENSFDAG00000006407
urocitellus_parryii ENSUPAG00010019168
ictidomys_tridecemlineatus ENSSTOG00000010806
spermophilus_dauricus ENSSDAG00000019914
marmota_marmota_marmota ENSMMMG00000019856
propithecus_coquereli ENSPCOG00000019002
prolemur_simus ENSPSMG00000009646
microcebus_murinus ENSMICG00000014001
otolemur_garnettii ENSOGAG00000002034
pan_troglodytes ENSPTRG00000010378
pan_paniscus ENSPPAG00000036601
homo_sapiens ENSG00000141968
gorilla_gorilla ENSGGOG00000012257
pongo_abelii ENSPPYG00000009465
nomascus_leucogenys ENSNLEG00000032882
colobus_angolensis_palliatus ENSCANG00000031480
piliocolobus_tephrosceles ENSPTEG00000027965
rhinopithecus_roxellana ENSRROG00000030844
rhinopithecus_bieti ENSRBIG00000040884
macaca_mulatta ENSMMUG00000019314
macaca_fascicularis ENSMFAG00000039752
macaca_nemestrina ENSMNEG00000033569
cercocebus_atys ENSCATG00000033046
mandrillus_leucophaeus ENSMLEG00000029419
papio_anubis ENSPANG00000007768
theropithecus_gelada ENSTGEG00000020447
chlorocebus_sabaeus ENSCSAG00000009214
cebus_capucinus ENSCCAG00000033162
cebus_capucinus ENSCCAG00000022549
saimiri_boliviensis_boliviensis ENSSBOG00000034405
callithrix_jacchus ENSCJAG00000016236
aotus_nancymaae ENSANAG00000020752
loxodonta_africana ENSLAFG00000018550
procavia_capensis ENSPCAG00000003380
echinops_telfairi ENSETEG00000012441
dasypus_novemcinctus ENSDNOG00000003134
pteropus_vampyrus ENSPVAG00000017909
myotis_lucifugus ENSMLUG00000000153
equus_caballus ENSECAG00000014896
equus_asinus_asinus ENSEASG00005011821
ailuropoda_melanoleuca ENSAMEG00000007416
ursus_americanus ENSUAMG00000024146
ursus_maritimus ENSUMAG00000012729
mustela_putorius_furo ENSMPUG00000007069
neovison_vison ENSNVIG00000016115
canis_lupus_familiaris ENSCAFG00000018590
canis_lupus_dingo ENSCAFG00020021863
vulpes_vulpes ENSVVUG00000016047
panthera_pardus ENSPPRG00000001355
panthera_tigris_altaica ENSPTIG00000019176
felis_catus ENSFCAG00000005052
capra_hircus ENSCHIG00000011155
ovis_aries ENSOARG00000004983
bison_bison_bison ENSBBBG00000020126
bos_mutus ENSBMUG00000025463
bos_taurus ENSBTAG00000039160
tursiops_truncatus ENSTTRG00000005949
sus_scrofa ENSSSCG00000013553
vicugna_pacos ENSVPAG00000005072
sorex_araneus ENSSARG00000008147
ailuropoda_melanoleuca ENSAMEG00000001656
ochotona_princeps ENSOPRG00000009522
oryctolagus_cuniculus ENSOCUG00000022946
carlito_syrichta ENSTSYG00000035638
tupaia_belangeri ENSTBEG00000016873
dipodomys_ordii ENSDORG00000014409
ornithorhynchus_anatinus ENSOANG00000014870
pogona_vitticeps ENSPVIG00000018942
notechis_scutatus ENSNSUG00000015441
salvator_merianae ENSSMRG00000000741
sphenodon_punctatus ENSSPUG00000008504
chrysemys_picta_bellii ENSCPBG00000021293
gopherus_agassizii ENSGAGG00000010633
pelodiscus_sinensis ENSPSIG00000009779
apteryx_owenii ENSAOWG00000019278
apteryx_haastii ENSAHAG00000005384
apteryx_rowi ENSARWG00000000114
dromaius_novaehollandiae ENSDNVG00000003847
nothoprocta_perdicaria ENSNPEG00000012047
meleagris_gallopavo ENSMGAG00000004784
gallus_gallus ENSGALG00000050375
numida_meleagris ENSNMEG00000014259
anas_platyrhynchos_platyrhynchos ENSAPLG00000021291
lonchura_striata_domestica ENSLSDG00000012068
calidris_pygmaea ENSCPGG00000017019
anser_brachyrhynchus ENSABRG00000017285
gallus_gallus ENSGALG00000051212
coturnix_japonica ENSCJPG00005000514
numida_meleagris ENSNMEG00000003874
anas_platyrhynchos_platyrhynchos ENSAPLG00000029214
serinus_canaria ENSSCAG00000001189
lonchura_striata_domestica ENSLSDG00000012070
calidris_pugnax ENSCPUG00000008434
gallus_gallus ENSGALG00000052552
calidris_pygmaea ENSCPGG00000003790
apteryx_haastii ENSAHAG00000001257
xenopus_tropicalis ENSXETG00000007366
oryzias_melastigma ENSOMEG00000020340
oryzias_melastigma ENSOMEG00000020324
pelodiscus_sinensis ENSPSIG00000016648
esox_lucius ENSELUG00000011342
esox_lucius ENSELUG00000011350
danio_rerio ENSDARG00000112526
petromyzon_marinus ENSPMAG00000002143
