pan_paniscus ENSPPAG00000043313
pan_troglodytes ENSPTRG00000004280
homo_sapiens ENSG00000150773
gorilla_gorilla ENSGGOG00000027588
pongo_abelii ENSPPYG00000003873
nomascus_leucogenys ENSNLEG00000007292
rhinopithecus_bieti ENSRBIG00000040972
rhinopithecus_roxellana ENSRROG00000033040
colobus_angolensis_palliatus ENSCANG00000040411
piliocolobus_tephrosceles ENSPTEG00000026908
theropithecus_gelada ENSTGEG00000018788
cercocebus_atys ENSCATG00000037941
papio_anubis ENSPANG00000020254
mandrillus_leucophaeus ENSMLEG00000043982
chlorocebus_sabaeus ENSCSAG00000002827
macaca_fascicularis ENSMFAG00000014227
macaca_mulatta ENSMMUG00000019419
macaca_nemestrina ENSMNEG00000035252
saimiri_boliviensis_boliviensis ENSSBOG00000023388
cebus_capucinus ENSCCAG00000023032
callithrix_jacchus ENSCJAG00000010954
aotus_nancymaae ENSANAG00000021420
carlito_syrichta ENSTSYG00000004215
propithecus_coquereli ENSPCOG00000024160
prolemur_simus ENSPSMG00000021045
microcebus_murinus ENSMICG00000015880
otolemur_garnettii ENSOGAG00000008562
heterocephalus_glaber_male ENSHGLG00100015401
heterocephalus_glaber_female ENSHGLG00000007197
fukomys_damarensis ENSFDAG00000021540
cavia_porcellus ENSCPOG00000027299
cavia_aperea ENSCAPG00000016252
chinchilla_lanigera ENSCLAG00000015278
octodon_degus ENSODEG00000000981
urocitellus_parryii ENSUPAG00010020767
ictidomys_tridecemlineatus ENSSTOG00000011136
spermophilus_dauricus ENSSDAG00000023218
marmota_marmota_marmota ENSMMMG00000023449
castor_canadensis ENSCCNG00000014326
dipodomys_ordii ENSDORG00000001927
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0033329
mus_musculus ENSMUSG00000000167
mus_spicilegus ENSMSIG00000006631
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0032190
mus_pahari MGP_PahariEiJ_G0015058
rattus_norvegicus ENSRNOG00000009965
meriones_unguiculatus ENSMUGG00000012180
peromyscus_maniculatus_bairdii ENSPEMG00000008747
microtus_ochrogaster ENSMOCG00000006508
cricetulus_griseus_crigri ENSCGRG00000008962
cricetulus_griseus_crigri-picr ENSCGRG00015021688
cricetulus_griseus_chok1gshd ENSCGRG00001012956
mesocricetus_auratus ENSMAUG00000014605
nannospalax_galili ENSNGAG00000015239
jaculus_jaculus ENSJJAG00000017973
oryctolagus_cuniculus ENSOCUG00000028144
ochotona_princeps ENSOPRG00000012661
tursiops_truncatus ENSTTRG00000005015
tursiops_truncatus ENSTTRG00000001606
tursiops_truncatus ENSTTRG00000010516
bos_taurus ENSBTAG00000005156
bos_mutus ENSBMUG00000013013
bison_bison_bison ENSBBBG00000011665
capra_hircus ENSCHIG00000014262
ovis_aries ENSOARG00000015806
sus_scrofa ENSSSCG00000015031
vicugna_pacos ENSVPAG00000000054
equus_asinus_asinus ENSEASG00005007042
equus_caballus ENSECAG00000012307
myotis_lucifugus ENSMLUG00000012219
pteropus_vampyrus ENSPVAG00000009619
neovison_vison ENSNVIG00000001365
mustela_putorius_furo ENSMPUG00000003666
mustela_putorius_furo ENSMPUG00000011184
canis_lupus_dingo ENSCAFG00020006045
canis_lupus_familiaris ENSCAFG00000031426
vulpes_vulpes ENSVVUG00000015941
ursus_americanus ENSUAMG00000018575
ursus_maritimus ENSUMAG00000006904
ailuropoda_melanoleuca ENSAMEG00000004081
panthera_tigris_altaica ENSPTIG00000021460
panthera_pardus ENSPPRG00000014692
felis_catus ENSFCAG00000000608
erinaceus_europaeus ENSEEUG00000012937
