pan_troglodytes ENSPTRG00000010634
pan_paniscus ENSPPAG00000014907
homo_sapiens ENSG00000171903
gorilla_gorilla ENSGGOG00000003211
nomascus_leucogenys ENSNLEG00000005353
theropithecus_gelada ENSTGEG00000009617
papio_anubis ENSPANG00000033773
mandrillus_leucophaeus ENSMLEG00000038406
macaca_fascicularis ENSMFAG00000039188
macaca_mulatta ENSMMUG00000039592
macaca_nemestrina ENSMNEG00000006547
cercocebus_atys ENSCATG00000021165
chlorocebus_sabaeus ENSCSAG00000005793
piliocolobus_tephrosceles ENSPTEG00000034719
colobus_angolensis_palliatus ENSCANG00000030819
rhinopithecus_bieti ENSRBIG00000037196
saimiri_boliviensis_boliviensis ENSSBOG00000000063
saimiri_boliviensis_boliviensis ENSSBOG00000025549
cebus_capucinus ENSCCAG00000022526
callithrix_jacchus ENSCJAG00000042476
aotus_nancymaae ENSANAG00000031558
pongo_abelii ENSPPYG00000009678
callithrix_jacchus ENSCJAG00000042753
carlito_syrichta ENSTSYG00000013648
theropithecus_gelada ENSTGEG00000009329
piliocolobus_tephrosceles ENSPTEG00000034861
theropithecus_gelada ENSTGEG00000009022
prolemur_simus ENSPSMG00000002641
prolemur_simus ENSPSMG00000003330
piliocolobus_tephrosceles ENSPTEG00000035093
theropithecus_gelada ENSTGEG00000008931
theropithecus_gelada ENSTGEG00000009001
piliocolobus_tephrosceles ENSPTEG00000020937
prolemur_simus ENSPSMG00000001721
equus_caballus ENSECAG00000032101
equus_caballus ENSECAG00000032551
equus_caballus ENSECAG00000040574
ursus_americanus ENSUAMG00000028229
