gopherus_agassizii ENSGAGG00000010942
chelonoidis_abingdonii ENSCABG00000016638
chrysemys_picta ENSCPBG00000013398
pelodiscus_sinensis ENSPSIG00000012867
apteryx_owenii ENSAOWG00000005021
apteryx_haastii ENSAHAG00000019542
apteryx_rowi ENSARWG00000004830
dromaius_novaehollandiae ENSDNVG00000011779
nothoprocta_perdicaria ENSNPEG00000016211
gallus_gallus ENSGALG00000037781
meleagris_gallopavo ENSMGAG00000004895
coturnix_japonica ENSCJPG00005008697
numida_meleagris ENSNMEG00000014287
anser_brachyrhynchus ENSABRG00000019776
anas_platyrhynchos ENSAPLG00000000763
taeniopygia_guttata ENSTGUG00000001759
taeniopygia_guttata ENSTGUG00000014255
lonchura_striata ENSLSDG00000012254
junco_hyemalis ENSJHYG00000000626
zonotrichia_albicollis ENSZALG00000009874
serinus_canaria ENSSCAG00000004298
cyanistes_caeruleus ENSCCEG00000023672
parus_major ENSPMJG00000005763
manacus_vitellinus ENSMVIG00005005040
lepidothrix_coronata ENSLCOG00000009020
calidris_pygmaea ENSCPGG00000000518
calidris_pugnax ENSCPUG00000015556
melopsittacus_undulatus ENSMUNG00000002729
pogona_vitticeps ENSPVIG00000007229
anolis_carolinensis ENSACAG00000003289
notechis_scutatus ENSNSUG00000015292
salvator_merianae ENSSMRG00000018691
sphenodon_punctatus ENSSPUG00000012778
castor_canadensis ENSCCNG00000017199
dipodomys_ordii ENSDORG00000010007
mus_spretus MGP_SPRETEiJ_G0032084
mus_musculus ENSMUSG00000031584
mus_spicilegus ENSMSIG00000025821
mus_caroli MGP_CAROLIEiJ_G0030967
mus_pahari MGP_PahariEiJ_G0021436
rattus_norvegicus ENSRNOG00000014915
meriones_unguiculatus ENSMUGG00000003070
cricetulus_griseus ENSCGRG00001023740
cricetulus_griseus ENSCGRG00015024971
cricetulus_griseus ENSCGRG00000005564
mesocricetus_auratus ENSMAUG00000013110
peromyscus_maniculatus ENSPEMG00000016504
microtus_ochrogaster ENSMOCG00000010491
nannospalax_galili ENSNGAG00000014679
jaculus_jaculus ENSJJAG00000018464
cavia_porcellus ENSCPOG00000005290
cavia_aperea ENSCAPG00000016301
chinchilla_lanigera ENSCLAG00000000785
octodon_degus ENSODEG00000008858
heterocephalus_glaber ENSHGLG00100004207
heterocephalus_glaber ENSHGLG00000008420
fukomys_damarensis ENSFDAG00000014494
urocitellus_parryii ENSUPAG00010016883
ictidomys_tridecemlineatus ENSSTOG00000001583
spermophilus_dauricus ENSSDAG00000011560
marmota_marmota ENSMMMG00000014061
tupaia_belangeri ENSTBEG00000009747
pan_paniscus ENSPPAG00000035261
pan_troglodytes ENSPTRG00000020138
homo_sapiens ENSG00000104687
gorilla_gorilla ENSGGOG00000002336
pongo_abelii ENSPPYG00000018489
nomascus_leucogenys ENSNLEG00000011936
colobus_angolensis ENSCANG00000029325
piliocolobus_tephrosceles ENSPTEG00000032023
rhinopithecus_roxellana ENSRROG00000038338
rhinopithecus_bieti ENSRBIG00000043055
theropithecus_gelada ENSTGEG00000005152
mandrillus_leucophaeus ENSMLEG00000007410
papio_anubis ENSPANG00000026091
chlorocebus_sabaeus ENSCSAG00000015834
macaca_fascicularis ENSMFAG00000003439
macaca_mulatta ENSMMUG00000039030
macaca_nemestrina ENSMNEG00000034327
cercocebus_atys ENSCATG00000029887
saimiri_boliviensis ENSSBOG00000021511
cebus_capucinus ENSCCAG00000005673
callithrix_jacchus ENSCJAG00000012407
aotus_nancymaae ENSANAG00000026592
carlito_syrichta ENSTSYG00000029792
microcebus_murinus ENSMICG00000010399
prolemur_simus ENSPSMG00000007837
propithecus_coquereli ENSPCOG00000026003
otolemur_garnettii ENSOGAG00000025431
otolemur_garnettii ENSOGAG00000016072
equus_asinus ENSEASG00005016953
equus_caballus ENSECAG00000014178
pteropus_vampyrus ENSPVAG00000017588
ursus_americanus ENSUAMG00000021331
ursus_maritimus ENSUMAG00000007246
ailuropoda_melanoleuca ENSAMEG00000001554
canis_lupus ENSCAFG00000006478
vulpes_vulpes ENSVVUG00000019790
canis_lupus ENSCAFG00020001065
panthera_tigris ENSPTIG00000010109
panthera_pardus ENSPPRG00000000594
felis_catus ENSFCAG00000001476
ovis_aries ENSOARG00000010451
ovis_aries ENSOARG00000019966
capra_hircus ENSCHIG00000016848
bos_indicus ENSBIXG00000010884
bos_indicus ENSBIXG00005011265
bos_taurus ENSBTAG00000007115
bos_mutus ENSBMUG00000017734
bison_bison ENSBBBG00000021281
bos_indicus ENSBIXG00000001714
bos_mutus ENSBMUG00000026687
bison_bison ENSBBBG00000009802
tursiops_truncatus ENSTTRG00000012471
sus_scrofa ENSSSCG00000015844
vicugna_pacos ENSVPAG00000010997
myotis_lucifugus ENSMLUG00000010568
erinaceus_europaeus ENSEEUG00000008283
mustela_putorius ENSMPUG00000010242
echinops_telfairi ENSETEG00000019308
oryctolagus_cuniculus ENSOCUG00000017234
ochotona_princeps ENSOPRG00000013174
sorex_araneus ENSSARG00000012723
procavia_capensis ENSPCAG00000008760
choloepus_hoffmanni ENSCHOG00000009523
dasypus_novemcinctus ENSDNOG00000000545
vombatus_ursinus ENSVURG00010011844
