scleropages_formosus ENSSFOG00015002570
paramormyrops_kingsleyae ENSPKIG00000009684
pygocentrus_nattereri ENSPNAG00000027136
astyanax_mexicanus ENSAMXG00000001474
ictalurus_punctatus ENSIPUG00000004930
danio_rerio ENSDARG00000057273
hippocampus_comes ENSHCOG00000004172
hippocampus_comes ENSHCOG00000004181
takifugu_rubripes ENSTRUG00000001536
takifugu_rubripes ENSTRUG00000002647
takifugu_rubripes ENSTRUG00000013703
tetraodon_nigroviridis ENSTNIG00000008673
periophthalmus_magnuspinnatus ENSPMGG00000010394
gasterosteus_aculeatus ENSGACG00000007762
scophthalmus_maximus ENSSMAG00000002325
stegastes_partitus ENSSPAG00000014019
acanthochromis_polyacanthus ENSAPOG00000019693
seriola_dumerili ENSSDUG00000009042
seriola_lalandi_dorsalis ENSSLDG00000019789
amphiprion_percula ENSAPEG00000013393
amphiprion_ocellaris ENSAOCG00000004247
mola_mola ENSMMOG00000010499
mastacembelus_armatus ENSMAMG00000000596
monopterus_albus ENSMALG00000018107
xiphophorus_maculatus ENSXMAG00000002683
xiphophorus_couchianus ENSXCOG00000012401
gambusia_affinis ENSGAFG00000009435
poecilia_formosa ENSPFOG00000002570
poecilia_mexicana ENSPMEG00000001219
poecilia_latipinna ENSPLAG00000003195
poecilia_reticulata ENSPREG00000019048
fundulus_heteroclitus ENSFHEG00000002130
cyprinodon_variegatus ENSCVAG00000013780
kryptolebias_marmoratus ENSKMAG00000004642
oryzias_latipes ENSORLG00000007461
oryzias_latipes_asm223469v1 ENSORLG00015008897
oryzias_latipes ENSORLG00020003768
oryzias_melastigma ENSOMEG00000003860
pundamilia_nyererei ENSPNYG00000007540
haplochromis_burtoni ENSHBUG00000023049
astatotilapia_calliptera ENSACLG00000011007
maylandia_zebra ENSMZEG00005027695
neolamprologus_brichardi ENSNBRG00000020869
oreochromis_niloticus ENSONIG00000018377
amphilophus_citrinellus ENSACIG00000021356
anabas_testudineus ENSATEG00000001548
labrus_bergylta ENSLBEG00000006762
cynoglossus_semilaevis ENSCSEG00000006607
takifugu_rubripes ENSTRUG00000019769
eptatretus_burgeri ENSEBUG00000008636
gadus_morhua ENSGMOG00000006677
esox_lucius ENSELUG00000022892
phascolarctos_cinereus ENSPCIG00000022662
notamacropus_eugenii ENSMEUG00000003650
monodelphis_domestica ENSMODG00000010770
sarcophilus_harrisii ENSSHAG00000006783
panthera_tigris_altaica ENSPTIG00000003965
panthera_pardus ENSPPRG00000004443
felis_catus ENSFCAG00000013124
canis_lupus_dingo ENSCAFG00020025191
canis_lupus_familiaris ENSCAFG00000006948
vulpes_vulpes ENSVVUG00000021199
erinaceus_europaeus ENSEEUG00000006465
bos_mutus ENSBMUG00000021296
bos_taurus ENSBTAG00000020319
bison_bison_bison ENSBBBG00000009611
capra_hircus ENSCHIG00000023024
ovis_aries ENSOARG00000002819
tursiops_truncatus ENSTTRG00000011731
ursus_americanus ENSUAMG00000019843
ursus_maritimus ENSUMAG00000016121
ailuropoda_melanoleuca ENSAMEG00000007692
mustela_putorius_furo ENSMPUG00000009683
neovison_vison ENSNVIG00000003882
prolemur_simus ENSPSMG00000000362
microcebus_murinus ENSMICG00000008704
propithecus_coquereli ENSPCOG00000019495
otolemur_garnettii ENSOGAG00000002583
carlito_syrichta ENSTSYG00000001450
octodon_degus ENSODEG00000000121
octodon_degus ENSODEG00000000138
dipodomys_ordii ENSDORG00000003390
marmota_marmota_marmota ENSMMMG00000019477
spermophilus_dauricus ENSSDAG00000017766
ictidomys_tridecemlineatus ENSSTOG00000015946
urocitellus_parryii ENSUPAG00010022144
cricetulus_griseus_chok1gshd ENSCGRG00001010128
cricetulus_griseus_crigri ENSCGRG00000002396
cricetulus_griseus_crigri-picr ENSCGRG00015005463
mesocricetus_auratus ENSMAUG00000018983
microtus_ochrogaster ENSMOCG00000006115
peromyscus_maniculatus_bairdii ENSPEMG00000015300
mus_spicilegus ENSMSIG00000002190
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0029798
mus_musculus ENSMUSG00000025701
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0028770
mus_pahari MGP_PahariEiJ_G0022521
rattus_norvegicus ENSRNOG00000012972
meriones_unguiculatus ENSMUGG00000020594
meriones_unguiculatus ENSMUGG00000020635
nannospalax_galili ENSNGAG00000012837
jaculus_jaculus ENSJJAG00000019854
heterocephalus_glaber_male ENSHGLG00100003852
heterocephalus_glaber_female ENSHGLG00000000545
fukomys_damarensis ENSFDAG00000015507
cavia_porcellus ENSCPOG00000003939
cavia_aperea ENSCAPG00000013368
chinchilla_lanigera ENSCLAG00000001854
castor_canadensis ENSCCNG00000018956
oryctolagus_cuniculus ENSOCUG00000005428
ochotona_princeps ENSOPRG00000006809
homo_sapiens ENSG00000012779
gorilla_gorilla ENSGGOG00000012775
pan_troglodytes ENSPTRG00000002458
pan_paniscus ENSPPAG00000040866
pongo_abelii ENSPPYG00000002228
nomascus_leucogenys ENSNLEG00000015960
papio_anubis ENSPANG00000022667
theropithecus_gelada ENSTGEG00000011558
cercocebus_atys ENSCATG00000030126
mandrillus_leucophaeus ENSMLEG00000034496
macaca_nemestrina ENSMNEG00000040635
macaca_fascicularis ENSMFAG00000021649
macaca_mulatta ENSMMUG00000013434
chlorocebus_sabaeus ENSCSAG00000010822
colobus_angolensis_palliatus ENSCANG00000033958
piliocolobus_tephrosceles ENSPTEG00000019481
rhinopithecus_bieti ENSRBIG00000031953
rhinopithecus_roxellana ENSRROG00000028606
cebus_capucinus ENSCCAG00000028653
callithrix_jacchus ENSCJAG00000013406
saimiri_boliviensis_boliviensis ENSSBOG00000022827
aotus_nancymaae ENSANAG00000029930
equus_asinus_asinus ENSEASG00005019229
equus_caballus ENSECAG00000012930
sorex_araneus ENSSARG00000009667
pteropus_vampyrus ENSPVAG00000009289
myotis_lucifugus ENSMLUG00000003847
tupaia_belangeri ENSTBEG00000007021
procavia_capensis ENSPCAG00000015933
echinops_telfairi ENSETEG00000005507
loxodonta_africana ENSLAFG00000012188
sus_scrofa ENSSSCG00000010404
dasypus_novemcinctus ENSDNOG00000019443
apteryx_owenii ENSAOWG00000003330
apteryx_haastii ENSAHAG00000001622
apteryx_rowi ENSARWG00000006900
dromaius_novaehollandiae ENSDNVG00000011020
nothoprocta_perdicaria ENSNPEG00000012334
anser_brachyrhynchus ENSABRG00000013063
anas_platyrhynchos_platyrhynchos ENSAPLG00000003338
gallus_gallus ENSGALG00000005857
meleagris_gallopavo ENSMGAG00000007690
coturnix_japonica ENSCJPG00005018862
numida_meleagris ENSNMEG00000002657
calidris_pygmaea ENSCPGG00000018222
calidris_pugnax ENSCPUG00000013650
melopsittacus_undulatus ENSMUNG00000014005
taeniopygia_guttata ENSTGUG00000007858
taeniopygia_guttata ENSTGUG00000007818
lonchura_striata_domestica ENSLSDG00000016632
junco_hyemalis ENSJHYG00000018023
zonotrichia_albicollis ENSZALG00000012907
serinus_canaria ENSSCAG00000017176
parus_major ENSPMJG00000016016
cyanistes_caeruleus ENSCCEG00000017304
ficedula_albicollis ENSFALG00000007387
manacus_vitellinus ENSMVIG00005001545
manacus_vitellinus ENSMVIG00005016924
lepidothrix_coronata ENSLCOG00000007002
crocodylus_porosus ENSCPRG00005000577
chelonoidis_abingdonii ENSCABG00000006589
gopherus_agassizii ENSGAGG00000020533
chrysemys_picta_bellii ENSCPBG00000006117
pelodiscus_sinensis ENSPSIG00000013359
anolis_carolinensis ENSACAG00000013726
notechis_scutatus ENSNSUG00000008264
pogona_vitticeps ENSPVIG00000009051
salvator_merianae ENSSMRG00000023509
sphenodon_punctatus ENSSPUG00000019319
ornithorhynchus_anatinus ENSOANG00000031131
stegastes_partitus ENSSPAG00000018673
latimeria_chalumnae ENSLACG00000007095
xenopus_tropicalis ENSXETG00000007490
eptatretus_burgeri ENSEBUG00000001771
petromyzon_marinus ENSPMAG00000003663
petromyzon_marinus ENSPMAG00000007296
lepisosteus_oculatus ENSLOCG00000009354
danio_rerio ENSDARG00000043089
danio_rerio ENSDARG00000043085
danio_rerio ENSDARG00000069966
paramormyrops_kingsleyae ENSPKIG00000008748
paramormyrops_kingsleyae ENSPKIG00000017161
latimeria_chalumnae ENSLACG00000001144
fundulus_heteroclitus ENSFHEG00000016993
petromyzon_marinus ENSPMAG00000006039
