pan_paniscus ENSPPAG00000034662
pan_troglodytes ENSPTRG00000045822
gorilla_gorilla ENSGGOG00000037043
nomascus_leucogenys ENSNLEG00000028344
rhinopithecus_bieti ENSRBIG00000029116
rhinopithecus_roxellana ENSRROG00000034168
piliocolobus_tephrosceles ENSPTEG00000021623
colobus_angolensis_palliatus ENSCANG00000039903
theropithecus_gelada ENSTGEG00000017836
papio_anubis ENSPANG00000036189
cercocebus_atys ENSCATG00000035517
macaca_fascicularis ENSMFAG00000029388
macaca_nemestrina ENSMNEG00000000256
macaca_mulatta ENSMMUG00000039172
mandrillus_leucophaeus ENSMLEG00000035262
