loxodonta_africana ENSLAFG00000009130
procavia_capensis ENSPCAG00000005113
echinops_telfairi ENSETEG00000017958
dasypus_novemcinctus ENSDNOG00000048372
choloepus_hoffmanni ENSCHOG00000006348
heterocephalus_glaber_female ENSHGLG00000016034
heterocephalus_glaber_male ENSHGLG00100009470
fukomys_damarensis ENSFDAG00000011807
octodon_degus ENSODEG00000012024
chinchilla_lanigera ENSCLAG00000002624
cavia_aperea ENSCAPG00000012574
cavia_porcellus ENSCPOG00000012986
urocitellus_parryii ENSUPAG00010019031
ictidomys_tridecemlineatus ENSSTOG00000001089
spermophilus_dauricus ENSSDAG00000002016
marmota_marmota_marmota ENSMMMG00000020292
cricetulus_griseus_crigri-picr ENSCGRG00015017545
cricetulus_griseus_chok1gshd ENSCGRG00001016526
cricetulus_griseus_crigri ENSCGRG00000017502
peromyscus_maniculatus_bairdii ENSPEMG00000016970
microtus_ochrogaster ENSMOCG00000014283
mus_musculus ENSMUSG00000005534
mus_spicilegus ENSMSIG00000007338
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0031873
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0030765
mus_pahari MGP_PahariEiJ_G0021238
rattus_norvegicus ENSRNOG00000029986
nannospalax_galili ENSNGAG00000004448
jaculus_jaculus ENSJJAG00000023697
castor_canadensis ENSCCNG00000006672
dipodomys_ordii ENSDORG00000014700
pan_troglodytes ENSPTRG00000010386
pan_paniscus ENSPPAG00000028332
gorilla_gorilla ENSGGOG00000013703
homo_sapiens ENSG00000171105
pongo_abelii ENSPPYG00000009471
nomascus_leucogenys ENSNLEG00000000403
mandrillus_leucophaeus ENSMLEG00000032885
cercocebus_atys ENSCATG00000022887
theropithecus_gelada ENSTGEG00000020791
papio_anubis ENSPANG00000022952
macaca_fascicularis ENSMFAG00000041609
macaca_mulatta ENSMMUG00000028907
macaca_nemestrina ENSMNEG00000022660
chlorocebus_sabaeus ENSCSAG00000008965
colobus_angolensis_palliatus ENSCANG00000041029
piliocolobus_tephrosceles ENSPTEG00000028663
rhinopithecus_roxellana ENSRROG00000039199
rhinopithecus_bieti ENSRBIG00000036045
saimiri_boliviensis_boliviensis ENSSBOG00000023439
callithrix_jacchus ENSCJAG00000016091
cebus_capucinus ENSCCAG00000023219
aotus_nancymaae ENSANAG00000021860
carlito_syrichta ENSTSYG00000001830
oryctolagus_cuniculus ENSOCUG00000004436
prolemur_simus ENSPSMG00000023047
propithecus_coquereli ENSPCOG00000025098
microcebus_murinus ENSMICG00000011978
otolemur_garnettii ENSOGAG00000002968
tupaia_belangeri ENSTBEG00000000208
fukomys_damarensis ENSFDAG00000005960
capra_hircus ENSCHIG00000014171
ovis_aries ENSOARG00000000285
bos_taurus ENSBTAG00000012687
bos_mutus ENSBMUG00000026033
bison_bison_bison ENSBBBG00000018333
tursiops_truncatus ENSTTRG00000009054
sus_scrofa ENSSSCG00000013566
equus_asinus_asinus ENSEASG00005013740
equus_caballus ENSECAG00000010127
ursus_maritimus ENSUMAG00000013401
ursus_americanus ENSUAMG00000017498
ailuropoda_melanoleuca ENSAMEG00000008175
neovison_vison ENSNVIG00000018756
mustela_putorius_furo ENSMPUG00000008446
canis_lupus_familiaris ENSCAFG00000018170
canis_lupus_dingo ENSCAFG00020023010
vulpes_vulpes ENSVVUG00000028254
panthera_pardus ENSPPRG00000009528
panthera_tigris_altaica ENSPTIG00000007440
felis_catus ENSFCAG00000003030
pteropus_vampyrus ENSPVAG00000006288
myotis_lucifugus ENSMLUG00000013806
ochotona_princeps ENSOPRG00000004390
sarcophilus_harrisii ENSSHAG00000007439
sarcophilus_harrisii ENSSHAG00000007775
phascolarctos_cinereus ENSPCIG00000022748
notamacropus_eugenii ENSMEUG00000001415
monodelphis_domestica ENSMODG00000015101
ornithorhynchus_anatinus ENSOANG00000002103
latimeria_chalumnae ENSLACG00000007855
latimeria_chalumnae ENSLACG00000009952
ornithorhynchus_anatinus ENSOANG00000002002
apteryx_haastii ENSAHAG00000015330
apteryx_rowi ENSARWG00000018700
apteryx_owenii ENSAOWG00000013859
dromaius_novaehollandiae ENSDNVG00000012679
nothoprocta_perdicaria ENSNPEG00000011123
manacus_vitellinus ENSMVIG00005011159
lepidothrix_coronata ENSLCOG00000009317
junco_hyemalis ENSJHYG00000010223
zonotrichia_albicollis ENSZALG00000017502
serinus_canaria ENSSCAG00000003553
ficedula_albicollis ENSFALG00000013853
lonchura_striata_domestica ENSLSDG00000004026
taeniopygia_guttata ENSTGUG00000000426
parus_major ENSPMJG00000010844
cyanistes_caeruleus ENSCCEG00000023536
meleagris_gallopavo ENSMGAG00000005184
gallus_gallus ENSGALG00000040758
coturnix_japonica ENSCJPG00005011939
numida_meleagris ENSNMEG00000003950
calidris_pugnax ENSCPUG00000019687
calidris_pygmaea ENSCPGG00000011664
melopsittacus_undulatus ENSMUNG00000004011
anser_brachyrhynchus ENSABRG00000004285
anas_platyrhynchos_platyrhynchos ENSAPLG00000014259
crocodylus_porosus ENSCPRG00005016365
chelonoidis_abingdonii ENSCABG00000016421
gopherus_agassizii ENSGAGG00000021620
chrysemys_picta_bellii ENSCPBG00000013065
pelodiscus_sinensis ENSPSIG00000002138
sphenodon_punctatus ENSSPUG00000009734
pogona_vitticeps ENSPVIG00000017753
notechis_scutatus ENSNSUG00000016317
salvator_merianae ENSSMRG00000005612
latimeria_chalumnae ENSLACG00000004756
xenopus_tropicalis ENSXETG00000013518
pygocentrus_nattereri ENSPNAG00000025154
gasterosteus_aculeatus ENSGACG00000010475
labrus_bergylta ENSLBEG00000005467
mola_mola ENSMMOG00000019715
seriola_dumerili ENSSDUG00000001593
seriola_lalandi_dorsalis ENSSLDG00000016088
scophthalmus_maximus ENSSMAG00000004638
mastacembelus_armatus ENSMAMG00000005288
monopterus_albus ENSMALG00000015068
anabas_testudineus ENSATEG00000008275
cynoglossus_semilaevis ENSCSEG00000014148
poecilia_formosa ENSPFOG00000011513
poecilia_latipinna ENSPLAG00000022777
poecilia_mexicana ENSPMEG00000024214
poecilia_reticulata ENSPREG00000016870
xiphophorus_maculatus ENSXMAG00000018648
xiphophorus_couchianus ENSXCOG00000001302
gambusia_affinis ENSGAFG00000014195
cyprinodon_variegatus ENSCVAG00000021557
fundulus_heteroclitus ENSFHEG00000005985
kryptolebias_marmoratus ENSKMAG00000022163
oryzias_latipes ENSORLG00000018568
oryzias_latipes ENSORLG00020011945
oryzias_latipes_asm223469v1 ENSORLG00015008423
oryzias_melastigma ENSOMEG00000000314
stegastes_partitus ENSSPAG00000005776
stegastes_partitus ENSSPAG00000011101
amphiprion_percula ENSAPEG00000000991
amphiprion_ocellaris ENSAOCG00000023485
acanthochromis_polyacanthus ENSAPOG00000003154
maylandia_zebra ENSMZEG00005028048
astatotilapia_calliptera ENSACLG00000021318
haplochromis_burtoni ENSHBUG00000004766
pundamilia_nyererei ENSPNYG00000007318
oreochromis_niloticus ENSONIG00000001811
neolamprologus_brichardi ENSNBRG00000015391
amphilophus_citrinellus ENSACIG00000006754
takifugu_rubripes ENSTRUG00000012281
tetraodon_nigroviridis ENSTNIG00000015518
periophthalmus_magnuspinnatus ENSPMGG00000006424
hippocampus_comes ENSHCOG00000020384
gadus_morhua ENSGMOG00000013387
esox_lucius ENSELUG00000018619
pygocentrus_nattereri ENSPNAG00000010410
astyanax_mexicanus ENSAMXG00000016228
ictalurus_punctatus ENSIPUG00000024674
danio_rerio ENSDARG00000071524
paramormyrops_kingsleyae ENSPKIG00000010986
scleropages_formosus ENSSFOG00015006996
maylandia_zebra ENSMZEG00005024476
astatotilapia_calliptera ENSACLG00000011245
pundamilia_nyererei ENSPNYG00000008035
haplochromis_burtoni ENSHBUG00000013474
neolamprologus_brichardi ENSNBRG00000011734
oreochromis_niloticus ENSONIG00000018609
amphilophus_citrinellus ENSACIG00000007680
cynoglossus_semilaevis ENSCSEG00000014505
gasterosteus_aculeatus ENSGACG00000016929
labrus_bergylta ENSLBEG00000006683
mola_mola ENSMMOG00000020594
acanthochromis_polyacanthus ENSAPOG00000017568
poecilia_formosa ENSPFOG00000003462
poecilia_mexicana ENSPMEG00000014275
poecilia_latipinna ENSPLAG00000000359
poecilia_reticulata ENSPREG00000013525
xiphophorus_maculatus ENSXMAG00000000547
xiphophorus_couchianus ENSXCOG00000018729
gambusia_affinis ENSGAFG00000020070
cyprinodon_variegatus ENSCVAG00000018467
fundulus_heteroclitus ENSFHEG00000009349
kryptolebias_marmoratus ENSKMAG00000021993
oryzias_latipes ENSORLG00000017980
oryzias_latipes_asm223469v1 ENSORLG00015003820
oryzias_latipes ENSORLG00020003993
oryzias_melastigma ENSOMEG00000012348
takifugu_rubripes ENSTRUG00000007600
tetraodon_nigroviridis ENSTNIG00000014905
seriola_lalandi_dorsalis ENSSLDG00000011008
seriola_dumerili ENSSDUG00000011994
scophthalmus_maximus ENSSMAG00000015526
anabas_testudineus ENSATEG00000021893
monopterus_albus ENSMALG00000018506
mastacembelus_armatus ENSMAMG00000002263
amphiprion_percula ENSAPEG00000021882
amphiprion_ocellaris ENSAOCG00000023289
acanthochromis_polyacanthus ENSAPOG00000023001
stegastes_partitus ENSSPAG00000012933
periophthalmus_magnuspinnatus ENSPMGG00000014835
hippocampus_comes ENSHCOG00000002618
gadus_morhua ENSGMOG00000012522
esox_lucius ENSELUG00000013713
pygocentrus_nattereri ENSPNAG00000010896
astyanax_mexicanus ENSAMXG00000001680
ictalurus_punctatus ENSIPUG00000015045
danio_rerio ENSDARG00000011948
scleropages_formosus ENSSFOG00015008555
paramormyrops_kingsleyae ENSPKIG00000000920
lepisosteus_oculatus ENSLOCG00000004179
petromyzon_marinus ENSPMAG00000002315
eptatretus_burgeri ENSEBUG00000000994
petromyzon_marinus ENSPMAG00000006274
eptatretus_burgeri ENSEBUG00000015392
eptatretus_burgeri ENSEBUG00000009430
petromyzon_marinus ENSPMAG00000007436
petromyzon_marinus ENSPMAG00000005896
petromyzon_marinus ENSPMAG00000007101
petromyzon_marinus ENSPMAG00000007097
eptatretus_burgeri ENSEBUG00000003004
