sorex_araneus ENSSARG00000002841
carlito_syrichta ENSTSYG00000026416
prolemur_simus ENSPSMG00000000318
prolemur_simus ENSPSMG00000000302
propithecus_coquereli ENSPCOG00000027314
propithecus_coquereli ENSPCOG00000020736
microcebus_murinus ENSMICG00000011400
otolemur_garnettii ENSOGAG00000013465
otolemur_garnettii ENSOGAG00000015927
homo_sapiens ENSG00000169469
pan_paniscus ENSPPAG00000035820
nomascus_leucogenys ENSNLEG00000010358
cercocebus_atys ENSCATG00000003043
chlorocebus_sabaeus ENSCSAG00000000044
theropithecus_gelada ENSTGEG00000018324
piliocolobus_tephrosceles ENSPTEG00000026659
macaca_mulatta ENSMMUG00000031669
macaca_nemestrina ENSMNEG00000010908
theropithecus_gelada ENSTGEG00000018253
chlorocebus_sabaeus ENSCSAG00000000042
piliocolobus_tephrosceles ENSPTEG00000026751
homo_sapiens ENSG00000169474
gorilla_gorilla ENSGGOG00000043048
pongo_abelii ENSPPYG00000000826
nomascus_leucogenys ENSNLEG00000035936
cebus_capucinus ENSCCAG00000029622
callithrix_jacchus ENSCJAG00000047212
aotus_nancymaae ENSANAG00000020214
aotus_nancymaae ENSANAG00000025630
callithrix_jacchus ENSCJAG00000046315
heterocephalus_glaber_female ENSHGLG00000019301
octodon_degus ENSODEG00000012331
marmota_marmota_marmota ENSMMMG00000018192
marmota_marmota_marmota ENSMMMG00000022248
urocitellus_parryii ENSUPAG00010016619
urocitellus_parryii ENSUPAG00010016590
marmota_marmota_marmota ENSMMMG00000018178
spermophilus_dauricus ENSSDAG00000002109
castor_canadensis ENSCCNG00000009337
peromyscus_maniculatus_bairdii ENSPEMG00000007864
cricetulus_griseus_crigri-picr ENSCGRG00015007634
meriones_unguiculatus ENSMUGG00000024742
mus_spicilegus ENSMSIG00000012460
cavia_porcellus ENSCPOG00000008260
jaculus_jaculus ENSJJAG00000009222
dipodomys_ordii ENSDORG00000011402
ochotona_princeps ENSOPRG00000004780
sus_scrofa ENSSSCG00000022269
sus_scrofa ENSSSCG00000023406
bison_bison_bison ENSBBBG00000009107
ursus_americanus ENSUAMG00000018507
ursus_maritimus ENSUMAG00000001215
ailuropoda_melanoleuca ENSAMEG00000018792
neovison_vison ENSNVIG00000007453
canis_lupus_dingo ENSCAFG00020009355
vulpes_vulpes ENSVVUG00000015758
vulpes_vulpes ENSVVUG00000015768
panthera_tigris_altaica ENSPTIG00000006953
panthera_pardus ENSPPRG00000012235
felis_catus ENSFCAG00000037339
equus_asinus_asinus ENSEASG00005005149
equus_caballus ENSECAG00000007450
pteropus_vampyrus ENSPVAG00000014303
echinops_telfairi ENSETEG00000001196
choloepus_hoffmanni ENSCHOG00000004757
dasypus_novemcinctus ENSDNOG00000014931
tupaia_belangeri ENSTBEG00000011274
phascolarctos_cinereus ENSPCIG00000017712
