apteryx_haastii ENSAHAG00000017895
apteryx_owenii ENSAOWG00000013284
apteryx_rowi ENSARWG00000007819
dromaius_novaehollandiae ENSDNVG00000007012
nothoprocta_perdicaria ENSNPEG00000009067
lepidothrix_coronata ENSLCOG00000010399
manacus_vitellinus ENSMVIG00005011066
zonotrichia_albicollis ENSZALG00000016442
junco_hyemalis ENSJHYG00000010356
serinus_canaria ENSSCAG00000016835
taeniopygia_guttata ENSTGUG00000013613
lonchura_striata ENSLSDG00000016265
ficedula_albicollis ENSFALG00000006553
parus_major ENSPMJG00000011190
cyanistes_caeruleus ENSCCEG00000015752
calidris_pygmaea ENSCPGG00000012554
calidris_pugnax ENSCPUG00000004614
melopsittacus_undulatus ENSMUNG00000012773
coturnix_japonica ENSCJPG00005017632
meleagris_gallopavo ENSMGAG00000014381
gallus_gallus ENSGALG00000015348
meleagris_gallopavo ENSMGAG00000014383
numida_meleagris ENSNMEG00000000243
anas_platyrhynchos ENSAPLG00000012031
anser_brachyrhynchus ENSABRG00000007482
crocodylus_porosus ENSCPRG00005010758
chelonoidis_abingdonii ENSCABG00000011176
gopherus_agassizii ENSGAGG00000013453
chrysemys_picta ENSCPBG00000004575
pelodiscus_sinensis ENSPSIG00000015483
pogona_vitticeps ENSPVIG00000016433
anolis_carolinensis ENSACAG00000006325
notechis_scutatus ENSNSUG00000015936
salvator_merianae ENSSMRG00000004263
sphenodon_punctatus ENSSPUG00000018672
notamacropus_eugenii ENSMEUG00000012200
phascolarctos_cinereus ENSPCIG00000022503
sarcophilus_harrisii ENSSHAG00000014892
monodelphis_domestica ENSMODG00000001829
pan_paniscus ENSPPAG00000039255
pan_troglodytes ENSPTRG00000015182
homo_sapiens ENSG00000170017
gorilla_gorilla ENSGGOG00000008482
pongo_abelii ENSPPYG00000013581
nomascus_leucogenys ENSNLEG00000003402
piliocolobus_tephrosceles ENSPTEG00000027171
colobus_angolensis ENSCANG00000035962
rhinopithecus_roxellana ENSRROG00000025388
rhinopithecus_bieti ENSRBIG00000017983
theropithecus_gelada ENSTGEG00000025856
cercocebus_atys ENSCATG00000036743
papio_anubis ENSPANG00000009915
mandrillus_leucophaeus ENSMLEG00000031403
macaca_mulatta ENSMMUG00000009107
macaca_nemestrina ENSMNEG00000039658
macaca_fascicularis ENSMFAG00000045444
chlorocebus_sabaeus ENSCSAG00000006293
saimiri_boliviensis ENSSBOG00000026824
callithrix_jacchus ENSCJAG00000004708
cebus_capucinus ENSCCAG00000034808
aotus_nancymaae ENSANAG00000036946
