pygocentrus_nattereri ENSPNAG00000028057
astyanax_mexicanus ENSAMXG00000034406
ictalurus_punctatus ENSIPUG00000007048
danio_rerio ENSDARG00000099117
seriola_lalandi_dorsalis ENSSLDG00000013608
scophthalmus_maximus ENSSMAG00000006990
anabas_testudineus ENSATEG00000024436
labrus_bergylta ENSLBEG00000006259
hippocampus_comes ENSHCOG00000009764
amphiprion_percula ENSAPEG00000018254
amphiprion_ocellaris ENSAOCG00000008768
acanthochromis_polyacanthus ENSAPOG00000004560
stegastes_partitus ENSSPAG00000017895
cyprinodon_variegatus ENSCVAG00000021369
cyprinodon_variegatus ENSCVAG00000003811
xiphophorus_maculatus ENSXMAG00000023582
kryptolebias_marmoratus ENSKMAG00000021583
oryzias_latipes ENSORLG00000030247
oryzias_latipes ENSORLG00020018992
oryzias_melastigma ENSOMEG00000017173
maylandia_zebra ENSMZEG00005006847
astatotilapia_calliptera ENSACLG00000021562
esox_lucius ENSELUG00000022003
scleropages_formosus ENSSFOG00015018830
