tursiops_truncatus ENSTTRG00000013725
bos_taurus ENSBTAG00000054576
sus_scrofa ENSSSCG00000023932
ursus_americanus ENSUAMG00000000440
vulpes_vulpes ENSVVUG00000017536
neovison_vison ENSNVIG00000012719
panthera_tigris_altaica ENSPTIG00000021683
equus_asinus_asinus ENSEASG00005018155
pteropus_vampyrus ENSPVAG00000000802
cricetulus_griseus_chok1gshd ENSCGRG00001009927
mesocricetus_auratus ENSMAUG00000000546
microtus_ochrogaster ENSMOCG00000004679
mus_spicilegus ENSMSIG00000002830
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0023105
mus_musculus ENSMUSG00000104063
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0022196
mus_pahari MGP_PahariEiJ_G0018929
rattus_norvegicus ENSRNOG00000039454
meriones_unguiculatus ENSMUGG00000001880
castor_canadensis ENSCCNG00000023598
mandrillus_leucophaeus ENSMLEG00000027197
chlorocebus_sabaeus ENSCSAG00000012497
homo_sapiens ENSG00000254122
choloepus_hoffmanni ENSCHOG00000005316
procavia_capensis ENSPCAG00000010493
