loxodonta_africana ENSLAFG00000013972
procavia_capensis ENSPCAG00000006114
echinops_telfairi ENSETEG00000000503
choloepus_hoffmanni ENSCHOG00000010853
gorilla_gorilla ENSGGOG00000002465
homo_sapiens ENSG00000151838
pan_troglodytes ENSPTRG00000006401
pan_paniscus ENSPPAG00000039911
pongo_abelii ENSPPYG00000005866
piliocolobus_tephrosceles ENSPTEG00000001459
colobus_angolensis_palliatus ENSCANG00000018023
rhinopithecus_roxellana ENSRROG00000037240
rhinopithecus_bieti ENSRBIG00000034655
theropithecus_gelada ENSTGEG00000014252
mandrillus_leucophaeus ENSMLEG00000031273
macaca_fascicularis ENSMFAG00000043449
macaca_mulatta ENSMMUG00000011965
macaca_nemestrina ENSMNEG00000035042
chlorocebus_sabaeus ENSCSAG00000014299
cercocebus_atys ENSCATG00000032497
papio_anubis ENSPANG00000018662
nomascus_leucogenys ENSNLEG00000013507
cebus_capucinus ENSCCAG00000029109
saimiri_boliviensis_boliviensis ENSSBOG00000031269
callithrix_jacchus ENSCJAG00000018979
aotus_nancymaae ENSANAG00000037460
carlito_syrichta ENSTSYG00000001828
prolemur_simus ENSPSMG00000025792
microcebus_murinus ENSMICG00000012495
propithecus_coquereli ENSPCOG00000015679
tupaia_belangeri ENSTBEG00000009275
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0018678
mus_musculus ENSMUSG00000021086
mus_spicilegus ENSMSIG00000025076
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0017833
mus_pahari MGP_PahariEiJ_G0029589
rattus_norvegicus ENSRNOG00000004774
meriones_unguiculatus ENSMUGG00000016224
mesocricetus_auratus ENSMAUG00000012981
cricetulus_griseus_crigri-picr ENSCGRG00015026930
peromyscus_maniculatus_bairdii ENSPEMG00000025864
microtus_ochrogaster ENSMOCG00000018926
nannospalax_galili ENSNGAG00000017464
fukomys_damarensis ENSFDAG00000012044
chinchilla_lanigera ENSCLAG00000004873
spermophilus_dauricus ENSSDAG00000013613
urocitellus_parryii ENSUPAG00010002299
marmota_marmota_marmota ENSMMMG00000005957
oryctolagus_cuniculus ENSOCUG00000013421
ochotona_princeps ENSOPRG00000006225
pteropus_vampyrus ENSPVAG00000002776
myotis_lucifugus ENSMLUG00000004414
erinaceus_europaeus ENSEEUG00000000647
sorex_araneus ENSSARG00000008674
ursus_maritimus ENSUMAG00000013957
ursus_americanus ENSUAMG00000026888
ailuropoda_melanoleuca ENSAMEG00000002824
mustela_putorius_furo ENSMPUG00000006239
neovison_vison ENSNVIG00000006070
canis_lupus_familiaris ENSCAFG00000015570
canis_lupus_dingo ENSCAFG00020008321
vulpes_vulpes ENSVVUG00000029518
panthera_tigris_altaica ENSPTIG00000007051
panthera_pardus ENSPPRG00000003157
felis_catus ENSFCAG00000008719
equus_caballus ENSECAG00000018680
equus_asinus_asinus ENSEASG00005016172
bos_mutus ENSBMUG00000014494
bison_bison_bison ENSBBBG00000000613
ovis_aries ENSOARG00000021120
capra_hircus ENSCHIG00000022114
tursiops_truncatus ENSTTRG00000006709
sus_scrofa ENSSSCG00000027678
vicugna_pacos ENSVPAG00000005226
phascolarctos_cinereus ENSPCIG00000020400
sarcophilus_harrisii ENSSHAG00000010446
monodelphis_domestica ENSMODG00000025738
