pan_troglodytes ENSPTRG00000043032
pan_paniscus ENSPPAG00000000967
homo_sapiens ENSG00000175513
gorilla_gorilla ENSGGOG00000009452
nomascus_leucogenys ENSNLEG00000005955
cercocebus_atys ENSCATG00000040631
mandrillus_leucophaeus ENSMLEG00000029912
papio_anubis ENSPANG00000010860
theropithecus_gelada ENSTGEG00000007322
macaca_fascicularis ENSMFAG00000042007
macaca_nemestrina ENSMNEG00000044877
macaca_mulatta ENSMMUG00000001256
chlorocebus_sabaeus ENSCSAG00000008070
colobus_angolensis ENSCANG00000040744
piliocolobus_tephrosceles ENSPTEG00000032515
rhinopithecus_roxellana ENSRROG00000041191
rhinopithecus_bieti ENSRBIG00000029717
cebus_capucinus ENSCCAG00000032302
saimiri_boliviensis ENSSBOG00000032087
callithrix_jacchus ENSCJAG00000001757
carlito_syrichta ENSTSYG00000001522
prolemur_simus ENSPSMG00000022612
propithecus_coquereli ENSPCOG00000016636
microcebus_murinus ENSMICG00000038933
otolemur_garnettii ENSOGAG00000016520
castor_canadensis ENSCCNG00000024550
dipodomys_ordii ENSDORG00000024665
marmota_marmota ENSMMMG00000021311
spermophilus_dauricus ENSSDAG00000013091
urocitellus_parryii ENSUPAG00010009160
ictidomys_tridecemlineatus ENSSTOG00000021440
heterocephalus_glaber ENSHGLG00100017628
heterocephalus_glaber ENSHGLG00000017941
fukomys_damarensis ENSFDAG00000001075
cavia_porcellus ENSCPOG00000024494
chinchilla_lanigera ENSCLAG00000017240
octodon_degus ENSODEG00000017813
cricetulus_griseus ENSCGRG00000014004
cricetulus_griseus ENSCGRG00001011937
cricetulus_griseus ENSCGRG00015016089
mesocricetus_auratus ENSMAUG00000015792
microtus_ochrogaster ENSMOCG00000022064
peromyscus_maniculatus ENSPEMG00000013475
mus_spicilegus ENSMSIG00000003668
mus_musculus ENSMUSG00000039330
mus_spretus MGP_SPRETEiJ_G0023460
mus_caroli MGP_CAROLIEiJ_G0022546
mus_pahari MGP_PahariEiJ_G0014043
rattus_norvegicus ENSRNOG00000027564
meriones_unguiculatus ENSMUGG00000001737
jaculus_jaculus ENSJJAG00000022640
ochotona_princeps ENSOPRG00000002037
ochotona_princeps ENSOPRG00000007069
tupaia_belangeri ENSTBEG00000010737
pteropus_vampyrus ENSPVAG00000016968
myotis_lucifugus ENSMLUG00000011991
ursus_americanus ENSUAMG00000020780
ursus_maritimus ENSUMAG00000010871
ailuropoda_melanoleuca ENSAMEG00000017276
mustela_putorius ENSMPUG00000011411
neovison_vison ENSNVIG00000015229
canis_lupus ENSCAFG00000013124
canis_lupus ENSCAFG00020015329
vulpes_vulpes ENSVVUG00000027044
panthera_pardus ENSPPRG00000016839
panthera_tigris ENSPTIG00000020062
bos_indicus ENSBIXG00000009890
bos_indicus ENSBIXG00005016955
bos_taurus ENSBTAG00000003093
bos_mutus ENSBMUG00000000799
bison_bison ENSBBBG00000024914
capra_hircus ENSCHIG00000018850
ovis_aries ENSOARG00000000397
tursiops_truncatus ENSTTRG00000008801
sus_scrofa ENSSSCG00000012964
equus_caballus ENSECAG00000023491
equus_asinus ENSEASG00005004454
erinaceus_europaeus ENSEEUG00000010709
loxodonta_africana ENSLAFG00000001767
procavia_capensis ENSPCAG00000011166
echinops_telfairi ENSETEG00000017652
cavia_aperea ENSCAPG00000009561
phascolarctos_cinereus ENSPCIG00000008304
notamacropus_eugenii ENSMEUG00000009309
sarcophilus_harrisii ENSSHAG00000011571
ornithorhynchus_anatinus ENSOANG00000000350
anolis_carolinensis ENSACAG00000029584
pogona_vitticeps ENSPVIG00000023217
