clupea_harengus ENSCHAG00000027640
denticeps_clupeoides ENSDCDG00000002400
electrophorus_electricus ENSEEEG00000015974
ictalurus_punctatus ENSIPUG00000018268
astyanax_mexicanus ENSAMXG00005017701
astyanax_mexicanus ENSAMXG00000032573
pygocentrus_nattereri ENSPNAG00000025620
danio_rerio ENSDARG00000009342
seriola_lalandi ENSSLDG00000006159
seriola_dumerili ENSSDUG00000005061
lates_calcarifer ENSLCAG00010008798
scophthalmus_maximus ENSSMAG00000019843
monopterus_albus ENSMALG00000001376
mastacembelus_armatus ENSMAMG00000021997
anabas_testudineus ENSATEG00000016955
betta_splendens ENSBSLG00000006684
larimichthys_crocea ENSLCRG00005013541
labrus_bergylta ENSLBEG00000025155
cottoperca_gobio ENSCGOG00000004715
gasterosteus_aculeatus ENSGACG00000002309
takifugu_rubripes ENSTRUG00000019980
tetraodon_nigroviridis ENSTNIG00000005694
mola_mola ENSMMOG00000004960
cynoglossus_semilaevis ENSCSEG00000009500
amphiprion_ocellaris ENSAOCG00000001137
amphiprion_percula ENSAPEG00000001943
acanthochromis_polyacanthus ENSAPOG00000014699
stegastes_partitus ENSSPAG00000008387
parambassis_ranga ENSPRNG00000003246
xiphophorus_maculatus ENSXMAG00000005999
xiphophorus_couchianus ENSXCOG00000005325
gambusia_affinis ENSGAFG00000005220
poecilia_formosa ENSPFOG00000008858
poecilia_latipinna ENSPLAG00000000086
poecilia_mexicana ENSPMEG00000011584
poecilia_reticulata ENSPREG00000017433
cyprinodon_variegatus ENSCVAG00000002246
fundulus_heteroclitus ENSFHEG00000005412
kryptolebias_marmoratus ENSKMAG00000004450
oryzias_latipes ENSORLG00000006563
oryzias_latipes ENSORLG00020000678
oryzias_latipes ENSORLG00015021563
oryzias_melastigma ENSOMEG00000015910
astatotilapia_calliptera ENSACLG00000019958
maylandia_zebra ENSMZEG00005017309
pundamilia_nyererei ENSPNYG00000021550
haplochromis_burtoni ENSHBUG00000023448
neolamprologus_brichardi ENSNBRG00000005710
oreochromis_niloticus ENSONIG00000014554
amphilophus_citrinellus ENSACIG00000003980
gouania_willdenowi ENSGWIG00000016690
periophthalmus_magnuspinnatus ENSPMGG00000008346
