xiphophorus_couchianus ENSXCOG00000000974
oryzias_latipes ENSORLG00000023284
amphilophus_citrinellus ENSACIG00000020421
amphilophus_citrinellus ENSACIG00000020461
pundamilia_nyererei ENSPNYG00000003806
haplochromis_burtoni ENSHBUG00000021425
neolamprologus_brichardi ENSNBRG00000024012
maylandia_zebra ENSMZEG00005028443
astatotilapia_calliptera ENSACLG00000010389
neolamprologus_brichardi ENSNBRG00000023182
oreochromis_niloticus ENSONIG00000007936
oreochromis_niloticus ENSONIG00000016387
periophthalmus_magnuspinnatus ENSPMGG00000013364
piliocolobus_tephrosceles ENSPTEG00000035789
theropithecus_gelada ENSTGEG00000018764
pteropus_vampyrus ENSPVAG00000014020
eptatretus_burgeri ENSEBUG00000015578
ciona_savignyi ENSCSAVG00000000795
ciona_intestinalis ENSCING00000000743
drosophila_melanogaster FBgn0005322
drosophila_melanogaster FBgn0028868
caenorhabditis_elegans_strain_n2 WBGene00010557
saccharomyces_cerevisiae YGR028W
