mastacembelus_armatus ENSMAMG00000006008
anabas_testudineus ENSATEG00000025081
cyprinodon_variegatus ENSCVAG00000018448
fundulus_heteroclitus ENSFHEG00000012715
poecilia_latipinna ENSPLAG00000018461
poecilia_reticulata ENSPREG00000010967
gambusia_affinis ENSGAFG00000001286
poecilia_mexicana ENSPMEG00000003719
xiphophorus_couchianus ENSXCOG00000016451
xiphophorus_maculatus ENSXMAG00000028607
kryptolebias_marmoratus ENSKMAG00000014747
oryzias_melastigma ENSOMEG00000000903
amphiprion_ocellaris ENSAOCG00000021277
amphiprion_percula ENSAPEG00000011256
stegastes_partitus ENSSPAG00000021322
acanthochromis_polyacanthus ENSAPOG00000011520
monopterus_albus ENSMALG00000011789
mola_mola ENSMMOG00000004057
labrus_bergylta ENSLBEG00000003221
seriola_dumerili ENSSDUG00000017159
seriola_lalandi_dorsalis ENSSLDG00000020419
periophthalmus_magnuspinnatus ENSPMGG00000001587
monopterus_albus ENSMALG00000003582
anabas_testudineus ENSATEG00000010749
fundulus_heteroclitus ENSFHEG00000001762
esox_lucius ENSELUG00000000554
danio_rerio ENSDARG00000109508
