ursus_maritimus ENSUMAG00000016113
ailuropoda_melanoleuca ENSAMEG00000011634
panthera_pardus ENSPPRG00000018445
felis_catus ENSFCAG00000032644
panthera_tigris_altaica ENSPTIG00000001274
sus_scrofa ENSSSCG00000029019
chinchilla_lanigera ENSCLAG00000005308
monodelphis_domestica ENSMODG00000004410
phascolarctos_cinereus ENSPCIG00000009207
theropithecus_gelada ENSTGEG00000024649
macaca_fascicularis ENSMFAG00000009499
papio_anubis ENSPANG00000030354
colobus_angolensis_palliatus ENSCANG00000037606
rhinopithecus_bieti ENSRBIG00000042058
piliocolobus_tephrosceles ENSPTEG00000017597
pongo_abelii ENSPPYG00000018706
rhinopithecus_roxellana ENSRROG00000033892
saimiri_boliviensis_boliviensis ENSSBOG00000012044
microcebus_murinus ENSMICG00000028269
marmota_marmota_marmota ENSMMMG00000017355
salvator_merianae ENSSMRG00000000326
