mastacembelus_armatus ENSMAMG00000011999
monopterus_albus ENSMALG00000000418
anabas_testudineus ENSATEG00000022404
scophthalmus_maximus ENSSMAG00000008030
cynoglossus_semilaevis ENSCSEG00000020140
seriola_dumerili ENSSDUG00000022484
seriola_lalandi_dorsalis ENSSLDG00000004239
labrus_bergylta ENSLBEG00000023023
poecilia_formosa ENSPFOG00000011974
poecilia_mexicana ENSPMEG00000015679
poecilia_latipinna ENSPLAG00000023900
poecilia_reticulata ENSPREG00000009369
xiphophorus_maculatus ENSXMAG00000010259
xiphophorus_couchianus ENSXCOG00000009423
gambusia_affinis ENSGAFG00000017176
fundulus_heteroclitus ENSFHEG00000005604
cyprinodon_variegatus ENSCVAG00000012849
oryzias_latipes ENSORLG00000001740
oryzias_latipes ENSORLG00020007709
oryzias_latipes_asm223469v1 ENSORLG00015017157
oryzias_melastigma ENSOMEG00000015655
pundamilia_nyererei ENSPNYG00000004985
astatotilapia_calliptera ENSACLG00000008731
haplochromis_burtoni ENSHBUG00000011857
maylandia_zebra ENSMZEG00005012554
oreochromis_niloticus ENSONIG00000014247
neolamprologus_brichardi ENSNBRG00000021594
amphilophus_citrinellus ENSACIG00000020668
amphiprion_ocellaris ENSAOCG00000004323
amphiprion_percula ENSAPEG00000015288
acanthochromis_polyacanthus ENSAPOG00000012456
stegastes_partitus ENSSPAG00000018176
kryptolebias_marmoratus ENSKMAG00000005546
hippocampus_comes ENSHCOG00000006273
mola_mola ENSMMOG00000010326
gasterosteus_aculeatus ENSGACG00000004702
gadus_morhua ENSGMOG00000004609
takifugu_rubripes ENSTRUG00000016708
tetraodon_nigroviridis ENSTNIG00000015947
periophthalmus_magnuspinnatus ENSPMGG00000014450
esox_lucius ENSELUG00000024298
astyanax_mexicanus ENSAMXG00000006021
danio_rerio ENSDARG00000054199
paramormyrops_kingsleyae ENSPKIG00000020835
scleropages_formosus ENSSFOG00015010034
lepisosteus_oculatus ENSLOCG00000012052
