apteryx_owenii ENSAOWG00000003980
apteryx_rowi ENSARWG00000003420
apteryx_haastii ENSAHAG00000008386
nothoprocta_perdicaria ENSNPEG00000005083
anser_brachyrhynchus ENSABRG00000007113
anas_platyrhynchos_platyrhynchos ENSAPLG00000003451
gallus_gallus ENSGALG00000001835
meleagris_gallopavo ENSMGAG00000003127
coturnix_japonica ENSCJPG00005011211
numida_meleagris ENSNMEG00000009899
calidris_pygmaea ENSCPGG00000011203
calidris_pugnax ENSCPUG00000012634
manacus_vitellinus ENSMVIG00005010822
lepidothrix_coronata ENSLCOG00000000079
melopsittacus_undulatus ENSMUNG00000015712
dromaius_novaehollandiae ENSDNVG00000009834
cyanistes_caeruleus ENSCCEG00000019779
parus_major ENSPMJG00000014397
taeniopygia_guttata ENSTGUG00000004091
lonchura_striata_domestica ENSLSDG00000014771
zonotrichia_albicollis ENSZALG00000017918
junco_hyemalis ENSJHYG00000004776
serinus_canaria ENSSCAG00000017279
ficedula_albicollis ENSFALG00000010133
crocodylus_porosus ENSCPRG00005001778
gopherus_agassizii ENSGAGG00000008551
chelonoidis_abingdonii ENSCABG00000000017
chrysemys_picta_bellii ENSCPBG00000022230
pelodiscus_sinensis ENSPSIG00000002657
anolis_carolinensis ENSACAG00000003363
pogona_vitticeps ENSPVIG00000022471
notechis_scutatus ENSNSUG00000001551
salvator_merianae ENSSMRG00000009162
phascolarctos_cinereus ENSPCIG00000007823
notamacropus_eugenii ENSMEUG00000016370
sarcophilus_harrisii ENSSHAG00000002485
monodelphis_domestica ENSMODG00000023686
heterocephalus_glaber_female ENSHGLG00000018490
heterocephalus_glaber_male ENSHGLG00100007791
fukomys_damarensis ENSFDAG00000013551
cavia_porcellus ENSCPOG00000011689
castor_canadensis ENSCCNG00000011065
marmota_marmota_marmota ENSMMMG00000020944
pan_paniscus ENSPPAG00000039962
pan_troglodytes ENSPTRG00000000017
homo_sapiens ENSG00000162572
gorilla_gorilla ENSGGOG00000005342
pongo_abelii ENSPPYG00000002016
nomascus_leucogenys ENSNLEG00000000040
piliocolobus_tephrosceles ENSPTEG00000015297
colobus_angolensis_palliatus ENSCANG00000036841
rhinopithecus_roxellana ENSRROG00000042008
rhinopithecus_bieti ENSRBIG00000030913
cercocebus_atys ENSCATG00000036571
mandrillus_leucophaeus ENSMLEG00000032722
theropithecus_gelada ENSTGEG00000011044
papio_anubis ENSPANG00000008757
macaca_mulatta ENSMMUG00000032292
macaca_fascicularis ENSMFAG00000037138
macaca_nemestrina ENSMNEG00000036232
chlorocebus_sabaeus ENSCSAG00000000678
cebus_capucinus ENSCCAG00000031462
saimiri_boliviensis_boliviensis ENSSBOG00000004031
aotus_nancymaae ENSANAG00000033990
tupaia_belangeri ENSTBEG00000004206
capra_hircus ENSCHIG00000024863
ovis_aries ENSOARG00000005427
bos_taurus ENSBTAG00000017674
bos_mutus ENSBMUG00000024486
bison_bison_bison ENSBBBG00000016372
tursiops_truncatus ENSTTRG00000017023
sus_scrofa ENSSSCG00000027991
erinaceus_europaeus ENSEEUG00000010369
ursus_americanus ENSUAMG00000010283
ursus_maritimus ENSUMAG00000002403
ailuropoda_melanoleuca ENSAMEG00000013661
mustela_putorius_furo ENSMPUG00000014145
canis_lupus_dingo ENSCAFG00020011584
canis_lupus_familiaris ENSCAFG00000019299
vulpes_vulpes ENSVVUG00000004194
panthera_pardus ENSPPRG00000002392
panthera_tigris_altaica ENSPTIG00000014372
felis_catus ENSFCAG00000007609
pteropus_vampyrus ENSPVAG00000001014
equus_caballus ENSECAG00000010898
equus_asinus_asinus ENSEASG00005015009
dasypus_novemcinctus ENSDNOG00000049004
loxodonta_africana ENSLAFG00000022357
procavia_capensis ENSPCAG00000002052
echinops_telfairi ENSETEG00000000726
ornithorhynchus_anatinus ENSOANG00000001638
ornithorhynchus_anatinus ENSOANG00000032259
xenopus_tropicalis ENSXETG00000001026
xenopus_tropicalis ENSXETG00000001030
latimeria_chalumnae ENSLACG00000018741
eptatretus_burgeri ENSEBUG00000009554
