amphiprion_ocellaris ENSAOCG00000003554
stegastes_partitus ENSSPAG00000007985
acanthochromis_polyacanthus ENSAPOG00000006265
kryptolebias_marmoratus ENSKMAG00000018959
xiphophorus_couchianus ENSXCOG00000000314
amphilophus_citrinellus ENSACIG00000016823
amphilophus_citrinellus ENSACIG00000016860
amphilophus_citrinellus ENSACIG00000016846
amphilophus_citrinellus ENSACIG00000002248
astatotilapia_calliptera ENSACLG00000014720
maylandia_zebra ENSMZEG00005027587
maylandia_zebra ENSMZEG00005027588
astatotilapia_calliptera ENSACLG00000014699
haplochromis_burtoni ENSHBUG00000020140
maylandia_zebra ENSMZEG00005027584
neolamprologus_brichardi ENSNBRG00000018236
pundamilia_nyererei ENSPNYG00000011066
neolamprologus_brichardi ENSNBRG00000001526
maylandia_zebra ENSMZEG00005027590
haplochromis_burtoni ENSHBUG00000020150
astatotilapia_calliptera ENSACLG00000014662
haplochromis_burtoni ENSHBUG00000015348
astatotilapia_calliptera ENSACLG00000014644
takifugu_rubripes ENSTRUG00000024058
takifugu_rubripes ENSTRUG00000020770
takifugu_rubripes ENSTRUG00000020654
anabas_testudineus ENSATEG00000004255
monopterus_albus ENSMALG00000006907
