astatotilapia_calliptera ENSACLG00000020292
maylandia_zebra ENSMZEG00005028107
maylandia_zebra ENSMZEG00005022826
pundamilia_nyererei ENSPNYG00000023703
neolamprologus_brichardi ENSNBRG00000019507
amphilophus_citrinellus ENSACIG00000015044
amphiprion_percula ENSAPEG00000009590
acanthochromis_polyacanthus ENSAPOG00000018154
oryzias_latipes ENSORLG00015013107
oryzias_latipes ENSORLG00015012417
oryzias_latipes ENSORLG00000026275
oryzias_latipes ENSORLG00015012482
oryzias_latipes ENSORLG00020016130
oryzias_latipes ENSORLG00000023172
oryzias_latipes ENSORLG00015013134
oryzias_latipes ENSORLG00015013070
oryzias_latipes ENSORLG00015012524
oryzias_melastigma ENSOMEG00000004990
mastacembelus_armatus ENSMAMG00000006987
monopterus_albus ENSMALG00000004353
anabas_testudineus ENSATEG00000006646
anabas_testudineus ENSATEG00000003915
lates_calcarifer ENSLCAG00010004831
lates_calcarifer ENSLCAG00010004895
lates_calcarifer ENSLCAG00010004862
cottoperca_gobio ENSCGOG00000014844
