scophthalmus_maximus ENSSMAG00000011341
cynoglossus_semilaevis ENSCSEG00000013310
seriola_lalandi_dorsalis ENSSLDG00000014901
amphiprion_ocellaris ENSAOCG00000016710
amphiprion_percula ENSAPEG00000012078
acanthochromis_polyacanthus ENSAPOG00000023573
stegastes_partitus ENSSPAG00000003699
astatotilapia_calliptera ENSACLG00000010036
kryptolebias_marmoratus ENSKMAG00000012352
poecilia_formosa ENSPFOG00000024250
oryzias_latipes_asm223469v1 ENSORLG00015016116
monopterus_albus ENSMALG00000021034
labrus_bergylta ENSLBEG00000003226
esox_lucius ENSELUG00000001229
pygocentrus_nattereri ENSPNAG00000009899
astyanax_mexicanus ENSAMXG00000004143
ictalurus_punctatus ENSIPUG00000007224
danio_rerio ENSDARG00000067781
