sarcophilus_harrisii ENSSHAG00000004399
monodelphis_domestica ENSMODG00000019160
phascolarctos_cinereus ENSPCIG00000027134
cricetulus_griseus_chok1gshd ENSCGRG00001007450
cricetulus_griseus_crigri ENSCGRG00000012096
cricetulus_griseus_crigri-picr ENSCGRG00015002265
mesocricetus_auratus ENSMAUG00000008487
microtus_ochrogaster ENSMOCG00000008660
mus_spicilegus ENSMSIG00000030725
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0032319
mus_musculus ENSMUSG00000079019
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0031200
mus_pahari MGP_PahariEiJ_G0021665
rattus_norvegicus ENSRNOG00000018757
meriones_unguiculatus ENSMUGG00000014566
nannospalax_galili ENSNGAG00000014732
jaculus_jaculus ENSJJAG00000016872
chinchilla_lanigera ENSCLAG00000007832
heterocephalus_glaber_female ENSHGLG00000003768
cavia_porcellus ENSCPOG00000019362
castor_canadensis ENSCCNG00000022060
urocitellus_parryii ENSUPAG00010019100
marmota_marmota_marmota ENSMMMG00000000672
piliocolobus_tephrosceles ENSPTEG00000031215
rhinopithecus_bieti ENSRBIG00000030880
theropithecus_gelada ENSTGEG00000013279
mandrillus_leucophaeus ENSMLEG00000041971
chlorocebus_sabaeus ENSCSAG00000005480
aotus_nancymaae ENSANAG00000016622
saimiri_boliviensis_boliviensis ENSSBOG00000027898
prolemur_simus ENSPSMG00000025384
propithecus_coquereli ENSPCOG00000027154
ailuropoda_melanoleuca ENSAMEG00000010794
ursus_americanus ENSUAMG00000018379
mustela_putorius_furo ENSMPUG00000015800
neovison_vison ENSNVIG00000017040
canis_lupus_dingo ENSCAFG00020011823
felis_catus ENSFCAG00000041672
panthera_pardus ENSPPRG00000004009
equus_caballus ENSECAG00000027990
equus_asinus_asinus ENSEASG00005005946
capra_hircus ENSCHIG00000020939
ovis_aries ENSOARG00000014966
bos_taurus ENSBTAG00000025775
bos_mutus ENSBMUG00000025098
bison_bison_bison ENSBBBG00000008094
sus_scrofa ENSSSCG00000013887
myotis_lucifugus ENSMLUG00000024491
loxodonta_africana ENSLAFG00000025675
danio_rerio ENSDARG00000035862
