ovis_aries ENSOARG00000014687
capra_hircus ENSCHIG00000019785
bos_indicus ENSBIXG00000003567
bos_indicus ENSBIXG00005021715
bos_taurus ENSBTAG00000002894
bison_bison ENSBBBG00000022690
bos_mutus ENSBMUG00000004735
sus_scrofa ENSSSCG00000015488
tursiops_truncatus ENSTTRG00000014661
vicugna_pacos ENSVPAG00000005964
ursus_americanus ENSUAMG00000012868
ursus_maritimus ENSUMAG00000019972
ailuropoda_melanoleuca ENSAMEG00000015555
canis_lupus ENSCAFG00020017375
canis_lupus ENSCAFG00000014587
vulpes_vulpes ENSVVUG00000014510
mustela_putorius ENSMPUG00000015649
neovison_vison ENSNVIG00000024222
panthera_tigris ENSPTIG00000005379
panthera_pardus ENSPPRG00000017713
felis_catus ENSFCAG00000040161
pteropus_vampyrus ENSPVAG00000014469
myotis_lucifugus ENSMLUG00000017765
equus_asinus ENSEASG00005017111
equus_caballus ENSECAG00000021182
erinaceus_europaeus ENSEEUG00000009676
erinaceus_europaeus ENSEEUG00000010714
sorex_araneus ENSSARG00000011801
mus_spretus MGP_SPRETEiJ_G0015571
mus_spicilegus ENSMSIG00000020669
mus_musculus ENSMUSG00000026700
mus_caroli MGP_CAROLIEiJ_G0014764
mus_pahari MGP_PahariEiJ_G0028001
rattus_norvegicus ENSRNOG00000002968
meriones_unguiculatus ENSMUGG00000018287
peromyscus_maniculatus ENSPEMG00000000194
microtus_ochrogaster ENSMOCG00000016434
cricetulus_griseus ENSCGRG00015011695
cricetulus_griseus ENSCGRG00000008694
cricetulus_griseus ENSCGRG00001013801
mesocricetus_auratus ENSMAUG00000012037
castor_canadensis ENSCCNG00000011262
cavia_porcellus ENSCPOG00000032219
cavia_aperea ENSCAPG00000010761
fukomys_damarensis ENSFDAG00000004830
chinchilla_lanigera ENSCLAG00000010664
octodon_degus ENSODEG00000013566
urocitellus_parryii ENSUPAG00010001562
spermophilus_dauricus ENSSDAG00000004262
marmota_marmota ENSMMMG00000017713
carlito_syrichta ENSTSYG00000011676
prolemur_simus ENSPSMG00000010645
propithecus_coquereli ENSPCOG00000016604
microcebus_murinus ENSMICG00000017761
otolemur_garnettii ENSOGAG00000011782
pan_paniscus ENSPPAG00000032078
pan_troglodytes ENSPTRG00000001692
gorilla_gorilla ENSGGOG00000026898
homo_sapiens ENSG00000117586
pongo_abelii ENSPPYG00000000500
nomascus_leucogenys ENSNLEG00000015276
colobus_angolensis ENSCANG00000004724
piliocolobus_tephrosceles ENSPTEG00000014343
rhinopithecus_roxellana ENSRROG00000039121
rhinopithecus_bieti ENSRBIG00000033750
papio_anubis ENSPANG00000017269
mandrillus_leucophaeus ENSMLEG00000034202
theropithecus_gelada ENSTGEG00000004329
cercocebus_atys ENSCATG00000037352
chlorocebus_sabaeus ENSCSAG00000011720
macaca_mulatta ENSMMUG00000061368
macaca_nemestrina ENSMNEG00000035556
macaca_fascicularis ENSMFAG00000001460
cebus_capucinus ENSCCAG00000030215
saimiri_boliviensis ENSSBOG00000026040
callithrix_jacchus ENSCJAG00000048673
aotus_nancymaae ENSANAG00000038104
oryctolagus_cuniculus ENSOCUG00000008587
ochotona_princeps ENSOPRG00000007648
tupaia_belangeri ENSTBEG00000011433
procavia_capensis ENSPCAG00000010184
echinops_telfairi ENSETEG00000016579
loxodonta_africana ENSLAFG00000005005
dasypus_novemcinctus ENSDNOG00000034939
choloepus_hoffmanni ENSCHOG00000002811
vombatus_ursinus ENSVURG00010005621
phascolarctos_cinereus ENSPCIG00000008530
notamacropus_eugenii ENSMEUG00000000155
sarcophilus_harrisii ENSSHAG00000018775
monodelphis_domestica ENSMODG00000025656
ornithorhynchus_anatinus ENSOANG00000000915
nothoprocta_perdicaria ENSNPEG00000003486
coturnix_japonica ENSCJPG00005021303
