amphiprion_ocellaris ENSAOCG00000000242
amphiprion_percula ENSAPEG00000000738
acanthochromis_polyacanthus ENSAPOG00000000251
stegastes_partitus ENSSPAG00000012638
poecilia_formosa ENSPFOG00000022873
poecilia_mexicana ENSPMEG00000012708
poecilia_latipinna ENSPLAG00000003065
poecilia_reticulata ENSPREG00000021058
xiphophorus_maculatus ENSXMAG00000018947
xiphophorus_couchianus ENSXCOG00000007212
gambusia_affinis ENSGAFG00000014116
fundulus_heteroclitus ENSFHEG00000009401
cyprinodon_variegatus ENSCVAG00000004792
kryptolebias_marmoratus ENSKMAG00000020270
monopterus_albus ENSMALG00000006859
astatotilapia_calliptera ENSACLG00000005602
haplochromis_burtoni ENSHBUG00000012873
pundamilia_nyererei ENSPNYG00000013627
maylandia_zebra ENSMZEG00005014999
neolamprologus_brichardi ENSNBRG00000014871
oreochromis_niloticus ENSONIG00000006561
oryzias_latipes_asm223469v1 ENSORLG00015017053
oryzias_latipes ENSORLG00020011269
oryzias_latipes ENSORLG00000016686
oryzias_melastigma ENSOMEG00000003909
seriola_dumerili ENSSDUG00000000609
mastacembelus_armatus ENSMAMG00000011673
gasterosteus_aculeatus ENSGACG00000012786
labrus_bergylta ENSLBEG00000013779
mola_mola ENSMMOG00000002638
cynoglossus_semilaevis ENSCSEG00000014578
scophthalmus_maximus ENSSMAG00000015171
cyprinodon_variegatus ENSCVAG00000004400
hippocampus_comes ENSHCOG00000006513
gadus_morhua ENSGMOG00000005352
esox_lucius ENSELUG00000014999
danio_rerio ENSDARG00000027724
scleropages_formosus ENSSFOG00015020443
paramormyrops_kingsleyae ENSPKIG00000011754
lepisosteus_oculatus ENSLOCG00000011246
anser_brachyrhynchus ENSABRG00000011191
anas_platyrhynchos_platyrhynchos ENSAPLG00000007337
gallus_gallus ENSGALG00000033561
coturnix_japonica ENSCJPG00005011806
meleagris_gallopavo ENSMGAG00000010034
numida_meleagris ENSNMEG00000006684
calidris_pygmaea ENSCPGG00000013496
calidris_pugnax ENSCPUG00000011541
melopsittacus_undulatus ENSMUNG00000000844
cyanistes_caeruleus ENSCCEG00000019336
parus_major ENSPMJG00000010879
ficedula_albicollis ENSFALG00000009982
lonchura_striata_domestica ENSLSDG00000017448
taeniopygia_guttata ENSTGUG00000002522
serinus_canaria ENSSCAG00000013645
zonotrichia_albicollis ENSZALG00000010821
junco_hyemalis ENSJHYG00000003230
manacus_vitellinus ENSMVIG00005001005
lepidothrix_coronata ENSLCOG00000011631
apteryx_haastii ENSAHAG00000018860
apteryx_owenii ENSAOWG00000007269
apteryx_rowi ENSARWG00000010370
nothoprocta_perdicaria ENSNPEG00000013132
dromaius_novaehollandiae ENSDNVG00000016650
crocodylus_porosus ENSCPRG00005014724
chelonoidis_abingdonii ENSCABG00000015575
gopherus_agassizii ENSGAGG00000025602
gopherus_agassizii ENSGAGG00000013179
chrysemys_picta_bellii ENSCPBG00000021818
pelodiscus_sinensis ENSPSIG00000007360
anolis_carolinensis ENSACAG00000012896
pogona_vitticeps ENSPVIG00000016504
notechis_scutatus ENSNSUG00000014424
salvator_merianae ENSSMRG00000008095
sphenodon_punctatus ENSSPUG00000008201
loxodonta_africana ENSLAFG00000014322
procavia_capensis ENSPCAG00000014866
echinops_telfairi ENSETEG00000012842
chinchilla_lanigera ENSCLAG00000011522
octodon_degus ENSODEG00000006018
cavia_aperea ENSCAPG00000009178
cavia_porcellus ENSCPOG00000003805
heterocephalus_glaber_male ENSHGLG00100009373
heterocephalus_glaber_female ENSHGLG00000010546
