apteryx_owenii ENSAOWG00000017850
sphenodon_punctatus ENSSPUG00000013296
sorex_araneus ENSSARG00000005440
erinaceus_europaeus ENSEEUG00000001590
bison_bison_bison ENSBBBG00000019274
bison_bison_bison ENSBBBG00000019277
ursus_americanus ENSUAMG00000013400
piliocolobus_tephrosceles ENSPTEG00000016711
otolemur_garnettii ENSOGAG00000013396
tupaia_belangeri ENSTBEG00000006798
dipodomys_ordii ENSDORG00000028611
castor_canadensis ENSCCNG00000005481
mesocricetus_auratus ENSMAUG00000010249
ochotona_princeps ENSOPRG00000008207
choloepus_hoffmanni ENSCHOG00000013030
piliocolobus_tephrosceles ENSPTEG00000017105
castor_canadensis ENSCCNG00000004406
notechis_scutatus ENSNSUG00000011866
chelonoidis_abingdonii ENSCABG00000015576
phascolarctos_cinereus ENSPCIG00000026489
cynoglossus_semilaevis ENSCSEG00000001474
hippocampus_comes ENSHCOG00000004232
astatotilapia_calliptera ENSACLG00000007473
amphilophus_citrinellus ENSACIG00000013455
amphiprion_ocellaris ENSAOCG00000019112
poecilia_reticulata ENSPREG00000018735
xiphophorus_couchianus ENSXCOG00000019667
gadus_morhua ENSGMOG00000014511
esox_lucius ENSELUG00000008835
pygocentrus_nattereri ENSPNAG00000006736
paramormyrops_kingsleyae ENSPKIG00000014680
