serinus_canaria ENSSCAG00000013910
taeniopygia_guttata ENSTGUG00000011205
ficedula_albicollis ENSFALG00000005522
junco_hyemalis ENSJHYG00000004286
zonotrichia_albicollis ENSZALG00000006884
parus_major ENSPMJG00000014984
cyanistes_caeruleus ENSCCEG00000011318
manacus_vitellinus ENSMVIG00005010611
lepidothrix_coronata ENSLCOG00000011976
calidris_pygmaea ENSCPGG00000015154
calidris_pugnax ENSCPUG00000015579
gallus_gallus ENSGALG00000009282
meleagris_gallopavo ENSMGAG00000011652
numida_meleagris ENSNMEG00000019950
melopsittacus_undulatus ENSMUNG00000000707
nothoprocta_perdicaria ENSNPEG00000002804
crocodylus_porosus ENSCPRG00005018346
gopherus_agassizii ENSGAGG00000005543
chelonoidis_abingdonii ENSCABG00000002509
chrysemys_picta ENSCPBG00000013347
pelodiscus_sinensis ENSPSIG00000010863
taeniopygia_guttata ENSTGUG00000014024
pogona_vitticeps ENSPVIG00000018633
anolis_carolinensis ENSACAG00000016025
notechis_scutatus ENSNSUG00000017390
salvator_merianae ENSSMRG00000010009
vombatus_ursinus ENSVURG00010018511
phascolarctos_cinereus ENSPCIG00000024091
notamacropus_eugenii ENSMEUG00000000268
monodelphis_domestica ENSMODG00000006656
sarcophilus_harrisii ENSSHAG00000008506
loxodonta_africana ENSLAFG00000001240
procavia_capensis ENSPCAG00000006181
echinops_telfairi ENSETEG00000000605
dasypus_novemcinctus ENSDNOG00000008916
castor_canadensis ENSCCNG00000001662
dipodomys_ordii ENSDORG00000015681
mus_spicilegus ENSMSIG00000003037
mus_musculus ENSMUSG00000042507
mus_spretus MGP_SPRETEiJ_G0018781
mus_caroli MGP_CAROLIEiJ_G0017936
mus_pahari MGP_PahariEiJ_G0029695
rattus_norvegicus ENSRNOG00000010653
meriones_unguiculatus ENSMUGG00000021756
meriones_unguiculatus ENSMUGG00000021783
cricetulus_griseus ENSCGRG00001021773
cricetulus_griseus ENSCGRG00015028338
cricetulus_griseus ENSCGRG00000008735
mesocricetus_auratus ENSMAUG00000018194
microtus_ochrogaster ENSMOCG00000019740
peromyscus_maniculatus ENSPEMG00000020623
nannospalax_galili ENSNGAG00000008541
jaculus_jaculus ENSJJAG00000012181
heterocephalus_glaber ENSHGLG00000012075
heterocephalus_glaber ENSHGLG00100016437
fukomys_damarensis ENSFDAG00000005478
chinchilla_lanigera ENSCLAG00000003802
octodon_degus ENSODEG00000015501
cavia_porcellus ENSCPOG00000010659
cavia_aperea ENSCAPG00000007615
urocitellus_parryii ENSUPAG00010014994
spermophilus_dauricus ENSSDAG00000018958
ictidomys_tridecemlineatus ENSSTOG00000000423
marmota_marmota ENSMMMG00000016040
oryctolagus_cuniculus ENSOCUG00000007290
pan_paniscus ENSPPAG00000043022
pan_troglodytes ENSPTRG00000006523
homo_sapiens ENSG00000156030
gorilla_gorilla ENSGGOG00000006163
pongo_abelii ENSPPYG00000005975
nomascus_leucogenys ENSNLEG00000016069
macaca_mulatta ENSMMUG00000004913
macaca_fascicularis ENSMFAG00000034140
macaca_nemestrina ENSMNEG00000040771
mandrillus_leucophaeus ENSMLEG00000013306
theropithecus_gelada ENSTGEG00000023492
papio_anubis ENSPANG00000015765
cercocebus_atys ENSCATG00000034640
chlorocebus_sabaeus ENSCSAG00000012679
piliocolobus_tephrosceles ENSPTEG00000028656
colobus_angolensis ENSCANG00000040317
rhinopithecus_bieti ENSRBIG00000036636
rhinopithecus_roxellana ENSRROG00000042693
callithrix_jacchus ENSCJAG00000009935
saimiri_boliviensis ENSSBOG00000029806
cebus_capucinus ENSCCAG00000037089
aotus_nancymaae ENSANAG00000029623
carlito_syrichta ENSTSYG00000036231
propithecus_coquereli ENSPCOG00000022588
microcebus_murinus ENSMICG00000002805
prolemur_simus ENSPSMG00000017214
otolemur_garnettii ENSOGAG00000004053
capra_hircus ENSCHIG00000025351
ovis_aries ENSOARG00000000680
bos_indicus ENSBIXG00000023415
bos_indicus ENSBIXG00005026640
bos_taurus ENSBTAG00000009272
bos_mutus ENSBMUG00000008801
bison_bison ENSBBBG00000013823
tursiops_truncatus ENSTTRG00000003490
sus_scrofa ENSSSCG00000002350
ursus_americanus ENSUAMG00000024422
ursus_maritimus ENSUMAG00000008947
ailuropoda_melanoleuca ENSAMEG00000018230
mustela_putorius ENSMPUG00000009645
neovison_vison ENSNVIG00000016586
canis_lupus ENSCAFG00000016864
canis_lupus ENSCAFG00020004292
vulpes_vulpes ENSVVUG00000004878
panthera_pardus ENSPPRG00000024652
panthera_tigris ENSPTIG00000016612
felis_catus ENSFCAG00000012220
equus_caballus ENSECAG00000005161
equus_asinus ENSEASG00005011617
pteropus_vampyrus ENSPVAG00000009051
myotis_lucifugus ENSMLUG00000004835
ornithorhynchus_anatinus ENSOANG00000030217
xenopus_tropicalis ENSXETG00000005872
latimeria_chalumnae ENSLACG00000010528
paramormyrops_kingsleyae ENSPKIG00000022884
paramormyrops_kingsleyae ENSPKIG00000006989
scleropages_formosus ENSSFOG00015002872
clupea_harengus ENSCHAG00000018768
denticeps_clupeoides ENSDCDG00000033613
astyanax_mexicanus ENSAMXG00005005401
astyanax_mexicanus ENSAMXG00000011269
pygocentrus_nattereri ENSPNAG00000013274
electrophorus_electricus ENSEEEG00000014378
ictalurus_punctatus ENSIPUG00000019968
danio_rerio ENSDARG00000011445
gadus_morhua ENSGMOG00000000165
gadus_morhua ENSGMOG00000000167
gasterosteus_aculeatus ENSGACG00000009798
tetraodon_nigroviridis ENSTNIG00000003666
labrus_bergylta ENSLBEG00000020814
cynoglossus_semilaevis ENSCSEG00000020890
takifugu_rubripes ENSTRUG00000018103
mola_mola ENSMMOG00000002935
larimichthys_crocea ENSLCRG00005002959
cottoperca_gobio ENSCGOG00000024036
monopterus_albus ENSMALG00000022233
mastacembelus_armatus ENSMAMG00000005880
anabas_testudineus ENSATEG00000015945
seriola_lalandi ENSSLDG00000000670
seriola_dumerili ENSSDUG00000002088
scophthalmus_maximus ENSSMAG00000018488
lates_calcarifer ENSLCAG00010021121
betta_splendens ENSBSLG00000018751
amphiprion_ocellaris ENSAOCG00000000969
amphiprion_percula ENSAPEG00000018844
acanthochromis_polyacanthus ENSAPOG00000015326
stegastes_partitus ENSSPAG00000021763
parambassis_ranga ENSPRNG00000022806
cyprinodon_variegatus ENSCVAG00000002471
cyprinodon_variegatus ENSCVAG00000008103
fundulus_heteroclitus ENSFHEG00000021719
poecilia_formosa ENSPFOG00000019192
poecilia_latipinna ENSPLAG00000001878
poecilia_mexicana ENSPMEG00000000591
poecilia_reticulata ENSPREG00000007068
xiphophorus_maculatus ENSXMAG00000017677
xiphophorus_couchianus ENSXCOG00000002452
gambusia_affinis ENSGAFG00000013860
kryptolebias_marmoratus ENSKMAG00000017459
oryzias_latipes ENSORLG00015009838
oryzias_latipes ENSORLG00000012495
oryzias_latipes ENSORLG00020014879
oryzias_melastigma ENSOMEG00000005549
gouania_willdenowi ENSGWIG00000009653
maylandia_zebra ENSMZEG00005028028
astatotilapia_calliptera ENSACLG00000022937
pundamilia_nyererei ENSPNYG00000023021
haplochromis_burtoni ENSHBUG00000017149
neolamprologus_brichardi ENSNBRG00000021127
oreochromis_niloticus ENSONIG00000006090
amphilophus_citrinellus ENSACIG00000011542
hippocampus_comes ENSHCOG00000005826
hucho_hucho ENSHHUG00000013969
hucho_hucho ENSHHUG00000037477
hucho_hucho ENSHHUG00000025223
esox_lucius ENSELUG00000014652
astyanax_mexicanus ENSAMXG00005021279
astyanax_mexicanus ENSAMXG00000016770
pygocentrus_nattereri ENSPNAG00000015910
ictalurus_punctatus ENSIPUG00000023646
electrophorus_electricus ENSEEEG00000005476
danio_rerio ENSDARG00000053864
denticeps_clupeoides ENSDCDG00000000642
betta_splendens ENSBSLG00000024586
gasterosteus_aculeatus ENSGACG00000011196
scophthalmus_maximus ENSSMAG00000016869
mastacembelus_armatus ENSMAMG00000000279
monopterus_albus ENSMALG00000021382
anabas_testudineus ENSATEG00000004647
seriola_dumerili ENSSDUG00000009914
seriola_lalandi ENSSLDG00000021244
lates_calcarifer ENSLCAG00010002341
astatotilapia_calliptera ENSACLG00000007663
maylandia_zebra ENSMZEG00005014478
pundamilia_nyererei ENSPNYG00000005122
haplochromis_burtoni ENSHBUG00000015905
neolamprologus_brichardi ENSNBRG00000010538
oreochromis_niloticus ENSONIG00000000952
amphilophus_citrinellus ENSACIG00000007055
kryptolebias_marmoratus ENSKMAG00000012971
parambassis_ranga ENSPRNG00000014381
gouania_willdenowi ENSGWIG00000018330
amphiprion_percula ENSAPEG00000010413
amphiprion_ocellaris ENSAOCG00000019426
acanthochromis_polyacanthus ENSAPOG00000005999
stegastes_partitus ENSSPAG00000010132
cottoperca_gobio ENSCGOG00000023880
mola_mola ENSMMOG00000011348
larimichthys_crocea ENSLCRG00005022774
labrus_bergylta ENSLBEG00000008693
cyprinodon_variegatus ENSCVAG00000010618
fundulus_heteroclitus ENSFHEG00000001239
gambusia_affinis ENSGAFG00000018724
xiphophorus_maculatus ENSXMAG00000015849
xiphophorus_couchianus ENSXCOG00000000656
poecilia_formosa ENSPFOG00000017276
poecilia_latipinna ENSPLAG00000005724
poecilia_mexicana ENSPMEG00000015923
poecilia_reticulata ENSPREG00000013384
oryzias_latipes ENSORLG00020021475
oryzias_latipes ENSORLG00015019105
oryzias_latipes ENSORLG00000011175
oryzias_melastigma ENSOMEG00000018060
cynoglossus_semilaevis ENSCSEG00000005192
takifugu_rubripes ENSTRUG00000009624
tetraodon_nigroviridis ENSTNIG00000019270
hippocampus_comes ENSHCOG00000014033
periophthalmus_magnuspinnatus ENSPMGG00000000639
gadus_morhua ENSGMOG00000007151
hucho_hucho ENSHHUG00000043363
hucho_hucho ENSHHUG00000041438
esox_lucius ENSELUG00000022738
paramormyrops_kingsleyae ENSPKIG00000009226
scleropages_formosus ENSSFOG00015020746
lepisosteus_oculatus ENSLOCG00000013555
erpetoichthys_calabaricus ENSECRG00000016634
callorhinchus_milii ENSCMIG00000018249
