pelodiscus_sinensis ENSPSIG00000004894
crocodylus_porosus ENSCPRG00005017270
pogona_vitticeps ENSPVIG00000001953
panthera_tigris_altaica ENSPTIG00000014244
panthera_pardus ENSPPRG00000015262
felis_catus ENSFCAG00000038908
panthera_tigris_altaica ENSPTIG00000018991
ursus_maritimus ENSUMAG00000006304
ursus_americanus ENSUAMG00000026767
ailuropoda_melanoleuca ENSAMEG00000015427
canis_lupus_dingo ENSCAFG00020004524
vulpes_vulpes ENSVVUG00000028930
ovis_aries ENSOARG00000005776
bison_bison_bison ENSBBBG00000023831
rhinopithecus_roxellana ENSRROG00000044331
rhinopithecus_bieti ENSRBIG00000030507
colobus_angolensis_palliatus ENSCANG00000030228
piliocolobus_tephrosceles ENSPTEG00000039626
macaca_nemestrina ENSMNEG00000030528
macaca_fascicularis ENSMFAG00000034690
theropithecus_gelada ENSTGEG00000015458
mandrillus_leucophaeus ENSMLEG00000041531
cercocebus_atys ENSCATG00000036552
carlito_syrichta ENSTSYG00000036019
otolemur_garnettii ENSOGAG00000012314
jaculus_jaculus ENSJJAG00000019022
mus_spicilegus ENSMSIG00000030012
cavia_aperea ENSCAPG00000000762
choloepus_hoffmanni ENSCHOG00000000063
notamacropus_eugenii ENSMEUG00000003654
