anas_platyrhynchos_platyrhynchos ENSAPLG00000022974
numida_meleagris ENSNMEG00000023011
calidris_pygmaea ENSCPGG00000002681
serinus_canaria ENSSCAG00000005483
nothoprocta_perdicaria ENSNPEG00000015282
crocodylus_porosus ENSCPRG00005016299
notechis_scutatus ENSNSUG00000019419
equus_caballus ENSECAG00000033710
ursus_americanus ENSUAMG00000022109
calidris_pygmaea ENSCPGG00000000858
apteryx_owenii ENSAOWG00000017776
cavia_porcellus ENSCPOG00000031962
cavia_aperea ENSCAPG00000005838
octodon_degus ENSODEG00000015675
spermophilus_dauricus ENSSDAG00000010362
ursus_americanus ENSUAMG00000014536
