labrus_bergylta ENSLBEG00000006017
mastacembelus_armatus ENSMAMG00000015422
amphiprion_percula ENSAPEG00000014126
acanthochromis_polyacanthus ENSAPOG00000023847
maylandia_zebra ENSMZEG00005013240
pundamilia_nyererei ENSPNYG00000013315
haplochromis_burtoni ENSHBUG00000005144
astatotilapia_calliptera ENSACLG00000001134
fundulus_heteroclitus ENSFHEG00000013432
cyprinodon_variegatus ENSCVAG00000005735
xiphophorus_maculatus ENSXMAG00000026381
xiphophorus_couchianus ENSXCOG00000001121
poecilia_mexicana ENSPMEG00000021825
poecilia_latipinna ENSPLAG00000004815
gambusia_affinis ENSGAFG00000004443
kryptolebias_marmoratus ENSKMAG00000017304
oryzias_latipes_asm223469v1 ENSORLG00015002323
oryzias_melastigma ENSOMEG00000019351
scophthalmus_maximus ENSSMAG00000000563
takifugu_rubripes ENSTRUG00000025410
amphiprion_ocellaris ENSAOCG00000005555
neolamprologus_brichardi ENSNBRG00000018183
mola_mola ENSMMOG00000000673
anabas_testudineus ENSATEG00000008486
monopterus_albus ENSMALG00000001552
seriola_dumerili ENSSDUG00000013612
hippocampus_comes ENSHCOG00000012769
cynoglossus_semilaevis ENSCSEG00000007530
esox_lucius ENSELUG00000021764
astyanax_mexicanus ENSAMXG00000042225
pygocentrus_nattereri ENSPNAG00000025591
ictalurus_punctatus ENSIPUG00000002718
danio_rerio ENSDARG00000097057
paramormyrops_kingsleyae ENSPKIG00000014139
