lonchura_striata_domestica ENSLSDG00000013107
taeniopygia_guttata ENSTGUG00000012289
serinus_canaria ENSSCAG00000001235
junco_hyemalis ENSJHYG00000001895
zonotrichia_albicollis ENSZALG00000006592
parus_major ENSPMJG00000000801
manacus_vitellinus ENSMVIG00005001339
amphiprion_ocellaris ENSAOCG00000012853
amphiprion_percula ENSAPEG00000020742
acanthochromis_polyacanthus ENSAPOG00000018442
stegastes_partitus ENSSPAG00000020070
poecilia_formosa ENSPFOG00000019385
poecilia_latipinna ENSPLAG00000003606
poecilia_mexicana ENSPMEG00000004240
poecilia_reticulata ENSPREG00000015742
gambusia_affinis ENSGAFG00000000693
xiphophorus_maculatus ENSXMAG00000004128
fundulus_heteroclitus ENSFHEG00000009728
kryptolebias_marmoratus ENSKMAG00000002755
oryzias_latipes_asm223469v1 ENSORLG00015016505
seriola_lalandi_dorsalis ENSSLDG00000010935
seriola_dumerili ENSSDUG00000008896
takifugu_rubripes ENSTRUG00000000277
monopterus_albus ENSMALG00000013445
periophthalmus_magnuspinnatus ENSPMGG00000022090
esox_lucius ENSELUG00000021610
astyanax_mexicanus ENSAMXG00000008502
ictalurus_punctatus ENSIPUG00000004847
paramormyrops_kingsleyae ENSPKIG00000022936
lepisosteus_oculatus ENSLOCG00000017090
ciona_savignyi ENSCSAVG00000007909
ciona_intestinalis ENSCING00000014426
