dasypus_novemcinctus ENSDNOG00000025916
choloepus_hoffmanni ENSCHOG00000008762
procavia_capensis ENSPCAG00000005703
vulpes_vulpes ENSVVUG00000026083
canis_lupus_dingo ENSCAFG00020017724
ursus_americanus ENSUAMG00000024113
neovison_vison ENSNVIG00000025024
ursus_maritimus ENSUMAG00000011138
panthera_tigris_altaica ENSPTIG00000002629
panthera_pardus ENSPPRG00000001209
felis_catus ENSFCAG00000036459
equus_asinus_asinus ENSEASG00005013255
equus_caballus ENSECAG00000030133
bos_mutus ENSBMUG00000022331
bos_taurus ENSBTAG00000053919
bison_bison_bison ENSBBBG00000004151
capra_hircus ENSCHIG00000014846
tursiops_truncatus ENSTTRG00000005471
sus_scrofa ENSSSCG00000034445
gorilla_gorilla ENSGGOG00000027645
pongo_abelii ENSPPYG00000007255
rhinopithecus_roxellana ENSRROG00000033663
theropithecus_gelada ENSTGEG00000013222
piliocolobus_tephrosceles ENSPTEG00000025033
callithrix_jacchus ENSCJAG00000033727
prolemur_simus ENSPSMG00000019510
peromyscus_maniculatus_bairdii ENSPEMG00000012204
microtus_ochrogaster ENSMOCG00000013585
cricetulus_griseus_chok1gshd ENSCGRG00001018424
cricetulus_griseus_crigri ENSCGRG00000015781
cricetulus_griseus_crigri-picr ENSCGRG00015025174
mesocricetus_auratus ENSMAUG00000010404
mus_spicilegus ENSMSIG00000000294
mus_musculus ENSMUSG00000097075
meriones_unguiculatus ENSMUGG00000012530
nannospalax_galili ENSNGAG00000019209
jaculus_jaculus ENSJJAG00000009064
urocitellus_parryii ENSUPAG00010009370
marmota_marmota_marmota ENSMMMG00000023749
ictidomys_tridecemlineatus ENSSTOG00000030825
spermophilus_dauricus ENSSDAG00000007091
chinchilla_lanigera ENSCLAG00000012134
octodon_degus ENSODEG00000013931
heterocephalus_glaber_male ENSHGLG00100007840
heterocephalus_glaber_female ENSHGLG00000016825
castor_canadensis ENSCCNG00000028359
dipodomys_ordii ENSDORG00000026800
ochotona_princeps ENSOPRG00000019194
