phascolarctos_cinereus ENSPCIG00000019604
notamacropus_eugenii ENSMEUG00000003660
sarcophilus_harrisii ENSSHAG00000006166
monodelphis_domestica ENSMODG00000018140
pan_paniscus ENSPPAG00000033624
pan_troglodytes ENSPTRG00000015226
homo_sapiens ENSG00000144857
gorilla_gorilla ENSGGOG00000005957
pongo_abelii ENSPPYG00000013541
nomascus_leucogenys ENSNLEG00000004455
papio_anubis ENSPANG00000016377
theropithecus_gelada ENSTGEG00000002964
mandrillus_leucophaeus ENSMLEG00000029109
macaca_mulatta ENSMMUG00000013443
macaca_fascicularis ENSMFAG00000031000
macaca_nemestrina ENSMNEG00000014326
cercocebus_atys ENSCATG00000026862
chlorocebus_sabaeus ENSCSAG00000006677
piliocolobus_tephrosceles ENSPTEG00000023376
colobus_angolensis_palliatus ENSCANG00000042102
rhinopithecus_bieti ENSRBIG00000038866
rhinopithecus_roxellana ENSRROG00000035311
cebus_capucinus ENSCCAG00000024896
saimiri_boliviensis_boliviensis ENSSBOG00000019485
callithrix_jacchus ENSCJAG00000020310
aotus_nancymaae ENSANAG00000031308
carlito_syrichta ENSTSYG00000001458
propithecus_coquereli ENSPCOG00000010920
prolemur_simus ENSPSMG00000014559
microcebus_murinus ENSMICG00000049357
otolemur_garnettii ENSOGAG00000011767
tupaia_belangeri ENSTBEG00000006559
castor_canadensis ENSCCNG00000006117
dipodomys_ordii ENSDORG00000000243
mus_spicilegus ENSMSIG00000003320
mus_musculus ENSMUSG00000022687
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0021667
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0020768
mus_pahari MGP_PahariEiJ_G0016468
rattus_norvegicus ENSRNOG00000002041
meriones_unguiculatus ENSMUGG00000003857
cricetulus_griseus_crigri ENSCGRG00000003519
cricetulus_griseus_chok1gshd ENSCGRG00001004967
cricetulus_griseus_crigri-picr ENSCGRG00015015078
mesocricetus_auratus ENSMAUG00000002181
microtus_ochrogaster ENSMOCG00000022432
peromyscus_maniculatus_bairdii ENSPEMG00000006731
nannospalax_galili ENSNGAG00000013920
jaculus_jaculus ENSJJAG00000011821
ictidomys_tridecemlineatus ENSSTOG00000003962
urocitellus_parryii ENSUPAG00010019511
spermophilus_dauricus ENSSDAG00000012498
marmota_marmota_marmota ENSMMMG00000011181
chinchilla_lanigera ENSCLAG00000008549
octodon_degus ENSODEG00000004266
cavia_porcellus ENSCPOG00000025941
cavia_aperea ENSCAPG00000015823
heterocephalus_glaber_female ENSHGLG00000016908
heterocephalus_glaber_male ENSHGLG00100006260
fukomys_damarensis ENSFDAG00000020028
oryctolagus_cuniculus ENSOCUG00000010827
ochotona_princeps ENSOPRG00000008925
sus_scrofa ENSSSCG00000025826
vicugna_pacos ENSVPAG00000011920
bos_mutus ENSBMUG00000009870
bos_taurus ENSBTAG00000013909
bison_bison_bison ENSBBBG00000002922
capra_hircus ENSCHIG00000026286
ovis_aries ENSOARG00000019381
tursiops_truncatus ENSTTRG00000005779
ursus_americanus ENSUAMG00000009194
myotis_lucifugus ENSMLUG00000022664
ursus_americanus ENSUAMG00000009190
ursus_maritimus ENSUMAG00000004370
ailuropoda_melanoleuca ENSAMEG00000018072
mustela_putorius_furo ENSMPUG00000000301
neovison_vison ENSNVIG00000014267
canis_lupus_familiaris ENSCAFG00000010582
canis_lupus_dingo ENSCAFG00020007277
vulpes_vulpes ENSVVUG00000022011
panthera_pardus ENSPPRG00000016502
panthera_tigris_altaica ENSPTIG00000021941
felis_catus ENSFCAG00000000203
pteropus_vampyrus ENSPVAG00000015969
erinaceus_europaeus ENSEEUG00000010995
sorex_araneus ENSSARG00000005073
equus_caballus ENSECAG00000022602
equus_asinus_asinus ENSEASG00005011446
choloepus_hoffmanni ENSCHOG00000006247
dasypus_novemcinctus ENSDNOG00000000840
loxodonta_africana ENSLAFG00000000893
procavia_capensis ENSPCAG00000007424
