gallus_gallus ENSGALG00000006344
coturnix_japonica ENSCJPG00005008585
numida_meleagris ENSNMEG00000021737
meleagris_gallopavo ENSMGAG00000007569
anas_platyrhynchos_platyrhynchos ENSAPLG00000005723
anser_brachyrhynchus ENSABRG00000015070
lonchura_striata_domestica ENSLSDG00000009154
serinus_canaria ENSSCAG00000003530
junco_hyemalis ENSJHYG00000006975
zonotrichia_albicollis ENSZALG00000008639
ficedula_albicollis ENSFALG00000007230
parus_major ENSPMJG00000018779
lepidothrix_coronata ENSLCOG00000012820
calidris_pugnax ENSCPUG00000009228
calidris_pygmaea ENSCPGG00000014850
manacus_vitellinus ENSMVIG00005002994
melopsittacus_undulatus ENSMUNG00000013409
cyanistes_caeruleus ENSCCEG00000022953
apteryx_owenii ENSAOWG00000012199
apteryx_haastii ENSAHAG00000011433
apteryx_rowi ENSARWG00000018869
dromaius_novaehollandiae ENSDNVG00000007298
nothoprocta_perdicaria ENSNPEG00000009504
crocodylus_porosus ENSCPRG00005001686
chelonoidis_abingdonii ENSCABG00000005057
gopherus_agassizii ENSGAGG00000009838
chrysemys_picta_bellii ENSCPBG00000001572
pelodiscus_sinensis ENSPSIG00000011475
sphenodon_punctatus ENSSPUG00000015449
sphenodon_punctatus ENSSPUG00000001501
pogona_vitticeps ENSPVIG00000013892
anolis_carolinensis ENSACAG00000009295
notechis_scutatus ENSNSUG00000010927
salvator_merianae ENSSMRG00000000624
